week,floor,ceiling,extract_date,weekly_cases,total_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,Total_0_14,Total_15_24,Total_25_44,Total_45_64,Total_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total,disease,ObjectId
2024 W50,2024/12/08 00:00:00+00,2024/12/14 00:00:00+00,2026/05/10 00:00:00+00,996,69911,300,50,165,203,278,18920,6029,12979,11295,20666,35.4,10.44,15.86,20.52,49.25,25.23,Influenza,915
2025 W19,2025/05/04 00:00:00+00,2025/05/10 00:00:00+00,2026/05/10 00:00:00+00,23,39740,11,0,0,3,9,26583,644,1914,2918,7667,0.99,0.05,0.09,0.21,1.33,0.48,RSV,916
2025 W33,2025/08/10 00:00:00+00,2025/08/16 00:00:00+00,2026/05/10 00:00:00+00,582,1759495,90,29,78,100,285,276378,263763,617158,412883,189178,8.82,3,4.85,6.7,34.05,10.27,COVID-19,917
2023 W41,2023/10/08 00:00:00+00,2023/10/14 00:00:00+00,2026/05/10 00:00:00+00,630,1722855,30,18,93,104,385,272827,262486,612250,406443,168717,3.62,2.9,6.12,8.48,47.92,12.13,COVID-19,918
2024 W21,2024/05/19 00:00:00+00,2024/05/25 00:00:00+00,2026/05/10 00:00:00+00,1,32041,0,0,1,0,0,22293,519,1534,2237,5444,0.1,0,0.05,0.03,0.17,0.06,RSV,919
2024 W38,2024/09/15 00:00:00+00,2024/09/21 00:00:00+00,2026/05/10 00:00:00+00,35,67320,6,5,9,7,8,18174,5869,12490,10777,19988,0.63,0.78,0.66,0.49,1.33,0.73,Influenza,920
2024 W01,2023/12/31 00:00:00+00,2024/01/06 00:00:00+00,2026/05/10 00:00:00+00,1193,1730129,108,44,178,202,661,273450,262687,613232,407754,172874,8.53,5.17,8.81,13.2,64.06,17.73,COVID-19,921
2025 W20,2025/05/11 00:00:00+00,2025/05/17 00:00:00+00,2026/05/10 00:00:00+00,168,1754697,31,3,19,36,79,275783,263558,616462,412089,186670,2.17,0.98,1.38,1.96,10.65,3.03,COVID-19,922
2024 W50,2024/12/08 00:00:00+00,2024/12/14 00:00:00+00,2026/05/10 00:00:00+00,662,33835,526,1,20,25,90,23648,534,1604,2320,5715,41.56,0.98,1.64,2.84,14.64,11.67,RSV,923
2025 W33,2025/08/10 00:00:00+00,2025/08/16 00:00:00+00,2026/05/10 00:00:00+00,40,94959,6,9,9,9,7,25840,7874,17427,15545,28245,0.59,0.93,0.59,0.54,1.2,0.71,Influenza,924
2023 W41,2023/10/08 00:00:00+00,2023/10/14 00:00:00+00,2026/05/10 00:00:00+00,29,50080,6,2,4,9,8,13965,4262,9090,8118,14624,0.59,0.36,0.26,0.39,0.86,0.46,Influenza,925
2024 W22,2024/05/26 00:00:00+00,2024/06/01 00:00:00+00,2026/05/10 00:00:00+00,501,1737386,22,15,79,117,268,274190,262942,614189,409029,176904,2.9,1.86,4.59,6.47,29.03,8.07,COVID-19,926
2024 W38,2024/09/15 00:00:00+00,2024/09/21 00:00:00+00,2026/05/10 00:00:00+00,5,32094,1,0,0,0,4,22313,519,1539,2240,5469,0.1,0,0,0.03,0.26,0.06,RSV,927
2024 W01,2023/12/31 00:00:00+00,2024/01/06 00:00:00+00,2026/05/10 00:00:00+00,1620,54934,253,131,342,270,624,15211,4683,10056,8848,16115,25.22,17.73,18.61,15.85,60.71,25.45,Influenza,928
2025 W20,2025/05/11 00:00:00+00,2025/05/17 00:00:00+00,2026/05/10 00:00:00+00,40,94536,8,4,8,3,17,25762,7826,17356,15474,28090,1.35,0.93,0.66,0.62,1.98,1.02,Influenza,929
2024 W51,2024/12/15 00:00:00+00,2024/12/21 00:00:00+00,2026/05/10 00:00:00+00,176,1752003,17,4,24,25,106,275476,263473,616177,411667,185077,1.81,0.31,1.15,1.88,12.58,3.09,COVID-19,930
2025 W33,2025/08/10 00:00:00+00,2025/08/16 00:00:00+00,2026/05/10 00:00:00+00,8,39866,6,0,0,0,2,26654,644,1918,2931,7705,0.26,0,0,0,0.21,0.08,RSV,931
2023 W41,2023/10/08 00:00:00+00,2023/10/14 00:00:00+00,2026/05/10 00:00:00+00,67,24357,56,0,2,5,4,16968,416,1195,1697,4068,6.32,0.1,0.26,0.26,0.6,1.48,RSV,932
2024 W22,2024/05/26 00:00:00+00,2024/06/01 00:00:00+00,2026/05/10 00:00:00+00,76,66756,12,8,21,12,23,18087,5771,12371,10676,19830,1.12,1.09,1.12,0.95,2.83,1.33,Influenza,933
2024 W39,2024/09/22 00:00:00+00,2024/09/28 00:00:00+00,2026/05/10 00:00:00+00,537,1749251,28,25,60,98,326,275260,263413,615840,411171,183434,4.21,2.79,3.96,6.78,36.63,9.5,COVID-19,934
2024 W01,2023/12/31 00:00:00+00,2024/01/06 00:00:00+00,2026/05/10 00:00:00+00,461,30964,215,7,30,57,151,21910,487,1459,2082,5012,17.55,1.24,1.48,3.27,14.86,7.08,RSV,935
2025 W20,2025/05/11 00:00:00+00,2025/05/17 00:00:00+00,2026/05/10 00:00:00+00,18,39758,8,0,0,2,8,26591,644,1914,2920,7675,0.92,0,0.05,0.21,0.77,0.36,RSV,936
2024 W51,2024/12/15 00:00:00+00,2024/12/21 00:00:00+00,2026/05/10 00:00:00+00,2372,72283,654,119,398,477,724,19574,6148,13377,11772,21390,59.8,14.32,20.18,27.14,71.88,36.78,Influenza,937
2025 W34,2025/08/17 00:00:00+00,2025/08/23 00:00:00+00,2026/05/10 00:00:00+00,544,1760039,99,12,62,92,278,276477,263775,617220,412975,189456,9.09,3.31,5.25,7.76,35.68,10.99,COVID-19,938
2023 W42,2023/10/15 00:00:00+00,2023/10/21 00:00:00+00,2026/05/10 00:00:00+00,536,1723391,36,11,72,96,321,272863,262497,612322,406539,169038,3.1,2.02,5.55,7.32,44.27,10.91,COVID-19,939
2024 W22,2024/05/26 00:00:00+00,2024/06/01 00:00:00+00,2026/05/10 00:00:00+00,6,32047,2,0,1,0,3,22295,519,1535,2237,5447,0.13,0,0.05,0.03,0.13,0.06,RSV,940
2024 W02,2024/01/07 00:00:00+00,2024/01/13 00:00:00+00,2026/05/10 00:00:00+00,939,1731068,88,34,123,189,505,273538,262721,613355,407943,173379,8.96,5.27,9.84,14.2,66.38,18.72,COVID-19,941
2024 W51,2024/12/15 00:00:00+00,2024/12/21 00:00:00+00,2026/05/10 00:00:00+00,835,34670,526,12,42,69,186,24174,546,1646,2389,5901,50.25,0.93,1.95,3.14,16.14,13.76,RSV,942
2025 W21,2025/05/18 00:00:00+00,2025/05/24 00:00:00+00,2026/05/10 00:00:00+00,153,1754850,19,4,20,18,92,275802,263562,616482,412107,186762,2.27,0.57,1.41,2.22,10.61,3.06,COVID-19,943
2025 W34,2025/08/17 00:00:00+00,2025/08/23 00:00:00+00,2026/05/10 00:00:00+00,44,95003,6,6,11,7,14,25846,7880,17438,15552,28259,0.69,0.93,0.77,0.64,2.02,0.93,Influenza,944
2024 W39,2024/09/22 00:00:00+00,2024/09/28 00:00:00+00,2026/05/10 00:00:00+00,45,67365,7,3,13,5,17,18181,5872,12503,10782,20005,0.79,0.57,0.7,0.49,1.76,0.81,Influenza,945
2024 W52,2024/12/22 00:00:00+00,2024/12/28 00:00:00+00,2026/05/10 00:00:00+00,119,1752122,17,1,8,17,75,275493,263474,616185,411684,185152,2.21,0.41,1.34,2.01,12.97,3.32,COVID-19,946
2024 W02,2024/01/07 00:00:00+00,2024/01/13 00:00:00+00,2026/05/10 00:00:00+00,1441,56375,265,148,279,226,523,15476,4831,10335,9074,16638,25.98,19.8,20.36,18.02,68.49,28.06,Influenza,947
2023 W42,2023/10/15 00:00:00+00,2023/10/21 00:00:00+00,2026/05/10 00:00:00+00,28,50108,9,4,4,4,7,13974,4266,9094,8122,14631,1.22,0.47,0.33,0.52,0.99,0.67,Influenza,948
2024 W23,2024/06/02 00:00:00+00,2024/06/08 00:00:00+00,2026/05/10 00:00:00+00,440,1737826,45,13,75,76,231,274235,262955,614264,409105,177135,3.46,2.53,5.72,8.12,37.57,10.28,COVID-19,949
2024 W02,2024/01/07 00:00:00+00,2024/01/13 00:00:00+00,2026/05/10 00:00:00+00,298,31262,122,11,15,48,102,22032,498,1474,2130,5114,13.04,1.24,1.41,3.45,15.2,6.27,RSV,950
2024 W52,2024/12/22 00:00:00+00,2024/12/28 00:00:00+00,2026/05/10 00:00:00+00,2313,74596,862,108,298,373,672,20436,6256,13675,12145,22062,78.77,21.92,28.94,41.55,120.7,54.86,Influenza,951
2025 W21,2025/05/18 00:00:00+00,2025/05/24 00:00:00+00,2026/05/10 00:00:00+00,49,94585,12,6,9,6,16,25774,7832,17365,15480,28106,0.72,0.78,0.59,0.41,2.19,0.84,Influenza,952
2025 W34,2025/08/17 00:00:00+00,2025/08/23 00:00:00+00,2026/05/10 00:00:00+00,2,39868,0,0,0,0,2,26654,644,1918,2931,7707,0.3,0.05,0,0,0.21,0.1,RSV,953
2024 W39,2024/09/22 00:00:00+00,2024/09/28 00:00:00+00,2026/05/10 00:00:00+00,2,32096,0,0,0,0,2,22313,519,1539,2240,5471,0.23,0,0.02,0.1,0.6,0.17,RSV,954
2024 W23,2024/06/02 00:00:00+00,2024/06/08 00:00:00+00,2026/05/10 00:00:00+00,52,66808,5,4,10,9,24,18092,5775,12381,10685,19854,0.86,0.72,1.05,0.7,2.32,1.07,Influenza,955
2023 W42,2023/10/15 00:00:00+00,2023/10/21 00:00:00+00,2026/05/10 00:00:00+00,119,24476,105,0,4,5,5,17073,416,1199,1702,4073,10.7,0.05,0.26,0.41,1.29,2.48,RSV,956
2024 W03,2024/01/14 00:00:00+00,2024/01/20 00:00:00+00,2026/05/10 00:00:00+00,759,1731827,76,24,119,160,380,273614,262745,613474,408103,173759,9.38,4.14,7.66,11.52,59.08,16.28,COVID-19,957
2024 W52,2024/12/22 00:00:00+00,2024/12/28 00:00:00+00,2026/05/10 00:00:00+00,628,35298,474,5,21,28,100,24648,551,1667,2417,6001,48.47,1.24,2.25,4.12,21.68,14.61,RSV,958
2025 W21,2025/05/18 00:00:00+00,2025/05/24 00:00:00+00,2026/05/10 00:00:00+00,15,39773,9,0,2,3,1,26600,644,1916,2923,7676,0.79,0,0.07,0.13,0.73,0.32,RSV,959
2025 W35,2025/08/24 00:00:00+00,2025/08/30 00:00:00+00,2026/05/10 00:00:00+00,571,1760610,87,23,84,109,268,276564,263798,617304,413084,189724,8.63,2.9,4.73,7.45,31.34,9.97,COVID-19,960
2024 W40,2024/09/29 00:00:00+00,2024/10/05 00:00:00+00,2026/05/10 00:00:00+00,408,1749659,39,12,52,83,222,275299,263425,615892,411254,183656,3.13,2.17,3.49,6.16,32.03,8.23,COVID-19,961
2024 W23,2024/06/02 00:00:00+00,2024/06/08 00:00:00+00,2026/05/10 00:00:00+00,3,32050,2,0,0,1,0,22297,519,1535,2238,5447,0.13,0,0.05,0.03,0.17,0.07,RSV,962
2023 W43,2023/10/22 00:00:00+00,2023/10/28 00:00:00+00,2026/05/10 00:00:00+00,519,1723910,28,10,72,84,325,272891,262507,612394,406623,169363,3.49,2.27,4.55,6.83,36.84,9.5,COVID-19,963
2024 W03,2024/01/14 00:00:00+00,2024/01/20 00:00:00+00,2026/05/10 00:00:00+00,1274,57649,271,104,248,203,448,15747,4935,10583,9277,17086,31.94,19.34,18.56,17.32,62.73,27.64,Influenza,964
2025 W01,2024/12/29 00:00:00+00,2025/01/04 00:00:00+00,2026/05/10 00:00:00+00,218,1752340,33,3,25,36,121,275526,263477,616210,411720,185273,2.07,0.41,1.41,2.14,12.97,3.35,COVID-19,965
2025 W22,2025/05/25 00:00:00+00,2025/05/31 00:00:00+00,2026/05/10 00:00:00+00,152,1755002,19,4,21,32,76,275821,263566,616503,412139,186838,1.94,0.72,1.55,2.27,12.62,3.37,COVID-19,966
2025 W35,2025/08/24 00:00:00+00,2025/08/30 00:00:00+00,2026/05/10 00:00:00+00,60,95063,9,3,13,9,26,25855,7883,17451,15561,28285,0.82,0.72,0.66,0.57,2.19,0.91,Influenza,967
2024 W40,2024/09/29 00:00:00+00,2024/10/05 00:00:00+00,2026/05/10 00:00:00+00,45,67410,11,3,8,7,16,18192,5875,12511,10789,20021,1.12,0.47,0.61,0.52,1.89,0.86,Influenza,968
2024 W24,2024/06/09 00:00:00+00,2024/06/15 00:00:00+00,2026/05/10 00:00:00+00,647,1738473,38,21,90,122,376,274273,262976,614354,409227,177511,5.53,3.62,7.22,10.1,50.92,13.76,COVID-19,969
2023 W43,2023/10/22 00:00:00+00,2023/10/28 00:00:00+00,2026/05/10 00:00:00+00,46,50154,22,3,6,7,8,13996,4269,9100,8129,14639,1.68,0.41,0.4,0.39,0.82,0.71,Influenza,970
2024 W03,2024/01/14 00:00:00+00,2024/01/20 00:00:00+00,2026/05/10 00:00:00+00,210,31472,59,6,15,29,101,22091,504,1489,2159,5215,7.61,1.03,0.89,2.4,11.98,4.28,RSV,971
2025 W01,2024/12/29 00:00:00+00,2025/01/04 00:00:00+00,2026/05/10 00:00:00+00,3790,78386,876,197,539,762,1415,21312,6453,14214,12907,23477,77.38,28.8,33.65,48.5,150.03,62.92,Influenza,972
2025 W22,2025/05/25 00:00:00+00,2025/05/31 00:00:00+00,2026/05/10 00:00:00+00,40,94625,2,5,8,7,18,25776,7837,17373,15487,28124,0.69,0.67,0.52,0.57,2.15,0.83,Influenza,973
2025 W35,2025/08/24 00:00:00+00,2025/08/30 00:00:00+00,2026/05/10 00:00:00+00,5,39873,3,1,0,0,1,26657,645,1918,2931,7708,0.36,0.05,0,0.03,0.13,0.1,RSV,974
2024 W40,2024/09/29 00:00:00+00,2024/10/05 00:00:00+00,2026/05/10 00:00:00+00,19,32115,6,0,1,4,8,22319,519,1540,2244,5479,0.56,0,0.05,0.1,0.47,0.22,RSV,975
2024 W24,2024/06/09 00:00:00+00,2024/06/15 00:00:00+00,2026/05/10 00:00:00+00,38,66846,9,2,14,6,7,18101,5777,12395,10691,19861,0.79,0.67,0.75,0.64,1.89,0.9,Influenza,976
2023 W43,2023/10/22 00:00:00+00,2023/10/28 00:00:00+00,2026/05/10 00:00:00+00,197,24673,164,1,5,6,21,17237,417,1204,1708,4094,22.23,0.1,0.26,0.52,1.72,4.84,RSV,977
2023 W44,2023/10/29 00:00:00+00,2023/11/04 00:00:00+00,2026/05/10 00:00:00+00,412,1724322,42,23,50,85,212,272933,262530,612444,406708,169575,3.49,2.27,4.48,6.98,36.45,9.46,COVID-19,978
2023 W44,2023/10/29 00:00:00+00,2023/11/04 00:00:00+00,2026/05/10 00:00:00+00,36,50190,20,1,7,4,4,14016,4270,9107,8133,14643,2.11,0.62,0.54,0.67,0.99,0.96,Influenza,979
2023 W44,2023/10/29 00:00:00+00,2023/11/04 00:00:00+00,2026/05/10 00:00:00+00,432,25105,406,1,2,9,14,17643,418,1206,1717,4108,30.85,0.31,0.49,0.88,3.61,7,RSV,980
2023 W45,2023/11/05 00:00:00+00,2023/11/11 00:00:00+00,2026/05/10 00:00:00+00,530,1724852,36,11,69,102,312,272969,262541,612513,406810,169887,4.08,2.48,4.15,7.24,34.18,9.23,COVID-19,981
2023 W45,2023/11/05 00:00:00+00,2023/11/11 00:00:00+00,2026/05/10 00:00:00+00,66,50256,22,8,10,15,11,14038,4278,9117,8148,14654,1.98,0.83,0.75,0.67,1.25,1.06,Influenza,982
2023 W45,2023/11/05 00:00:00+00,2023/11/11 00:00:00+00,2026/05/10 00:00:00+00,453,25558,367,4,14,19,49,18010,422,1220,1736,4157,42.08,0.62,0.91,1.21,5.28,9.7,RSV,983
2023 W46,2023/11/12 00:00:00+00,2023/11/18 00:00:00+00,2026/05/10 00:00:00+00,484,1725336,46,14,58,94,272,273015,262555,612571,406904,170159,3.92,1.55,4.19,7.04,35.77,9.28,COVID-19,984
2023 W46,2023/11/12 00:00:00+00,2023/11/18 00:00:00+00,2026/05/10 00:00:00+00,61,50317,18,7,15,7,14,14056,4285,9132,8155,14668,2.04,1.4,1.15,0.95,1.8,1.4,Influenza,985
2023 W46,2023/11/12 00:00:00+00,2023/11/18 00:00:00+00,2026/05/10 00:00:00+00,614,26172,505,7,23,19,60,18515,429,1243,1755,4217,48.97,0.83,1.15,1.8,7.3,11.6,RSV,986
2023 W47,2023/11/19 00:00:00+00,2023/11/25 00:00:00+00,2026/05/10 00:00:00+00,420,1725756,37,5,52,77,249,273052,262560,612623,406981,170408,3.95,1.5,3.91,6.37,33.53,8.7,COVID-19,987
2023 W47,2023/11/19 00:00:00+00,2023/11/25 00:00:00+00,2026/05/10 00:00:00+00,90,50407,22,12,24,15,17,14078,4297,9156,8170,14685,3,1.81,1.64,1.19,3.31,2.07,Influenza,988
2023 W47,2023/11/19 00:00:00+00,2023/11/25 00:00:00+00,2026/05/10 00:00:00+00,725,26897,615,5,12,32,61,19130,434,1255,1787,4278,62.7,1.19,1.71,2.58,9.53,15.03,RSV,989
2023 W48,2023/11/26 00:00:00+00,2023/12/02 00:00:00+00,2026/05/10 00:00:00+00,440,1726196,37,10,57,76,260,273089,262570,612680,407057,170668,3.85,1.45,4.15,6.26,34.39,8.84,COVID-19,990
2023 W48,2023/11/26 00:00:00+00,2023/12/02 00:00:00+00,2026/05/10 00:00:00+00,168,50575,51,16,31,24,46,14129,4313,9187,8194,14731,5.1,3.21,2.58,1.93,5.97,3.5,Influenza,991
2023 W48,2023/11/26 00:00:00+00,2023/12/02 00:00:00+00,2026/05/10 00:00:00+00,983,27880,784,11,38,49,101,19914,445,1293,1836,4379,66.15,1.24,1.97,3.45,11.94,16.37,RSV,992
2023 W49,2023/12/03 00:00:00+00,2023/12/09 00:00:00+00,2026/05/10 00:00:00+00,506,1726702,43,13,68,90,292,273132,262583,612748,407147,170960,4.25,1.81,5.3,7.86,41.48,10.75,COVID-19,993
2023 W49,2023/12/03 00:00:00+00,2023/12/09 00:00:00+00,2026/05/10 00:00:00+00,283,50858,82,34,55,36,76,14211,4347,9242,8230,14807,11.13,5.17,4.94,3.56,12.54,6.98,Influenza,994
2023 W49,2023/12/03 00:00:00+00,2023/12/09 00:00:00+00,2026/05/10 00:00:00+00,821,28701,610,8,34,53,116,20524,453,1327,1889,4495,64.67,1.55,2.72,4.18,14.17,16.84,RSV,995
2023 W50,2023/12/10 00:00:00+00,2023/12/16 00:00:00+00,2026/05/10 00:00:00+00,715,1727417,49,12,101,139,414,273181,262595,612849,407286,171374,6.26,2.64,7.01,9.64,52.34,13.81,COVID-19,996
2023 W50,2023/12/10 00:00:00+00,2023/12/16 00:00:00+00,2026/05/10 00:00:00+00,628,51486,205,50,125,78,170,14416,4397,9367,8308,14977,19.13,9.05,8.3,6.83,21.17,12.09,Influenza,997
2023 W50,2023/12/10 00:00:00+00,2023/12/16 00:00:00+00,2026/05/10 00:00:00+00,798,29499,570,11,44,60,113,21094,464,1371,1949,4608,52.19,1.5,2.77,4.3,16.7,14.81,RSV,998
2023 W51,2023/12/17 00:00:00+00,2023/12/23 00:00:00+00,2026/05/10 00:00:00+00,912,1728329,98,26,130,145,513,273279,262621,612979,407431,171887,6.92,3.1,7.17,10.44,53.8,14.46,COVID-19,999
2023 W51,2023/12/17 00:00:00+00,2023/12/23 00:00:00+00,2026/05/10 00:00:00+00,957,52443,294,91,174,151,247,14710,4488,9541,8459,15224,24.6,10.6,11.06,8.97,29.37,15.9,Influenza,1000
2023 W51,2023/12/17 00:00:00+00,2023/12/23 00:00:00+00,2026/05/10 00:00:00+00,669,30168,405,10,40,54,160,21499,474,1411,2003,4768,38.56,1.4,2.39,3.51,15.72,11.67,RSV,1001
2023 W52,2023/12/24 00:00:00+00,2023/12/30 00:00:00+00,2026/05/10 00:00:00+00,607,1728936,63,22,75,121,326,273342,262643,613054,407552,172213,8.86,4.76,8.98,12.06,64.41,17.56,COVID-19,1002
2025 W01,2024/12/29 00:00:00+00,2025/01/04 00:00:00+00,2026/05/10 00:00:00+00,794,36092,472,7,33,63,219,25120,558,1700,2480,6220,39.74,1.55,2.02,4.07,22.11,12.92,RSV,1003
2025 W02,2025/01/05 00:00:00+00,2025/01/11 00:00:00+00,2026/05/10 00:00:00+00,180,1752520,13,4,27,30,106,275539,263481,616237,411750,185379,1.98,0.62,1.5,2.27,13.74,3.52,COVID-19,1004
2025 W02,2025/01/05 00:00:00+00,2025/01/11 00:00:00+00,2026/05/10 00:00:00+00,3617,82003,612,252,599,747,1407,21924,6705,14813,13654,24884,68.39,31.07,36.53,50.9,159.21,64.24,Influenza,1005
2025 W02,2025/01/05 00:00:00+00,2025/01/11 00:00:00+00,2026/05/10 00:00:00+00,574,36666,261,18,32,67,196,25381,576,1732,2547,6416,31.28,2.43,2.74,5.23,27.69,12.7,RSV,1006
2025 W03,2025/01/12 00:00:00+00,2025/01/18 00:00:00+00,2026/05/10 00:00:00+00,146,1752666,14,5,12,22,93,275553,263486,616249,411772,185472,1.45,0.57,1.12,1.86,11.98,2.94,COVID-19,1007
2025 W03,2025/01/12 00:00:00+00,2025/01/18 00:00:00+00,2026/05/10 00:00:00+00,2516,84519,589,152,421,466,886,22513,6857,15234,14120,25770,52.82,25.64,30.16,36.98,118.55,49.1,Influenza,1008
2025 W03,2025/01/12 00:00:00+00,2025/01/18 00:00:00+00,2026/05/10 00:00:00+00,594,37260,217,22,52,73,230,25598,598,1784,2620,6646,20.12,2.38,2.34,4.95,25.59,10,RSV,1009
2025 W04,2025/01/19 00:00:00+00,2025/01/25 00:00:00+00,2026/05/10 00:00:00+00,128,1752794,17,2,9,20,80,275570,263488,616258,411792,185552,1.58,0.72,0.73,1.29,9.66,2.38,COVID-19,1010
2025 W04,2025/01/19 00:00:00+00,2025/01/25 00:00:00+00,2026/05/10 00:00:00+00,1452,85971,403,92,267,222,468,22916,6949,15501,14342,26238,44.45,17.68,20.6,22.04,68.27,32.48,Influenza,1011
2025 W04,2025/01/19 00:00:00+00,2025/01/25 00:00:00+00,2026/05/10 00:00:00+00,377,37637,133,6,16,52,170,25731,604,1800,2672,6816,15.51,1.6,1.9,4.46,23.01,8.36,RSV,1012
2025 W05,2025/01/26 00:00:00+00,2025/02/01 00:00:00+00,2026/05/10 00:00:00+00,94,1752888,17,7,10,8,52,275587,263495,616268,411800,185604,1.61,0.72,0.63,0.98,7.94,2.03,COVID-19,1013
2025 W05,2025/01/26 00:00:00+00,2025/02/01 00:00:00+00,2026/05/10 00:00:00+00,1050,87021,358,98,191,167,236,23274,7047,15692,14509,26474,37.67,14.17,15.94,13.99,40.1,23.15,Influenza,1014
2025 W05,2025/01/26 00:00:00+00,2025/02/01 00:00:00+00,2026/05/10 00:00:00+00,321,37958,121,3,13,48,136,25852,607,1813,2720,6952,12.38,0.83,1.2,3.38,17.86,6.41,RSV,1015
2025 W06,2025/02/02 00:00:00+00,2025/02/08 00:00:00+00,2026/05/10 00:00:00+00,91,1752979,15,5,8,10,53,275602,263500,616276,411810,185657,1.35,0.78,0.59,0.85,7.39,1.85,COVID-19,1016
2025 W06,2025/02/02 00:00:00+00,2025/02/08 00:00:00+00,2026/05/10 00:00:00+00,1074,88095,383,84,222,154,230,23657,7131,15914,14663,26704,32.86,13.75,13.99,10.98,27.48,18.96,Influenza,1017
2025 W06,2025/02/02 00:00:00+00,2025/02/08 00:00:00+00,2026/05/10 00:00:00+00,292,38250,122,7,22,31,110,25974,614,1835,2751,7062,11.26,0.83,1.12,2.81,15.63,5.69,RSV,1018
2025 W07,2025/02/09 00:00:00+00,2025/02/15 00:00:00+00,2026/05/10 00:00:00+00,101,1753080,9,3,7,15,67,275611,263503,616283,411825,185724,1.22,0.62,0.66,1.16,8.67,2.1,COVID-19,1019
2025 W07,2025/02/09 00:00:00+00,2025/02/15 00:00:00+00,2026/05/10 00:00:00+00,805,88900,257,84,184,105,174,23914,7215,16098,14768,26878,30.99,13.86,14.55,9.54,26.79,18.29,Influenza,1020
2025 W07,2025/02/09 00:00:00+00,2025/02/15 00:00:00+00,2026/05/10 00:00:00+00,266,38516,99,6,13,30,118,26073,620,1848,2781,7180,10.21,0.98,1.2,2.45,14.47,5.26,RSV,1021
2025 W08,2025/02/16 00:00:00+00,2025/02/22 00:00:00+00,2026/05/10 00:00:00+00,132,1753212,13,4,13,20,82,275624,263507,616296,411845,185806,0.89,0.41,0.7,1.24,8.76,2.05,COVID-19,1022
2025 W08,2025/02/16 00:00:00+00,2025/02/22 00:00:00+00,2026/05/10 00:00:00+00,947,89847,301,100,215,111,220,24215,7315,16313,14879,27098,27.17,12.61,12.49,7.94,21.47,15.61,Influenza,1023
2025 W08,2025/02/16 00:00:00+00,2025/02/22 00:00:00+00,2026/05/10 00:00:00+00,254,38770,89,6,16,34,109,26162,626,1864,2815,7289,8.69,0.93,0.91,1.93,12.75,4.49,RSV,1024
2025 W09,2025/02/23 00:00:00+00,2025/03/01 00:00:00+00,2026/05/10 00:00:00+00,84,1753296,5,1,10,13,55,275629,263508,616306,411858,185861,0.82,0.41,0.75,1.26,8.37,2,COVID-19,1025
2025 W09,2025/02/23 00:00:00+00,2025/03/01 00:00:00+00,2026/05/10 00:00:00+00,659,90506,267,60,134,92,106,24482,7375,16447,14971,27204,26.05,12.05,11.81,7.42,19.54,14.7,Influenza,1026
2025 W09,2025/02/23 00:00:00+00,2025/03/01 00:00:00+00,2026/05/10 00:00:00+00,173,38943,76,6,10,11,70,26238,632,1874,2826,7359,7.87,0.67,0.82,1.57,10.39,3.82,RSV,1027
2025 W10,2025/03/02 00:00:00+00,2025/03/08 00:00:00+00,2026/05/10 00:00:00+00,93,1753389,7,3,9,16,58,275636,263511,616315,411874,185919,0.76,0.21,0.73,1.06,7.21,1.73,COVID-19,1028
2025 W10,2025/03/02 00:00:00+00,2025/03/08 00:00:00+00,2026/05/10 00:00:00+00,665,91171,223,73,155,85,129,24705,7448,16602,15056,27333,23.05,10.75,10.17,6.47,14.64,12.52,Influenza,1029
2025 W10,2025/03/02 00:00:00+00,2025/03/08 00:00:00+00,2026/05/10 00:00:00+00,163,39106,74,1,9,16,63,26312,633,1883,2842,7422,6.65,0.47,0.66,1.08,7.94,3.02,RSV,1030
2025 W11,2025/03/09 00:00:00+00,2025/03/15 00:00:00+00,2026/05/10 00:00:00+00,90,1753479,11,0,12,12,55,275647,263511,616327,411886,185974,0.69,0.21,0.68,1.08,7,1.68,COVID-19,1031
2025 W11,2025/03/09 00:00:00+00,2025/03/15 00:00:00+00,2026/05/10 00:00:00+00,610,91781,210,75,145,74,106,24915,7523,16747,15130,27439,21.77,10.75,9.75,5.75,14.68,11.98,Influenza,1032
2025 W11,2025/03/09 00:00:00+00,2025/03/15 00:00:00+00,2026/05/10 00:00:00+00,130,39236,52,2,9,15,52,26364,635,1892,2857,7474,5.66,0.26,0.52,1.08,6.35,2.52,RSV,1033
2025 W12,2025/03/16 00:00:00+00,2025/03/22 00:00:00+00,2026/05/10 00:00:00+00,76,1753555,3,1,8,14,50,275650,263512,616335,411900,186024,0.76,0.21,0.91,1.06,8.12,1.92,COVID-19,1034
2025 W12,2025/03/16 00:00:00+00,2025/03/22 00:00:00+00,2026/05/10 00:00:00+00,575,92356,228,60,116,64,107,25143,7583,16863,15194,27546,19.56,10.96,8.9,5.15,14.34,11.14,Influenza,1035
2025 W12,2025/03/16 00:00:00+00,2025/03/22 00:00:00+00,2026/05/10 00:00:00+00,96,39332,46,2,4,11,33,26410,637,1896,2868,7507,4.84,0.26,0.4,1.03,5.24,2.14,RSV,1036
