week,floor,ceiling,extract_date,weekly_cases,total_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,Total_0_14,Total_15_24,Total_25_44,Total_45_64,Total_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total,disease,ObjectId
2018 W13,2018/03/25 00:00:00+00,2018/03/31 00:00:00+00,2026/05/10 00:00:00+00,285,11000,92,13,51,40,89,2416,591,1782,2039,4164,6.92,2.27,3.47,4.43,12.88,5.66,Influenza,1
2018 W13,2018/03/25 00:00:00+00,2018/03/31 00:00:00+00,2026/05/10 00:00:00+00,24,3006,18,0,0,0,6,2245,19,85,179,476,1.19,0,0.02,0.08,0.69,0.36,RSV,2
2018 W14,2018/04/01 00:00:00+00,2018/04/07 00:00:00+00,2026/05/10 00:00:00+00,276,11276,49,14,37,58,117,2465,605,1819,2097,4281,5.8,1.91,2.81,3.79,12.54,5,Influenza,3
2018 W14,2018/04/01 00:00:00+00,2018/04/07 00:00:00+00,2026/05/10 00:00:00+00,12,3018,10,0,0,0,2,2255,19,85,179,478,1.35,0.05,0,0,0.82,0.39,RSV,4
2018 W15,2018/04/08 00:00:00+00,2018/04/14 00:00:00+00,2026/05/10 00:00:00+00,212,11488,35,10,32,49,86,2500,615,1851,2146,4367,3.62,1.4,2.13,3.53,11.98,4.18,Influenza,5
2018 W15,2018/04/08 00:00:00+00,2018/04/14 00:00:00+00,2026/05/10 00:00:00+00,25,3043,13,1,0,0,11,2268,20,85,179,489,1.09,0.1,0,0.03,0.69,0.34,RSV,6
2018 W16,2018/04/15 00:00:00+00,2018/04/21 00:00:00+00,2026/05/10 00:00:00+00,157,11645,26,3,22,30,76,2526,618,1873,2176,4443,2.21,0.83,1.64,2.32,7.6,2.72,Influenza,7
2018 W16,2018/04/15 00:00:00+00,2018/04/21 00:00:00+00,2026/05/10 00:00:00+00,15,3058,10,1,0,1,3,2278,21,85,180,492,0.82,0.1,0,0.03,0.64,0.28,RSV,8
2018 W17,2018/04/22 00:00:00+00,2018/04/28 00:00:00+00,2026/05/10 00:00:00+00,51,11696,6,3,16,11,15,2532,621,1889,2187,4458,1.51,0.47,1.01,1.42,4.77,1.71,Influenza,9
2018 W17,2018/04/22 00:00:00+00,2018/04/28 00:00:00+00,2026/05/10 00:00:00+00,3,3061,2,0,0,0,1,2280,21,85,180,493,0.66,0.1,0,0.03,0.17,0.17,RSV,10
2018 W18,2018/04/29 00:00:00+00,2018/05/05 00:00:00+00,2026/05/10 00:00:00+00,56,11752,14,3,5,14,20,2546,624,1894,2201,4478,0.95,0.47,0.7,0.67,1.63,0.85,Influenza,11
2018 W18,2018/04/29 00:00:00+00,2018/05/05 00:00:00+00,2026/05/10 00:00:00+00,9,3070,8,1,0,0,0,2288,22,85,180,493,0.56,0.05,0.02,0,0.04,0.13,RSV,12
2018 W19,2018/05/06 00:00:00+00,2018/05/12 00:00:00+00,2026/05/10 00:00:00+00,25,11777,9,3,9,1,3,2555,627,1903,2202,4481,1.32,0.41,0.35,0.62,1.55,0.8,Influenza,13
2018 W19,2018/05/06 00:00:00+00,2018/05/12 00:00:00+00,2026/05/10 00:00:00+00,8,3078,7,0,1,0,0,2295,22,86,180,493,0.72,0.05,0.02,0,0.04,0.16,RSV,14
2018 W20,2018/05/13 00:00:00+00,2018/05/19 00:00:00+00,2026/05/10 00:00:00+00,42,11819,17,2,1,9,13,2572,629,1904,2211,4494,1.02,0.31,0.26,0.26,0.77,0.49,Influenza,15
2018 W20,2018/05/13 00:00:00+00,2018/05/19 00:00:00+00,2026/05/10 00:00:00+00,8,3086,7,0,0,0,1,2302,22,86,180,494,0.63,0,0.02,0,0.04,0.14,RSV,16
2018 W21,2018/05/20 00:00:00+00,2018/05/26 00:00:00+00,2026/05/10 00:00:00+00,9,11828,5,1,1,0,2,2577,630,1905,2211,4496,0.86,0.16,0.07,0.28,0.77,0.39,Influenza,17
2018 W21,2018/05/20 00:00:00+00,2018/05/26 00:00:00+00,2026/05/10 00:00:00+00,5,3091,5,0,0,0,0,2307,22,86,180,494,0.56,0,0,0.03,0.04,0.12,RSV,18
2018 W22,2018/05/27 00:00:00+00,2018/06/02 00:00:00+00,2026/05/10 00:00:00+00,10,11838,4,0,1,2,3,2581,630,1906,2213,4499,0.3,0.05,0.05,0.05,0.3,0.14,Influenza,19
2018 W22,2018/05/27 00:00:00+00,2018/06/02 00:00:00+00,2026/05/10 00:00:00+00,6,3097,5,0,0,1,0,2312,22,86,181,494,0.4,0,0,0.03,0.09,0.1,RSV,20
2018 W23,2018/06/03 00:00:00+00,2018/06/09 00:00:00+00,2026/05/10 00:00:00+00,2,11840,0,0,0,0,2,2581,630,1906,2213,4501,0.13,0,0.05,0.05,0.3,0.1,Influenza,21
2018 W23,2018/06/03 00:00:00+00,2018/06/09 00:00:00+00,2026/05/10 00:00:00+00,4,3101,2,0,0,0,2,2314,22,86,181,496,0.33,0,0,0.03,0.09,0.08,RSV,22
2018 W24,2018/06/10 00:00:00+00,2018/06/16 00:00:00+00,2026/05/10 00:00:00+00,3,11843,0,0,1,0,2,2581,630,1907,2213,4503,0,0,0.02,0,0.17,0.03,Influenza,23
2018 W24,2018/06/10 00:00:00+00,2018/06/16 00:00:00+00,2026/05/10 00:00:00+00,3,3104,3,0,0,0,0,2317,22,86,181,496,0.3,0,0,0,0.09,0.07,RSV,24
2018 W25,2018/06/17 00:00:00+00,2018/06/23 00:00:00+00,2026/05/10 00:00:00+00,0,11843,0,0,0,0,0,2581,630,1907,2213,4503,0,0,0.02,0.03,0.09,0.03,Influenza,25
2018 W25,2018/06/17 00:00:00+00,2018/06/23 00:00:00+00,2026/05/10 00:00:00+00,4,3108,4,0,0,0,0,2321,22,86,181,496,0.26,0,0,0,0,0.05,RSV,26
2018 W26,2018/06/24 00:00:00+00,2018/06/30 00:00:00+00,2026/05/10 00:00:00+00,1,11844,0,0,0,1,0,2581,630,1907,2214,4503,0,0,0.02,0.03,0.04,0.02,Influenza,27
2018 W26,2018/06/24 00:00:00+00,2018/06/30 00:00:00+00,2026/05/10 00:00:00+00,1,3109,1,0,0,0,0,2322,22,86,181,496,0.2,0,0,0,0,0.04,RSV,28
2018 W27,2018/07/01 00:00:00+00,2018/07/07 00:00:00+00,2026/05/10 00:00:00+00,2,11846,0,0,1,0,1,2581,630,1908,2214,4504,0,0,0.02,0.03,0.09,0.03,Influenza,29
2018 W27,2018/07/01 00:00:00+00,2018/07/07 00:00:00+00,2026/05/10 00:00:00+00,1,3110,1,0,0,0,0,2323,22,86,181,496,0.16,0,0,0,0,0.03,RSV,30
2018 W28,2018/07/08 00:00:00+00,2018/07/14 00:00:00+00,2026/05/10 00:00:00+00,1,11847,0,0,0,0,1,2581,630,1908,2214,4505,0,0,0.02,0,0.13,0.03,Influenza,31
2018 W28,2018/07/08 00:00:00+00,2018/07/14 00:00:00+00,2026/05/10 00:00:00+00,3,3113,3,0,0,0,0,2326,22,86,181,496,0.16,0,0,0,0,0.03,RSV,32
2018 W29,2018/07/15 00:00:00+00,2018/07/21 00:00:00+00,2026/05/10 00:00:00+00,1,11848,0,0,0,0,1,2581,630,1908,2214,4506,0,0,0.02,0,0.13,0.03,Influenza,33
2018 W29,2018/07/15 00:00:00+00,2018/07/21 00:00:00+00,2026/05/10 00:00:00+00,1,3114,1,0,0,0,0,2327,22,86,181,496,0.13,0,0,0,0,0.03,RSV,34
2018 W38,2018/09/16 00:00:00+00,2018/09/22 00:00:00+00,2026/05/10 00:00:00+00,1,11865,0,0,1,0,0,2585,630,1912,2220,4509,0,0,0.02,0.03,0,0.01,Influenza,35
2018 W30,2018/07/22 00:00:00+00,2018/07/28 00:00:00+00,2026/05/10 00:00:00+00,2,11850,0,0,1,0,1,2581,630,1909,2214,4507,0,0,0.02,0,0.09,0.02,Influenza,36
2018 W30,2018/07/22 00:00:00+00,2018/07/28 00:00:00+00,2026/05/10 00:00:00+00,0,3114,0,0,0,0,0,2327,22,86,181,496,0.03,0,0,0,0,0.01,RSV,37
2018 W31,2018/07/29 00:00:00+00,2018/08/04 00:00:00+00,2026/05/10 00:00:00+00,0,11850,0,0,0,0,0,2581,630,1909,2214,4507,0,0,0.02,0,0.09,0.02,Influenza,38
2018 W31,2018/07/29 00:00:00+00,2018/08/04 00:00:00+00,2026/05/10 00:00:00+00,0,3114,0,0,0,0,0,2327,22,86,181,496,0.13,0,0,0,0,0.03,RSV,39
2018 W32,2018/08/05 00:00:00+00,2018/08/11 00:00:00+00,2026/05/10 00:00:00+00,1,11851,0,0,0,0,1,2581,630,1909,2214,4508,0.03,0,0,0.03,0.04,0.02,Influenza,40
2017 W40,2017/10/01 00:00:00+00,2017/10/07 00:00:00+00,2026/05/10 00:00:00+00,5,5,1,1,1,2,0,1,1,1,2,0,,,,,,,Influenza,41
2018 W38,2018/09/16 00:00:00+00,2018/09/22 00:00:00+00,2026/05/10 00:00:00+00,5,3136,5,0,0,0,0,2348,22,87,181,496,0.33,0,0,0,0,0.06,RSV,42
2018 W32,2018/08/05 00:00:00+00,2018/08/11 00:00:00+00,2026/05/10 00:00:00+00,4,3118,4,0,0,0,0,2331,22,86,181,496,0.23,0,0.02,0,0,0.05,RSV,43
2018 W39,2018/09/23 00:00:00+00,2018/09/29 00:00:00+00,2026/05/10 00:00:00+00,0,11865,0,0,0,0,0,2585,630,1912,2220,4509,0.03,0,0.02,0,0,0.01,Influenza,44
2018 W33,2018/08/12 00:00:00+00,2018/08/18 00:00:00+00,2026/05/10 00:00:00+00,2,11853,1,0,0,1,0,2582,630,1909,2215,4508,0.1,0,0.05,0.05,0.04,0.05,Influenza,45
2018 W39,2018/09/23 00:00:00+00,2018/09/29 00:00:00+00,2026/05/10 00:00:00+00,2,3138,2,0,0,0,0,2350,22,87,181,496,0.43,0,0,0,0,0.08,RSV,46
2017 W40,2017/10/01 00:00:00+00,2017/10/07 00:00:00+00,2026/05/10 00:00:00+00,8,8,8,0,0,0,0,8,0,0,0,0,,,,,,,RSV,47
2018 W33,2018/08/12 00:00:00+00,2018/08/18 00:00:00+00,2026/05/10 00:00:00+00,4,3122,3,0,1,0,0,2334,22,87,181,496,0.3,0,0.02,0,0,0.06,RSV,48
2018 W40,2018/09/30 00:00:00+00,2018/10/06 00:00:00+00,2026/05/10 00:00:00+00,1,11866,1,0,0,0,0,2586,630,1912,2220,4509,0.03,0,0,0,0.09,0.02,Influenza,49
2017 W41,2017/10/08 00:00:00+00,2017/10/14 00:00:00+00,2026/05/10 00:00:00+00,11,16,2,0,2,3,3,3,1,3,5,3,0.1,0.05,0.19,0.18,0.17,0.16,Influenza,50
2018 W34,2018/08/19 00:00:00+00,2018/08/25 00:00:00+00,2026/05/10 00:00:00+00,5,11858,2,0,2,1,0,2584,630,1911,2216,4508,0.13,0,0.05,0.13,0.04,0.08,Influenza,51
2018 W40,2018/09/30 00:00:00+00,2018/10/06 00:00:00+00,2026/05/10 00:00:00+00,6,3144,6,0,0,0,0,2356,22,87,181,496,0.86,0,0,0,0.09,0.18,RSV,52
2017 W41,2017/10/08 00:00:00+00,2017/10/14 00:00:00+00,2026/05/10 00:00:00+00,16,24,16,0,0,0,0,24,0,0,0,0,1.48,0,0,0,0.04,0.3,RSV,53
2018 W34,2018/08/19 00:00:00+00,2018/08/25 00:00:00+00,2026/05/10 00:00:00+00,2,3124,2,0,0,0,0,2336,22,87,181,496,0.23,0,0.02,0,0,0.05,RSV,54
2018 W41,2018/10/07 00:00:00+00,2018/10/13 00:00:00+00,2026/05/10 00:00:00+00,2,11868,0,0,0,0,2,2586,630,1912,2220,4511,0.03,0,0.09,0,0.17,0.06,Influenza,55
2017 W42,2017/10/15 00:00:00+00,2017/10/21 00:00:00+00,2026/05/10 00:00:00+00,8,24,0,0,5,2,1,3,1,8,7,4,0.13,0.05,0.26,0.23,0.26,0.21,Influenza,56
2018 W35,2018/08/26 00:00:00+00,2018/09/01 00:00:00+00,2026/05/10 00:00:00+00,5,11863,1,0,0,3,1,2585,630,1911,2219,4509,0.1,0,0.05,0.1,0.04,0.06,Influenza,57
2018 W41,2018/10/07 00:00:00+00,2018/10/13 00:00:00+00,2026/05/10 00:00:00+00,20,3164,18,0,0,0,2,2374,22,87,181,498,1.38,0,0,0,0.09,0.28,RSV,58
2017 W42,2017/10/15 00:00:00+00,2017/10/21 00:00:00+00,2026/05/10 00:00:00+00,22,46,21,0,0,0,1,45,0,0,0,1,2.63,0,0,0.03,0.13,0.54,RSV,59
2018 W35,2018/08/26 00:00:00+00,2018/09/01 00:00:00+00,2026/05/10 00:00:00+00,2,3126,2,0,0,0,0,2338,22,87,181,496,0.2,0,0,0,0,0.04,RSV,60
2018 W42,2018/10/14 00:00:00+00,2018/10/20 00:00:00+00,2026/05/10 00:00:00+00,6,11874,0,0,4,0,2,2586,630,1916,2220,4513,0.03,0.05,0.16,0,0.17,0.08,Influenza,61
2018 W42,2018/10/14 00:00:00+00,2018/10/20 00:00:00+00,2026/05/10 00:00:00+00,18,3182,18,0,0,0,0,2392,22,87,181,498,2.34,0,0.07,0,0.17,0.5,RSV,62
2018 W43,2018/10/21 00:00:00+00,2018/10/27 00:00:00+00,2026/05/10 00:00:00+00,5,11879,1,1,3,0,0,2587,631,1919,2220,4513,0.07,0.05,0.19,0,0.09,0.08,Influenza,63
2017 W43,2017/10/22 00:00:00+00,2017/10/28 00:00:00+00,2026/05/10 00:00:00+00,13,37,2,1,4,4,2,5,2,12,11,6,0.07,0.1,0.21,0.21,0.13,0.16,Influenza,64
2018 W43,2018/10/21 00:00:00+00,2018/10/27 00:00:00+00,2026/05/10 00:00:00+00,40,3222,35,0,3,0,2,2427,22,90,181,500,2.73,0,0.07,0.03,0.17,0.59,RSV,65
2018 W36,2018/09/02 00:00:00+00,2018/09/08 00:00:00+00,2026/05/10 00:00:00+00,0,11863,0,0,0,0,0,2585,630,1911,2219,4509,0.03,0,0,0.1,0.04,0.04,Influenza,66
2018 W36,2018/09/02 00:00:00+00,2018/09/08 00:00:00+00,2026/05/10 00:00:00+00,2,3128,2,0,0,0,0,2340,22,87,181,496,0.23,0,0,0,0,0.05,RSV,67
2018 W37,2018/09/09 00:00:00+00,2018/09/15 00:00:00+00,2026/05/10 00:00:00+00,1,11864,0,0,0,1,0,2585,630,1911,2220,4509,0,0,0.02,0.03,0,0.01,Influenza,68
2018 W44,2018/10/28 00:00:00+00,2018/11/03 00:00:00+00,2026/05/10 00:00:00+00,2,11881,1,0,1,0,0,2588,631,1920,2220,4513,0.16,0.05,0.12,0.03,0.21,0.11,Influenza,69
2018 W37,2018/09/09 00:00:00+00,2018/09/15 00:00:00+00,2026/05/10 00:00:00+00,3,3131,3,0,0,0,0,2343,22,87,181,496,0.33,0,0,0,0,0.06,RSV,70
2018 W44,2018/10/28 00:00:00+00,2018/11/03 00:00:00+00,2026/05/10 00:00:00+00,33,3255,30,0,0,1,2,2457,22,90,182,502,4.54,0,0.07,0.13,0.34,1,RSV,71
2018 W45,2018/11/04 00:00:00+00,2018/11/10 00:00:00+00,2026/05/10 00:00:00+00,10,11891,3,0,1,1,5,2591,631,1921,2221,4518,0.33,0.16,0.14,0.1,0.64,0.25,Influenza,72
2018 W45,2018/11/04 00:00:00+00,2018/11/10 00:00:00+00,2026/05/10 00:00:00+00,81,3336,73,0,0,4,4,2530,22,90,186,506,6.75,0,0.05,0.15,0.6,1.47,RSV,73
2018 W46,2018/11/11 00:00:00+00,2018/11/17 00:00:00+00,2026/05/10 00:00:00+00,26,11917,6,3,4,3,10,2597,634,1925,2224,4528,0.49,0.21,0.14,0.21,0.69,0.32,Influenza,74
2018 W46,2018/11/11 00:00:00+00,2018/11/17 00:00:00+00,2026/05/10 00:00:00+00,113,3449,102,0,2,1,8,2632,22,92,187,514,10.8,0,0.19,0.23,0.94,2.38,RSV,75
2018 W47,2018/11/18 00:00:00+00,2018/11/24 00:00:00+00,2026/05/10 00:00:00+00,13,11930,6,1,1,4,1,2603,635,1926,2228,4529,0.56,0.31,0.14,0.21,0.52,0.32,Influenza,76
2018 W47,2018/11/18 00:00:00+00,2018/11/24 00:00:00+00,2026/05/10 00:00:00+00,173,3622,153,0,6,4,10,2785,22,98,191,524,15.34,0.05,0.4,0.31,1.33,3.41,RSV,77
2018 W48,2018/11/25 00:00:00+00,2018/12/01 00:00:00+00,2026/05/10 00:00:00+00,10,11940,5,2,1,1,1,2608,637,1927,2229,4530,0.86,0.16,0.14,0.23,0.21,0.32,Influenza,78
2018 W48,2018/11/25 00:00:00+00,2018/12/01 00:00:00+00,2026/05/10 00:00:00+00,241,3863,211,1,9,7,13,2996,23,107,198,537,20.58,0.21,0.47,0.62,1.46,4.58,RSV,79
2018 W49,2018/12/02 00:00:00+00,2018/12/08 00:00:00+00,2026/05/10 00:00:00+00,26,11966,15,0,4,4,3,2623,637,1931,2233,4533,1.51,0.31,0.33,0.36,0.26,0.56,Influenza,80
2018 W49,2018/12/02 00:00:00+00,2018/12/08 00:00:00+00,2026/05/10 00:00:00+00,293,4156,261,3,5,13,11,3257,26,112,211,548,27.07,0.31,0.42,0.88,2.19,6.03,RSV,81
2017 W43,2017/10/22 00:00:00+00,2017/10/28 00:00:00+00,2026/05/10 00:00:00+00,46,92,43,0,0,1,2,88,0,0,1,3,3.03,0,0,0.05,0.26,0.65,RSV,82
2018 W50,2018/12/09 00:00:00+00,2018/12/15 00:00:00+00,2026/05/10 00:00:00+00,50,12016,26,4,9,9,2,2649,641,1940,2242,4535,2.04,0.31,0.61,0.64,0.56,0.85,Influenza,83
2019 W11,2019/03/10 00:00:00+00,2019/03/16 00:00:00+00,2026/05/10 00:00:00+00,178,18772,57,14,34,31,42,5374,1038,3134,3438,5778,8.1,2.48,2.98,2.4,5.88,4.21,Influenza,84
2020 W26,2020/06/21 00:00:00+00,2020/06/27 00:00:00+00,2026/05/10 00:00:00+00,61,25387,2,8,27,14,10,498,1890,8734,7801,6450,0.56,1.45,2.32,1.6,1.85,1.61,COVID-19,85
2020 W42,2020/10/11 00:00:00+00,2020/10/17 00:00:00+00,2026/05/10 00:00:00+00,1,11208,1,0,0,0,0,8444,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,86
2017 W44,2017/10/29 00:00:00+00,2017/11/04 00:00:00+00,2026/05/10 00:00:00+00,3,40,0,1,0,2,0,5,3,12,13,6,0.07,0.1,0.14,0.18,0.17,0.14,Influenza,87
2018 W50,2018/12/09 00:00:00+00,2018/12/15 00:00:00+00,2026/05/10 00:00:00+00,397,4553,350,2,4,14,27,3607,28,116,225,575,29.83,0.52,0.49,1.16,3.18,6.84,RSV,88
2019 W11,2019/03/10 00:00:00+00,2019/03/16 00:00:00+00,2026/05/10 00:00:00+00,22,6664,13,0,4,2,3,5018,48,216,396,984,1.32,0,0.14,0.08,0.64,0.41,RSV,89
2020 W26,2020/06/21 00:00:00+00,2020/06/27 00:00:00+00,2026/05/10 00:00:00+00,12,31145,7,0,3,2,0,9797,2029,4969,4972,9360,0.23,0,0.07,0.05,0,0.08,Influenza,90
2020 W43,2020/10/18 00:00:00+00,2020/10/24 00:00:00+00,2026/05/10 00:00:00+00,7069,56920,1005,1691,1998,1704,669,4098,9743,18794,15076,9186,85.02,243.55,133.18,118.01,75.23,125.01,COVID-19,91
2017 W44,2017/10/29 00:00:00+00,2017/11/04 00:00:00+00,2026/05/10 00:00:00+00,32,124,28,0,0,1,3,116,0,0,2,6,3.82,0,0,0.08,0.21,0.8,RSV,92
2019 W36,2019/09/01 00:00:00+00,2019/09/07 00:00:00+00,2026/05/10 00:00:00+00,3,19994,0,0,0,0,3,5750,1125,3330,3616,6163,0.07,0.1,0,0.03,0.34,0.08,Influenza,93
2020 W09,2020/02/23 00:00:00+00,2020/02/29 00:00:00+00,2026/05/10 00:00:00+00,304,29525,120,37,69,31,46,9080,1876,4674,4809,9070,13.43,5.53,3.89,2.11,5.62,5.79,Influenza,94
2018 W51,2018/12/16 00:00:00+00,2018/12/22 00:00:00+00,2026/05/10 00:00:00+00,56,12072,21,2,13,12,8,2670,643,1953,2254,4543,2.37,0.36,0.84,1.16,0.64,1.13,Influenza,95
2019 W12,2019/03/17 00:00:00+00,2019/03/23 00:00:00+00,2026/05/10 00:00:00+00,192,18964,68,12,47,26,39,5442,1050,3181,3464,5817,6.98,2.17,2.41,2.09,6.18,3.77,Influenza,96
2020 W26,2020/06/21 00:00:00+00,2020/06/27 00:00:00+00,2026/05/10 00:00:00+00,1,11204,0,0,0,0,1,8441,119,379,679,1581,0.03,0,0,0,0.04,0.01,RSV,97
2020 W43,2020/10/18 00:00:00+00,2020/10/24 00:00:00+00,2026/05/10 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,98
2017 W45,2017/11/05 00:00:00+00,2017/11/11 00:00:00+00,2026/05/10 00:00:00+00,5,45,0,0,2,1,2,5,3,14,14,8,0.07,0.1,0.09,0.13,0.34,0.14,Influenza,99
2019 W36,2019/09/01 00:00:00+00,2019/09/07 00:00:00+00,2026/05/10 00:00:00+00,9,6827,8,0,1,0,0,5143,49,221,406,1006,0.89,0,0.02,0,0,0.18,RSV,100
2020 W09,2020/02/23 00:00:00+00,2020/02/29 00:00:00+00,2026/05/10 00:00:00+00,32,11024,19,2,3,1,6,8343,111,369,656,1540,3.52,0.31,0.23,0.34,0.73,1,RSV,101
2018 W51,2018/12/16 00:00:00+00,2018/12/22 00:00:00+00,2026/05/10 00:00:00+00,366,4919,295,5,12,18,36,3902,33,128,243,611,26.57,0.41,0.52,1.19,3.18,6.2,RSV,102
2019 W12,2019/03/17 00:00:00+00,2019/03/23 00:00:00+00,2026/05/10 00:00:00+00,10,6674,8,0,1,1,0,5026,48,217,397,984,1.15,0,0.14,0.15,0.13,0.32,RSV,103
2019 W13,2019/03/24 00:00:00+00,2019/03/30 00:00:00+00,2026/05/10 00:00:00+00,212,19176,87,16,22,24,63,5529,1066,3203,3488,5880,6.29,1.86,2.09,1.73,5.93,3.37,Influenza,104
2019 W13,2019/03/24 00:00:00+00,2019/03/30 00:00:00+00,2026/05/10 00:00:00+00,18,6692,14,0,1,3,0,5040,48,218,400,984,1.02,0.05,0.05,0.15,0.13,0.28,RSV,105
2019 W14,2019/03/31 00:00:00+00,2019/04/06 00:00:00+00,2026/05/10 00:00:00+00,117,19293,36,8,20,17,36,5565,1074,3223,3505,5916,5.86,1.81,1.36,1.93,6.96,3.29,Influenza,106
2019 W14,2019/03/31 00:00:00+00,2019/04/06 00:00:00+00,2026/05/10 00:00:00+00,15,6707,9,1,0,2,3,5049,49,218,402,987,0.86,0.05,0.05,0.13,0.17,0.25,RSV,107
2019 W15,2019/04/07 00:00:00+00,2019/04/13 00:00:00+00,2026/05/10 00:00:00+00,179,19472,55,11,16,34,63,5620,1085,3239,3539,5979,3.85,1.24,1.38,1.55,5.84,2.56,Influenza,108
2019 W15,2019/04/07 00:00:00+00,2019/04/13 00:00:00+00,2026/05/10 00:00:00+00,5,6712,3,0,1,0,1,5052,49,219,402,988,0.69,0.05,0.02,0.08,0.3,0.21,RSV,109
2019 W16,2019/04/14 00:00:00+00,2019/04/20 00:00:00+00,2026/05/10 00:00:00+00,100,19572,26,5,23,9,37,5646,1090,3262,3548,6016,3.49,0.93,1.2,1.57,5.58,2.37,Influenza,110
2019 W16,2019/04/14 00:00:00+00,2019/04/20 00:00:00+00,2026/05/10 00:00:00+00,13,6725,9,0,0,1,3,5061,49,219,403,991,0.56,0,0.02,0.03,0.26,0.16,RSV,111
2019 W17,2019/04/21 00:00:00+00,2019/04/27 00:00:00+00,2026/05/10 00:00:00+00,87,19659,25,2,12,18,30,5671,1092,3274,3566,6046,2.21,0.57,1.03,1.01,3.82,1.62,Influenza,112
2019 W17,2019/04/21 00:00:00+00,2019/04/27 00:00:00+00,2026/05/10 00:00:00+00,7,6732,5,0,0,0,2,5066,49,219,403,993,0.82,0,0,0.03,0.26,0.21,RSV,113
2019 W18,2019/04/28 00:00:00+00,2019/05/04 00:00:00+00,2026/05/10 00:00:00+00,63,19722,16,4,9,12,22,5687,1096,3283,3578,6068,1.55,0.47,0.66,0.93,2.79,1.2,Influenza,114
2019 W18,2019/04/28 00:00:00+00,2019/05/04 00:00:00+00,2026/05/10 00:00:00+00,12,6744,11,0,0,0,1,5077,49,219,403,994,0.72,0,0,0,0.13,0.16,RSV,115
2019 W19,2019/05/05 00:00:00+00,2019/05/11 00:00:00+00,2026/05/10 00:00:00+00,35,19757,6,3,7,6,13,5693,1099,3290,3584,6081,1.02,0.52,0.47,0.7,2.45,0.94,Influenza,116
2019 W19,2019/05/05 00:00:00+00,2019/05/11 00:00:00+00,2026/05/10 00:00:00+00,6,6750,6,0,0,0,0,5083,49,219,403,994,0.72,0,0,0,0.09,0.16,RSV,117
2019 W20,2019/05/12 00:00:00+00,2019/05/18 00:00:00+00,2026/05/10 00:00:00+00,47,19804,9,3,4,9,22,5702,1102,3294,3593,6103,0.82,0.62,0.7,0.52,2.19,0.89,Influenza,118
2019 W20,2019/05/12 00:00:00+00,2019/05/18 00:00:00+00,2026/05/10 00:00:00+00,6,6756,5,0,0,0,1,5088,49,219,403,995,0.53,0,0.02,0,0.04,0.12,RSV,119
2019 W21,2019/05/19 00:00:00+00,2019/05/25 00:00:00+00,2026/05/10 00:00:00+00,56,19860,10,6,19,5,16,5712,1108,3313,3598,6119,0.69,0.57,0.59,0.44,2.45,0.85,Influenza,120
2019 W21,2019/05/19 00:00:00+00,2019/05/25 00:00:00+00,2026/05/10 00:00:00+00,6,6762,5,0,1,0,0,5093,49,220,403,995,0.43,0,0.02,0,0.09,0.1,RSV,121
2019 W22,2019/05/26 00:00:00+00,2019/06/01 00:00:00+00,2026/05/10 00:00:00+00,28,19888,2,2,2,3,19,5714,1110,3315,3601,6138,0.49,0.47,0.56,0.26,1.76,0.64,Influenza,122
2019 W22,2019/05/26 00:00:00+00,2019/06/01 00:00:00+00,2026/05/10 00:00:00+00,4,6766,3,0,0,0,1,5096,49,220,403,996,0.26,0,0.02,0,0.09,0.07,RSV,123
2019 W23,2019/06/02 00:00:00+00,2019/06/08 00:00:00+00,2026/05/10 00:00:00+00,15,19903,3,1,3,2,6,5717,1111,3318,3603,6144,0.23,0.16,0.16,0.15,1.12,0.32,Influenza,124
2019 W23,2019/06/02 00:00:00+00,2019/06/08 00:00:00+00,2026/05/10 00:00:00+00,1,6767,0,0,0,0,1,5096,49,220,403,997,0.16,0,0,0,0.09,0.05,RSV,125
2019 W24,2019/06/09 00:00:00+00,2019/06/15 00:00:00+00,2026/05/10 00:00:00+00,6,19909,2,0,2,1,1,5719,1111,3320,3604,6145,0.3,0.05,0.12,0.13,0.47,0.2,Influenza,126
2019 W24,2019/06/09 00:00:00+00,2019/06/15 00:00:00+00,2026/05/10 00:00:00+00,2,6769,2,0,0,0,0,5098,49,220,403,997,0.2,0,0,0,0.09,0.05,RSV,127
2019 W25,2019/06/16 00:00:00+00,2019/06/22 00:00:00+00,2026/05/10 00:00:00+00,10,19919,4,0,0,2,4,5723,1111,3320,3606,6149,0.3,0.1,0.09,0.08,0.34,0.17,Influenza,128
2019 W25,2019/06/16 00:00:00+00,2019/06/22 00:00:00+00,2026/05/10 00:00:00+00,5,6774,4,0,0,0,1,5102,49,220,403,998,0.26,0,0,0.03,0.04,0.06,RSV,129
2019 W26,2019/06/23 00:00:00+00,2019/06/29 00:00:00+00,2026/05/10 00:00:00+00,10,19929,3,2,2,0,3,5726,1113,3322,3606,6152,0.43,0.1,0.07,0.05,0.3,0.17,Influenza,130
