"time","Region","fitted"
20,"HSE Mid West",8.79881956515002
20,"HSE South West",4.99235096090203
20,"HSE West and North West",7.77681560456417
21,"HSE Dublin and Midlands",5.84168895887486
21,"HSE Dublin and North East",2.31723166823625
21,"HSE Dublin and South East",3.57407942896392
21,"HSE Mid West",8.01493064348631
21,"HSE South West",5.21138697139978
21,"HSE West and North West",7.7950816858825
22,"HSE Dublin and Midlands",4.35015122785963
22,"HSE Dublin and North East",2.09399417061127
22,"HSE Dublin and South East",2.73390883797467
22,"HSE Mid West",7.89230112354314
22,"HSE South West",5.0319740078167
22,"HSE West and North West",7.14698973761919
23,"HSE Dublin and Midlands",4.20271192636375
23,"HSE Dublin and North East",2.30337880146744
23,"HSE Dublin and South East",2.96529181431504
23,"HSE Mid West",8.68927622337149
23,"HSE South West",4.52271575988062
23,"HSE West and North West",6.78572413470476
24,"HSE Dublin and Midlands",3.91060744173381
24,"HSE Dublin and North East",1.70709141434988
24,"HSE Dublin and South East",2.16490457316434
24,"HSE Mid West",8.096430192089
24,"HSE South West",3.58545923479701
24,"HSE West and North West",6.03183203673996
25,"HSE Dublin and Midlands",3.333845010499
25,"HSE Dublin and North East",1.02873231606169
25,"HSE Dublin and South East",2.25738053078507
25,"HSE Mid West",8.17922274085259
25,"HSE South West",2.9479403599434
25,"HSE West and North West",6.55512806439613
26,"HSE Dublin and Midlands",3.99365420965042
26,"HSE Dublin and North East",0.977675054871064
26,"HSE Dublin and South East",2.57251852967566
26,"HSE Mid West",7.91905007907415
26,"HSE South West",3.7394403887601
26,"HSE West and North West",6.72318948053271
27,"HSE Dublin and Midlands",4.0366574334831
27,"HSE Dublin and North East",1.22318395948001
27,"HSE Dublin and South East",2.24358519348367
27,"HSE Mid West",8.22662815847789
27,"HSE South West",3.67172912041737
27,"HSE West and North West",7.16420338375098
28,"HSE Dublin and Midlands",4.3226329331807
28,"HSE Dublin and North East",0.938079893386789
28,"HSE Dublin and South East",2.14907316111497
28,"HSE Mid West",8.98014703835308
28,"HSE South West",3.06316440836522
28,"HSE West and North West",5.97242129158911
29,"HSE Dublin and Midlands",4.26357567551334
29,"HSE Dublin and North East",0.850496079618056
29,"HSE Dublin and South East",2.56640657766415
29,"HSE Mid West",8.57691222394397
29,"HSE South West",2.73972681112678
29,"HSE West and North West",5.11319066973543
30,"HSE Dublin and Midlands",3.98487539106207
30,"HSE Dublin and North East",1.15429846058644
30,"HSE Dublin and South East",2.35131588062517
30,"HSE Mid West",8.348923630204
30,"HSE South West",3.54248244778027
30,"HSE West and North West",5.97562584114933
31,"HSE Dublin and Midlands",2.72134701093395
31,"HSE Dublin and North East",1.23488710814313
31,"HSE Dublin and South East",2.31858098930908
31,"HSE Mid West",8.26955931721623
31,"HSE South West",3.71335056398211
31,"HSE West and North West",5.95954064948365
32,"HSE Dublin and Midlands",2.85317315907775
32,"HSE Dublin and North East",1.1489205054709
32,"HSE Dublin and South East",2.80327412010321
32,"HSE Mid West",8.6246970405921
32,"HSE South West",4.11599344531183
32,"HSE West and North West",6.12159413529785
33,"HSE Dublin and Midlands",2.85991696019653
33,"HSE Dublin and North East",1.12319600509474
33,"HSE Dublin and South East",2.7476718855135
33,"HSE Mid West",7.89322461912721
33,"HSE South West",4.05304620489892
33,"HSE West and North West",6.52849691055317
34,"HSE Dublin and Midlands",2.89793811892907
34,"HSE Dublin and North East",1.86667013741679
34,"HSE Dublin and South East",2.55032812673015
34,"HSE Mid West",7.76042042096917
34,"HSE South West",3.03167464877253
34,"HSE West and North West",7.01792904670228
35,"HSE Dublin and Midlands",3.67032573327683
35,"HSE Dublin and North East",1.88993875965806
35,"HSE Dublin and South East",2.55196632995264
35,"HSE Mid West",7.34371692655426
35,"HSE South West",3.80972930508341
35,"HSE West and North West",6.35635250512582
36,"HSE Dublin and Midlands",3.33874672792456
36,"HSE Dublin and North East",1.74585517589522
36,"HSE Dublin and South East",2.63672883718946
36,"HSE Mid West",7.56751975252963
36,"HSE South West",4.96981354010398
36,"HSE West and North West",6.1470402149641
37,"HSE Dublin and Midlands",3.49144082325331
37,"HSE Dublin and North East",1.5333862147186
37,"HSE Dublin and South East",2.38821517007595
37,"HSE Mid West",8.07908273703332
37,"HSE South West",5.60975381144619
37,"HSE West and North West",6.38274819155492
38,"HSE Dublin and Midlands",3.98762456211983
38,"HSE Dublin and North East",1.71548340567607
38,"HSE Dublin and South East",2.45912084972888
38,"HSE Mid West",8.77017960831198
38,"HSE South West",5.10012669086329
38,"HSE West and North West",7.02665637390539
39,"HSE Dublin and Midlands",3.94695197547907
39,"HSE Dublin and North East",1.63936404483494
39,"HSE Dublin and South East",2.57747084033459
39,"HSE Mid West",8.37769600661563
39,"HSE South West",4.35728382006983
39,"HSE West and North West",6.07681995257482
40,"HSE Dublin and Midlands",3.88987230448833
40,"HSE Dublin and North East",1.93338599886558
40,"HSE Dublin and South East",3.24566482999375
40,"HSE Mid West",8.4508577800873
40,"HSE South West",4.82039883876365
40,"HSE West and North West",5.60921159325475
41,"HSE Dublin and Midlands",4.59194631921503
41,"HSE Dublin and North East",2.22837319762344
41,"HSE Dublin and South East",2.8682960104209
41,"HSE Mid West",8.89487997378315
41,"HSE South West",5.58718538086818
41,"HSE West and North West",5.65341357470827
42,"HSE Dublin and Midlands",4.55812991856013
42,"HSE Dublin and North East",2.24968655101298
42,"HSE Dublin and South East",2.8781721001438
42,"HSE Mid West",8.85407942333539
42,"HSE South West",5.0203325197159
42,"HSE West and North West",6.01735051956419
43,"HSE Dublin and Midlands",4.70447966361046
43,"HSE Dublin and North East",2.42235713532629
43,"HSE Dublin and South East",3.0668505504662
43,"HSE Mid West",8.08409930262674
43,"HSE South West",5.02121568552871
43,"HSE West and North West",5.9548480974149
44,"HSE Dublin and Midlands",4.06182877877999
44,"HSE Dublin and North East",2.21172171205081
44,"HSE Dublin and South East",2.97739483642335
44,"HSE Mid West",8.47358519652954
44,"HSE South West",4.71785853462045
44,"HSE West and North West",5.6135998616932
45,"HSE Dublin and Midlands",4.42624806571078
45,"HSE Dublin and North East",2.41629238224993
45,"HSE Dublin and South East",3.22200305314999
45,"HSE Mid West",7.67215246798561
45,"HSE South West",5.01901075542841
45,"HSE West and North West",5.72488957796732
46,"HSE Dublin and Midlands",5.00035757627015
46,"HSE Dublin and North East",2.67161520076412
46,"HSE Dublin and South East",3.11838294734896
46,"HSE Mid West",7.06561347288779
46,"HSE South West",5.41645664411339
46,"HSE West and North West",5.86012271813919
47,"HSE Dublin and Midlands",5.42420182300423
47,"HSE Dublin and North East",2.73617083598013
47,"HSE Dublin and South East",3.60239729301681
47,"HSE Mid West",7.80874313641139
47,"HSE South West",5.39443529019809
47,"HSE West and North West",6.32943716708744
48,"HSE Dublin and Midlands",5.03056149849559
48,"HSE Dublin and North East",2.82703685591819
48,"HSE Dublin and South East",3.52369929404713
48,"HSE Mid West",8.62428004473636
48,"HSE South West",5.62689066132259
48,"HSE West and North West",6.69680093125787
49,"HSE Dublin and Midlands",4.30831921084096
49,"HSE Dublin and North East",2.72165838610174
49,"HSE Dublin and South East",3.38478108147622
49,"HSE Mid West",8.18055184878893
49,"HSE South West",4.98437091693055
49,"HSE West and North West",5.45496085132612
50,"HSE Dublin and Midlands",4.27234022171951
50,"HSE Dublin and North East",2.50480669599964
50,"HSE Dublin and South East",3.73440259925083
50,"HSE Mid West",7.86310778160906
50,"HSE South West",5.56548556280744
50,"HSE West and North West",5.52919524043446
51,"HSE Dublin and Midlands",5.56255401650893
51,"HSE Dublin and North East",2.93733305001213
51,"HSE Dublin and South East",3.43965997088443
51,"HSE Mid West",8.60908681502762
51,"HSE South West",4.94514163025007
51,"HSE West and North West",7.18523643139407
52,"HSE Dublin and Midlands",5.6109885067256
52,"HSE Dublin and North East",2.74728511970158
52,"HSE Dublin and South East",3.66197341140378
52,"HSE Mid West",8.9643644124663
52,"HSE South West",5.89646356350882
52,"HSE West and North West",7.73377064307354
53,"HSE Dublin and Midlands",3.34951607943113
53,"HSE Dublin and North East",1.75482287671644
53,"HSE Dublin and South East",2.95067815518944
53,"HSE Mid West",6.56447774853712
53,"HSE South West",4.02433821319366
53,"HSE West and North West",5.50496146221113
54,"HSE Dublin and Midlands",2.55318850945358
54,"HSE Dublin and North East",1.32133892108067
54,"HSE Dublin and South East",1.99340349968062
54,"HSE Mid West",4.92784160895963
54,"HSE South West",3.30684273671015
54,"HSE West and North West",3.87468654586036
55,"HSE Dublin and Midlands",4.26307848425096
55,"HSE Dublin and North East",2.38279860640317
55,"HSE Dublin and South East",2.40247390932092
55,"HSE Mid West",7.36903933037404
55,"HSE South West",6.04749862047932
55,"HSE West and North West",6.96496747287325
56,"HSE Dublin and Midlands",4.21369529495084
56,"HSE Dublin and North East",2.93941083039977
56,"HSE Dublin and South East",2.98164461370211
56,"HSE Mid West",7.76006495667445
56,"HSE South West",5.82820946678152
56,"HSE West and North West",6.30199706384114
57,"HSE Dublin and Midlands",4.50338860219784
57,"HSE Dublin and North East",2.9486456855592
57,"HSE Dublin and South East",3.21086712802829
57,"HSE Mid West",8.34212678672352
57,"HSE South West",6.38478008257639
57,"HSE West and North West",5.82311414144831
58,"HSE Dublin and Midlands",4.91316056945317
58,"HSE Dublin and North East",2.84551017725011
58,"HSE Dublin and South East",3.10181210004756
58,"HSE Mid West",9.2369396463109
58,"HSE South West",6.33827908045339
58,"HSE West and North West",6.6066713809996
59,"HSE Dublin and Midlands",4.25024982083161
59,"HSE Dublin and North East",2.71995298884122
59,"HSE Dublin and South East",3.30189052802704
59,"HSE Mid West",9.62875158327491
59,"HSE South West",4.79479912104024
59,"HSE West and North West",6.25148169228771
60,"HSE Dublin and Midlands",4.68612701307329
60,"HSE Dublin and North East",3.06381599466173
60,"HSE Dublin and South East",3.84019810321024
60,"HSE Mid West",10.4001174922946
60,"HSE South West",4.50526546221423
60,"HSE West and North West",6.5894589408334
61,"HSE Dublin and Midlands",4.1845384564251
61,"HSE Dublin and North East",2.59142985883984
61,"HSE Dublin and South East",3.72875799301153
61,"HSE Mid West",9.29514201614556
61,"HSE South West",4.27278985490088
61,"HSE West and North West",7.15499689311493
62,"HSE Dublin and Midlands",4.60464792294838
62,"HSE Dublin and North East",2.97189108132932
62,"HSE Dublin and South East",2.96784690071059
62,"HSE Mid West",8.9218885769898
62,"HSE South West",3.96896162733477
62,"HSE West and North West",6.33743503620007
63,"HSE Dublin and Midlands",4.84773706579591
63,"HSE Dublin and North East",2.45158936245335
63,"HSE Dublin and South East",3.03143104028519
63,"HSE Mid West",9.41572062660873
63,"HSE South West",4.64750405773659
63,"HSE West and North West",5.56243344279923
64,"HSE Dublin and Midlands",4.66922145230772
64,"HSE Dublin and North East",2.3876809908592
64,"HSE Dublin and South East",3.08766441081526
64,"HSE Mid West",9.13221633673113
64,"HSE South West",4.012930672783
64,"HSE West and North West",5.17709069316589
65,"HSE Dublin and Midlands",4.71510171313501
65,"HSE Dublin and North East",2.77109128204497
65,"HSE Dublin and South East",3.32183633208059
65,"HSE Mid West",8.75027403376546
65,"HSE South West",4.58149134736892
65,"HSE West and North West",5.22564189188248
66,"HSE Dublin and Midlands",4.19933722360745
66,"HSE Dublin and North East",2.54325506685779
66,"HSE Dublin and South East",2.85012996543152
66,"HSE Mid West",9.47871100371588
66,"HSE South West",4.76246270596384
66,"HSE West and North West",5.98136601908735
67,"HSE Dublin and Midlands",4.43985223664268
67,"HSE Dublin and North East",2.25299542087446
67,"HSE Dublin and South East",3.09458068708578
67,"HSE Mid West",9.55097274646137
67,"HSE South West",3.91990129594299
67,"HSE West and North West",5.57517243182985
68,"HSE Dublin and Midlands",4.55699142428206
68,"HSE Dublin and North East",2.17495143419052
68,"HSE Dublin and South East",3.43722650923391
68,"HSE Mid West",8.72224245658687
68,"HSE South West",4.81258608913547
68,"HSE West and North West",6.63703915881409
69,"HSE Dublin and Midlands",4.69706375949088
69,"HSE Dublin and North East",2.53176676062489
69,"HSE Dublin and South East",3.10985091325733
69,"HSE Mid West",8.58193247883315
69,"HSE South West",4.82685789690592
69,"HSE West and North West",7.63037713874504
70,"HSE Dublin and Midlands",4.36067189725371
70,"HSE Dublin and North East",2.55330007291906
70,"HSE Dublin and South East",3.25709710465609
70,"HSE Mid West",9.27936013533317
70,"HSE South West",3.59956271590444
70,"HSE West and North West",6.23554318336603
71,"HSE Dublin and Midlands",3.68379215913112
71,"HSE Dublin and North East",2.49055598595593
71,"HSE Dublin and South East",3.01826793566504
71,"HSE Mid West",9.46940399177552
71,"HSE South West",3.84398954409401
71,"HSE West and North West",5.07521656863956
72,"HSE Dublin and Midlands",3.69814983164964
72,"HSE Dublin and North East",2.06504126755856
72,"HSE Dublin and South East",2.72313374771031
72,"HSE Mid West",8.24177637056857
72,"HSE South West",4.53770175340409
72,"HSE West and North West",5.02124685017879
73,"HSE Dublin and Midlands",3.38366674283269
73,"HSE Dublin and North East",2.24159082384373
73,"HSE Dublin and South East",2.49917655014404
73,"HSE Mid West",8.08286274038648
73,"HSE South West",2.99876082824312
73,"HSE West and North West",5.80043406206466
74,"HSE Dublin and Midlands",4.07935217016007
74,"HSE Dublin and North East",2.45328818147577
74,"HSE Dublin and South East",2.28314311459859
74,"HSE Mid West",9.6449492235677
74,"HSE South West",3.06182744199228
74,"HSE West and North West",6.45994444497082
75,"HSE Dublin and Midlands",3.68194450771075
75,"HSE Dublin and North East",2.66740036510647
75,"HSE Dublin and South East",2.29492227698651
75,"HSE Mid West",9.70825767687414
75,"HSE South West",3.94682676371656
75,"HSE West and North West",4.83540201363843
76,"HSE Dublin and Midlands",4.0824606898893
76,"HSE Dublin and North East",1.91510373642933
76,"HSE Dublin and South East",1.99153314109662
76,"HSE Mid West",9.4822449688526
76,"HSE South West",3.85067127250415
76,"HSE West and North West",5.51470117130571
77,"HSE Dublin and Midlands",3.91189684520383
77,"HSE Dublin and North East",2.04515616258626
77,"HSE Dublin and South East",2.3036129126698
77,"HSE Mid West",7.96184003077202
77,"HSE South West",4.53163509939457
77,"HSE West and North West",5.55780425248722
78,"HSE Dublin and Midlands",3.63432469077985
78,"HSE Dublin and North East",2.30138983174027
78,"HSE Dublin and South East",2.3586937634588
78,"HSE Mid West",7.81035872403387
78,"HSE South West",4.3001744113409
78,"HSE West and North West",6.99653008083367
79,"HSE Dublin and Midlands",3.31279072155542
79,"HSE Dublin and North East",2.25851801710271
79,"HSE Dublin and South East",2.39961948234462
79,"HSE Mid West",7.49296151195598
79,"HSE South West",3.82327885625002
79,"HSE West and North West",6.24814299355316
80,"HSE Dublin and Midlands",3.13528321865186
80,"HSE Dublin and North East",2.37052838407025
80,"HSE Dublin and South East",2.59405983675546
80,"HSE Mid West",8.55896803757198
80,"HSE South West",3.42688377436357
80,"HSE West and North West",6.10539779984363
81,"HSE Dublin and Midlands",2.68044272280821
81,"HSE Dublin and North East",2.04183937880034
81,"HSE Dublin and South East",2.24855895220666
81,"HSE Mid West",8.69918999836429
81,"HSE South West",3.52020795066491
81,"HSE West and North West",5.20184167523845
82,"HSE Dublin and Midlands",2.70378754117569
82,"HSE Dublin and North East",1.50413736590187
82,"HSE Dublin and South East",2.44378064439462
82,"HSE Mid West",9.85701618138792
82,"HSE South West",4.09563898356943
82,"HSE West and North West",5.87219966806248
83,"HSE Dublin and Midlands",3.07026118143147
83,"HSE Dublin and North East",1.64145664675296
83,"HSE Dublin and South East",2.03540765026513
83,"HSE Mid West",8.79942967303761
83,"HSE South West",3.736083024357
83,"HSE West and North West",6.07774199015434
84,"HSE Dublin and Midlands",3.31665616167892
84,"HSE Dublin and North East",1.67367886344405
84,"HSE Dublin and South East",2.00576553259168
84,"HSE Mid West",7.82309829717002
84,"HSE South West",3.97959868306245
84,"HSE West and North West",5.95906729187566
85,"HSE Dublin and Midlands",3.1150929953365
85,"HSE Dublin and North East",1.71886765468588
85,"HSE Dublin and South East",2.13509282554088
85,"HSE Mid West",7.75736042532685
85,"HSE South West",2.81791585786284
85,"HSE West and North West",5.83406403411289
86,"HSE Dublin and Midlands",3.0593760187115
86,"HSE Dublin and North East",1.76266397637707
86,"HSE Dublin and South East",2.3942938378692
86,"HSE Mid West",8.46691422873101
86,"HSE South West",3.41812647514578
86,"HSE West and North West",5.73248946690856
87,"HSE Dublin and Midlands",3.02457413414711
87,"HSE Dublin and North East",1.4644590099501
87,"HSE Dublin and South East",2.19366537034601
87,"HSE Mid West",5.56389598776962
87,"HSE South West",3.37781255796036
87,"HSE West and North West",5.440292114928
88,"HSE Dublin and Midlands",2.6877874546083
88,"HSE Dublin and North East",1.79313070364055
88,"HSE Dublin and South East",2.57893835983355
88,"HSE Mid West",3.3285569059586
88,"HSE South West",3.00724446107119
88,"HSE West and North West",5.21620465718244
89,"HSE Dublin and Midlands",3.18939572043457
89,"HSE Dublin and North East",1.98250372829922
89,"HSE Dublin and South East",2.64827231817754
89,"HSE Mid West",4.69606431140451
89,"HSE South West",3.1546480909573
89,"HSE West and North West",5.31154854172683
90,"HSE Dublin and Midlands",2.87838996038894
90,"HSE Dublin and North East",2.17405602480576
90,"HSE Dublin and South East",2.70184085462369
90,"HSE Mid West",5.95779079664466
90,"HSE South West",3.28152986087152
90,"HSE West and North West",5.24624868005317
91,"HSE Dublin and Midlands",2.47838785487761
91,"HSE Dublin and North East",2.15466729725902
91,"HSE Dublin and South East",3.16115466162925
91,"HSE Mid West",6.62504790659107
91,"HSE South West",4.47094612194431
91,"HSE West and North West",5.60401458989207
92,"HSE Dublin and Midlands",3.21808233442595
92,"HSE Dublin and North East",2.14139832094503
92,"HSE Dublin and South East",3.09540958886839
92,"HSE Mid West",7.01069732580355
92,"HSE South West",4.47941193314019
92,"HSE West and North West",6.29625688590311
93,"HSE Dublin and Midlands",3.25878172746335
93,"HSE Dublin and North East",2.49311615299728
93,"HSE Dublin and South East",2.97231886966153
93,"HSE Mid West",7.49547877763951
93,"HSE South West",4.26870267912415
93,"HSE West and North West",6.49559812698691
94,"HSE Dublin and Midlands",3.62074856498473
94,"HSE Dublin and North East",2.82644798950599
94,"HSE Dublin and South East",3.3116006803131
94,"HSE Mid West",8.4736596806944
94,"HSE South West",4.92182519142468
94,"HSE West and North West",6.35717937399241
95,"HSE Dublin and Midlands",3.8608364453926
95,"HSE Dublin and North East",2.3939918186791
95,"HSE Dublin and South East",3.1939896006492
95,"HSE Mid West",8.11127214138681
95,"HSE South West",4.10433978374119
95,"HSE West and North West",5.96962326499873
96,"HSE Dublin and Midlands",3.32754671847925
96,"HSE Dublin and North East",2.48119222019919
96,"HSE Dublin and South East",3.24323103226052
96,"HSE Mid West",7.71274571124756
96,"HSE South West",3.70247530454171
96,"HSE West and North West",5.70963845098813
97,"HSE Dublin and Midlands",3.337844160726
97,"HSE Dublin and North East",2.39738217115179
97,"HSE Dublin and South East",2.68455161374005
97,"HSE Mid West",6.8977265633236
97,"HSE South West",3.57171077822663
97,"HSE West and North West",5.49587448041786
98,"HSE Dublin and Midlands",3.30265579146137
98,"HSE Dublin and North East",2.61488456746972
98,"HSE Dublin and South East",2.60404769888138
98,"HSE Mid West",8.24763195895086
98,"HSE South West",3.72667708957937
98,"HSE West and North West",5.22479051203425
99,"HSE Dublin and Midlands",3.55464679003995
99,"HSE Dublin and North East",2.80708412759812
99,"HSE Dublin and South East",3.2961077630305
99,"HSE Mid West",9.33042210697535
99,"HSE South West",4.79581383365913
99,"HSE West and North West",6.11519723712182
100,"HSE Dublin and Midlands",3.82238108722062
100,"HSE Dublin and North East",2.52920103112262
100,"HSE Dublin and South East",2.98624785463719
100,"HSE Mid West",8.61069362535632
100,"HSE South West",3.90680115962204
100,"HSE West and North West",6.27570865511855
101,"HSE Dublin and Midlands",3.70943667939001
101,"HSE Dublin and North East",2.92967070818119
101,"HSE Dublin and South East",3.14206107658141
101,"HSE Mid West",8.73759504337038
101,"HSE South West",4.04476255476813
101,"HSE West and North West",6.0681303060553
102,"HSE Dublin and Midlands",4.33483231195787
102,"HSE Dublin and North East",3.41249682870995
102,"HSE Dublin and South East",3.8153092675491
102,"HSE Mid West",8.13483616920976
102,"HSE South West",4.97444159306011
102,"HSE West and North West",5.8764116786546
103,"HSE Dublin and Midlands",4.15127431195929
103,"HSE Dublin and North East",3.29189950810209
103,"HSE Dublin and South East",3.81529807369783
103,"HSE Mid West",9.05743865456879
103,"HSE South West",4.59657723783498
103,"HSE West and North West",5.75943275955392
104,"HSE Dublin and Midlands",4.57986901779265
104,"HSE Dublin and North East",3.2105852916058
104,"HSE Dublin and South East",3.61574102951905
104,"HSE Mid West",8.21711134656436
104,"HSE South West",4.17637406180827
104,"HSE West and North West",5.86471194371831
105,"HSE Dublin and Midlands",4.51603509721385
105,"HSE Dublin and North East",2.86579777873166
105,"HSE Dublin and South East",2.71373719803022
105,"HSE Mid West",9.05079249508359
105,"HSE South West",4.91090416781465
105,"HSE West and North West",5.66748830563333
106,"HSE Dublin and Midlands",2.78753384784743
106,"HSE Dublin and North East",1.83664217350475
106,"HSE Dublin and South East",2.05697302477212
106,"HSE Mid West",6.16420577254285
106,"HSE South West",3.1780254612524
106,"HSE West and North West",4.16280231374516
107,"HSE Dublin and Midlands",4.17454802307995
107,"HSE Dublin and North East",2.21733425929452
107,"HSE Dublin and South East",3.44270250172725
107,"HSE Mid West",9.33907014047917
107,"HSE South West",5.16851015264996
107,"HSE West and North West",6.76550271049146
108,"HSE Dublin and Midlands",5.04171549060911
108,"HSE Dublin and North East",3.01505167479229
108,"HSE Dublin and South East",3.4266312893426
108,"HSE Mid West",10.0425834125204
108,"HSE South West",6.2677037006962
108,"HSE West and North West",7.24760778920663
109,"HSE Dublin and Midlands",4.49818092801131
109,"HSE Dublin and North East",3.00064876607906
109,"HSE Dublin and South East",3.52293570575019
109,"HSE Mid West",9.74152798286716
109,"HSE South West",6.11956804486926
109,"HSE West and North West",7.38928190533491
110,"HSE Dublin and Midlands",4.01744060937001
110,"HSE Dublin and North East",3.16225621314382
110,"HSE Dublin and South East",4.29229593357926
110,"HSE Mid West",8.29947670908846
110,"HSE South West",5.80785500503912
110,"HSE West and North West",7.54489452257318
111,"HSE Dublin and Midlands",4.48459515922546
111,"HSE Dublin and North East",3.47636143276648
111,"HSE Dublin and South East",3.60818005801335
111,"HSE Mid West",8.895084936753
111,"HSE South West",5.69652004924449
111,"HSE West and North West",8.20919139714596
112,"HSE Dublin and Midlands",4.26951307815089
112,"HSE Dublin and North East",3.7067631719982
112,"HSE Dublin and South East",3.81130286453229
112,"HSE Mid West",8.76974716669037
112,"HSE South West",4.87656231500421
112,"HSE West and North West",8.28860321297452
113,"HSE Dublin and Midlands",4.53345262692261
113,"HSE Dublin and North East",3.28638011669617
113,"HSE Dublin and South East",2.82144749852378
113,"HSE Mid West",8.37126549830316
113,"HSE South West",4.45464953790006
113,"HSE West and North West",6.87426870902205
114,"HSE Dublin and Midlands",4.54736350689655
114,"HSE Dublin and North East",3.23190648392863
114,"HSE Dublin and South East",3.36660119446635
114,"HSE Mid West",9.49251819095129
