"week_start","hospital","region","ed_trolleys","ward_trolleys","total_trolleys","surge_capacity_in_use","delayed_transfers_of_care","total_waiting_gt_24hrs","age_75plus_waiting_gt_24hrs","days_in_week"
2023-03-06,MRH Mullingar,HSE Dublin and Midlands,39,0,39,0,1,2,0,7
2023-03-06,MRH Portlaoise,HSE Dublin and Midlands,30,0,30,2,52,4,0,7
2023-03-06,MRH Tullamore,HSE Dublin and Midlands,1,0,1,24,37,0,0,7
2023-03-06,Naas General Hospital,HSE Dublin and Midlands,109,27,136,49,106,12,0,7
2023-03-06,St. James's Hospital,HSE Dublin and Midlands,203,0,203,0,513,36,0,7
2023-03-06,Tallaght University Hospital,HSE Dublin and Midlands,260,0,260,46,354,105,0,7
2023-03-06,Beaumont Hospital,HSE Dublin and North East,17,0,17,24,85,0,0,7
2023-03-06,Cavan General Hospital,HSE Dublin and North East,21,0,21,11,41,0,0,7
2023-03-06,Connolly Hospital,HSE Dublin and North East,2,0,2,135,59,0,0,7
2023-03-06,Mater Misericordiae University Hospital,HSE Dublin and North East,184,0,184,0,268,19,0,7
2023-03-06,Our Lady of Lourdes Hospital,HSE Dublin and North East,10,0,10,38,211,0,0,7
2023-03-06,Our Lady's Hospital Navan,HSE Dublin and North East,-2,16,14,62,33,0,0,7
2023-03-06,St Luke's General Hospital Kilkenny,HSE Dublin and South East,115,22,137,203,82,42,0,7
2023-03-06,St. Vincent's University Hospital,HSE Dublin and South East,214,0,214,187,295,39,0,7
2023-03-06,Tipperary University Hospital,HSE Dublin and South East,69,2,71,93,45,24,0,7
2023-03-06,UH Waterford,HSE Dublin and South East,0,0,0,243,209,0,0,7
2023-03-06,Wexford General Hospital,HSE Dublin and South East,0,0,0,0,14,0,0,7
2023-03-06,UH Limerick,HSE Mid West,135,172,307,254,138,41,0,7
2023-03-06,Cork University Hospital,HSE South West,180,74,254,171,337,32,0,7
2023-03-06,Mercy University Hospital,HSE South West,128,0,128,55,120,37,0,7
2023-03-06,UH Kerry,HSE South West,167,0,167,68,168,53,0,7
2023-03-06,Galway University Hospital,HSE West and North West,172,57,229,142,284,47,0,7
2023-03-06,Letterkenny University Hospital,HSE West and North West,42,26,68,1,111,11,0,7
2023-03-06,Mayo University Hospital,HSE West and North West,72,74,146,58,73,49,0,7
2023-03-06,Portiuncula University Hospital,HSE West and North West,19,0,19,15,47,0,0,7
2023-03-06,Sligo University Hospital,HSE West and North West,56,62,118,64,70,33,0,7
2023-03-13,CHI at Crumlin,HSE Dublin and Midlands,64,0,64,0,14,2,0,7
2023-03-13,CHI at Tallaght,HSE Dublin and Midlands,10,0,10,0,3,0,0,7
2023-03-13,CHI at Temple Street,HSE Dublin and Midlands,51,11,62,0,17,12,0,7
2023-03-13,MRH Mullingar,HSE Dublin and Midlands,69,0,69,13,0,4,0,7
2023-03-13,MRH Portlaoise,HSE Dublin and Midlands,7,0,7,6,44,0,0,7
2023-03-13,MRH Tullamore,HSE Dublin and Midlands,3,0,3,39,35,0,0,7
2023-03-13,Naas General Hospital,HSE Dublin and Midlands,78,16,94,8,119,14,0,7
2023-03-13,St. James's Hospital,HSE Dublin and Midlands,170,0,170,17,532,36,0,7
2023-03-13,Tallaght University Hospital,HSE Dublin and Midlands,212,0,212,70,291,66,0,7
2023-03-13,Beaumont Hospital,HSE Dublin and North East,22,0,22,26,85,0,0,7
2023-03-13,Cavan General Hospital,HSE Dublin and North East,9,0,9,24,22,0,0,7
2023-03-13,Connolly Hospital,HSE Dublin and North East,1,0,1,94,56,0,0,7
2023-03-13,Mater Misericordiae University Hospital,HSE Dublin and North East,166,0,166,0,297,17,0,7
2023-03-13,Our Lady of Lourdes Hospital,HSE Dublin and North East,48,4,52,81,199,1,0,7
2023-03-13,Our Lady's Hospital Navan,HSE Dublin and North East,6,0,6,63,30,0,0,7
2023-03-13,St Luke's General Hospital Kilkenny,HSE Dublin and South East,83,17,100,142,64,50,0,7
2023-03-13,St. Vincent's University Hospital,HSE Dublin and South East,221,0,221,255,292,64,0,7
2023-03-13,Tipperary University Hospital,HSE Dublin and South East,60,0,60,90,35,20,0,7
2023-03-13,UH Waterford,HSE Dublin and South East,0,0,0,342,217,0,0,7
2023-03-13,Wexford General Hospital,HSE Dublin and South East,0,0,0,0,29,0,0,7
2023-03-13,UH Limerick,HSE Mid West,150,154,304,247,95,47,0,7
2023-03-13,Cork University Hospital,HSE South West,178,56,234,155,426,30,0,7
2023-03-13,Mercy University Hospital,HSE South West,118,0,118,52,145,42,0,7
2023-03-13,UH Kerry,HSE South West,105,0,105,37,126,10,0,7
2023-03-13,Galway University Hospital,HSE West and North West,192,61,253,172,262,81,0,7
2023-03-13,Letterkenny University Hospital,HSE West and North West,77,34,111,14,126,21,0,7
2023-03-13,Mayo University Hospital,HSE West and North West,85,72,157,82,75,66,0,7
2023-03-13,Portiuncula University Hospital,HSE West and North West,37,4,41,26,43,8,0,7
2023-03-13,Sligo University Hospital,HSE West and North West,57,41,98,60,75,41,0,7
2023-03-20,CHI at Crumlin,HSE Dublin and Midlands,77,0,77,0,14,2,0,7
2023-03-20,CHI at Tallaght,HSE Dublin and Midlands,14,0,14,1,2,0,0,7
2023-03-20,CHI at Temple Street,HSE Dublin and Midlands,57,0,57,0,21,8,0,7
2023-03-20,MRH Mullingar,HSE Dublin and Midlands,71,6,77,10,0,9,0,7
2023-03-20,MRH Portlaoise,HSE Dublin and Midlands,52,0,52,26,61,7,0,7
2023-03-20,MRH Tullamore,HSE Dublin and Midlands,3,0,3,62,34,0,0,7
2023-03-20,Naas General Hospital,HSE Dublin and Midlands,64,15,79,13,97,9,0,7
2023-03-20,St. James's Hospital,HSE Dublin and Midlands,239,0,239,0,513,39,0,7
2023-03-20,Tallaght University Hospital,HSE Dublin and Midlands,156,0,156,50,292,39,0,7
2023-03-20,Beaumont Hospital,HSE Dublin and North East,7,0,7,26,113,0,0,7
2023-03-20,Cavan General Hospital,HSE Dublin and North East,64,3,67,37,14,0,0,7
2023-03-20,Connolly Hospital,HSE Dublin and North East,6,0,6,127,59,0,0,7
2023-03-20,Mater Misericordiae University Hospital,HSE Dublin and North East,142,0,142,0,318,15,0,7
2023-03-20,Our Lady of Lourdes Hospital,HSE Dublin and North East,91,8,99,93,220,1,0,7
2023-03-20,Our Lady's Hospital Navan,HSE Dublin and North East,5,0,5,20,24,0,0,7
2023-03-20,St Luke's General Hospital Kilkenny,HSE Dublin and South East,76,27,103,209,65,53,0,7
2023-03-20,St. Vincent's University Hospital,HSE Dublin and South East,257,0,257,223,332,56,0,7
2023-03-20,Tipperary University Hospital,HSE Dublin and South East,85,0,85,86,39,28,0,7
2023-03-20,UH Waterford,HSE Dublin and South East,0,0,0,85,200,0,0,7
2023-03-20,Wexford General Hospital,HSE Dublin and South East,3,0,3,0,24,1,0,7
2023-03-20,UH Limerick,HSE Mid West,177,183,360,313,86,51,0,7
2023-03-20,Cork University Hospital,HSE South West,210,52,262,174,416,46,0,7
2023-03-20,Mercy University Hospital,HSE South West,81,2,83,51,164,14,0,7
2023-03-20,UH Kerry,HSE South West,127,0,127,93,107,33,0,7
2023-03-20,Galway University Hospital,HSE West and North West,205,79,284,147,225,76,0,7
2023-03-20,Letterkenny University Hospital,HSE West and North West,97,40,137,69,138,37,0,7
2023-03-20,Mayo University Hospital,HSE West and North West,71,80,151,99,90,56,0,7
2023-03-20,Portiuncula University Hospital,HSE West and North West,41,5,46,40,39,6,0,7
2023-03-20,Sligo University Hospital,HSE West and North West,50,57,107,65,67,41,0,7
2023-03-27,CHI at Crumlin,HSE Dublin and Midlands,60,0,60,0,19,0,0,7
2023-03-27,CHI at Tallaght,HSE Dublin and Midlands,12,0,12,0,0,2,0,7
2023-03-27,CHI at Temple Street,HSE Dublin and Midlands,79,0,79,0,21,16,0,7
2023-03-27,MRH Mullingar,HSE Dublin and Midlands,85,5,90,32,0,8,0,7
2023-03-27,MRH Portlaoise,HSE Dublin and Midlands,26,0,26,0,34,1,0,7
2023-03-27,MRH Tullamore,HSE Dublin and Midlands,4,0,4,68,36,0,0,7
2023-03-27,Naas General Hospital,HSE Dublin and Midlands,27,2,29,0,77,1,0,7
2023-03-27,St. James's Hospital,HSE Dublin and Midlands,198,0,198,84,454,37,0,7
2023-03-27,Tallaght University Hospital,HSE Dublin and Midlands,219,0,219,76,289,74,0,7
2023-03-27,Beaumont Hospital,HSE Dublin and North East,24,0,24,35,172,0,0,7
2023-03-27,Cavan General Hospital,HSE Dublin and North East,54,8,62,35,14,6,0,7
2023-03-27,Connolly Hospital,HSE Dublin and North East,9,0,9,130,90,0,0,7
2023-03-27,Mater Misericordiae University Hospital,HSE Dublin and North East,159,0,159,0,392,17,0,7
2023-03-27,Our Lady of Lourdes Hospital,HSE Dublin and North East,78,11,89,102,202,0,0,7
2023-03-27,Our Lady's Hospital Navan,HSE Dublin and North East,1,0,1,44,23,0,0,7
2023-03-27,St Luke's General Hospital Kilkenny,HSE Dublin and South East,85,13,98,168,77,36,0,7
2023-03-27,St. Vincent's University Hospital,HSE Dublin and South East,216,1,217,221,336,48,0,7
2023-03-27,Tipperary University Hospital,HSE Dublin and South East,51,0,51,85,52,16,0,7
2023-03-27,UH Waterford,HSE Dublin and South East,0,0,0,60,189,0,0,7
2023-03-27,Wexford General Hospital,HSE Dublin and South East,-2,5,3,0,21,1,0,7
2023-03-27,UH Limerick,HSE Mid West,192,152,344,309,81,59,0,7
2023-03-27,Cork University Hospital,HSE South West,255,64,319,166,454,80,0,7
2023-03-27,Mercy University Hospital,HSE South West,126,0,126,52,156,38,0,7
2023-03-27,UH Kerry,HSE South West,77,0,77,35,113,11,0,7
2023-03-27,Galway University Hospital,HSE West and North West,131,67,198,151,207,49,0,7
2023-03-27,Letterkenny University Hospital,HSE West and North West,102,34,136,123,151,40,0,7
2023-03-27,Mayo University Hospital,HSE West and North West,87,65,152,77,73,60,0,7
2023-03-27,Portiuncula University Hospital,HSE West and North West,44,6,50,38,36,10,0,7
2023-03-27,Sligo University Hospital,HSE West and North West,76,57,133,72,68,53,0,7
2023-04-03,CHI at Crumlin,HSE Dublin and Midlands,52,0,52,0,21,2,0,7
2023-04-03,CHI at Tallaght,HSE Dublin and Midlands,11,0,11,0,9,4,0,7
2023-04-03,CHI at Temple Street,HSE Dublin and Midlands,42,4,46,4,21,3,0,7
2023-04-03,MRH Mullingar,HSE Dublin and Midlands,42,0,42,1,0,9,0,7
2023-04-03,MRH Portlaoise,HSE Dublin and Midlands,10,0,10,14,48,1,0,7
2023-04-03,MRH Tullamore,HSE Dublin and Midlands,0,0,0,17,26,0,0,7
2023-04-03,Naas General Hospital,HSE Dublin and Midlands,38,4,42,4,86,2,0,7
2023-04-03,St. James's Hospital,HSE Dublin and Midlands,134,0,134,69,415,17,0,7
2023-04-03,Tallaght University Hospital,HSE Dublin and Midlands,153,0,153,26,324,47,0,7
2023-04-03,Beaumont Hospital,HSE Dublin and North East,14,0,14,16,169,0,0,7
2023-04-03,Cavan General Hospital,HSE Dublin and North East,12,7,19,12,20,0,0,7
2023-04-03,Connolly Hospital,HSE Dublin and North East,7,0,7,165,93,0,0,7
2023-04-03,Mater Misericordiae University Hospital,HSE Dublin and North East,162,0,162,0,349,22,0,7
2023-04-03,Our Lady of Lourdes Hospital,HSE Dublin and North East,48,6,54,67,208,3,0,7
2023-04-03,Our Lady's Hospital Navan,HSE Dublin and North East,9,0,9,26,16,0,0,7
2023-04-03,St Luke's General Hospital Kilkenny,HSE Dublin and South East,48,5,53,110,83,15,0,7
2023-04-03,St. Vincent's University Hospital,HSE Dublin and South East,115,0,115,186,312,9,0,7
2023-04-03,Tipperary University Hospital,HSE Dublin and South East,22,0,22,59,45,4,0,7
2023-04-03,UH Waterford,HSE Dublin and South East,0,0,0,0,147,0,0,7
2023-04-03,Wexford General Hospital,HSE Dublin and South East,2,4,6,5,29,0,0,7
2023-04-03,UH Limerick,HSE Mid West,161,171,332,170,89,70,0,7
2023-04-03,Cork University Hospital,HSE South West,203,58,261,166,418,48,0,7
2023-04-03,Mercy University Hospital,HSE South West,99,0,99,36,163,29,0,7
2023-04-03,UH Kerry,HSE South West,73,0,73,62,94,11,0,7
2023-04-03,Galway University Hospital,HSE West and North West,184,67,251,189,191,67,0,7
2023-04-03,Letterkenny University Hospital,HSE West and North West,74,52,126,124,140,26,0,7
2023-04-03,Mayo University Hospital,HSE West and North West,106,42,148,76,89,49,0,7
2023-04-03,Portiuncula University Hospital,HSE West and North West,43,0,43,27,44,9,0,7
2023-04-03,Sligo University Hospital,HSE West and North West,80,56,136,65,65,48,0,7
2023-04-10,CHI at Crumlin,HSE Dublin and Midlands,29,0,29,0,21,0,0,7
2023-04-10,CHI at Tallaght,HSE Dublin and Midlands,2,0,2,0,7,0,0,7
2023-04-10,CHI at Temple Street,HSE Dublin and Midlands,27,0,27,0,21,0,0,7
2023-04-10,MRH Mullingar,HSE Dublin and Midlands,54,0,54,0,0,7,0,7
2023-04-10,MRH Portlaoise,HSE Dublin and Midlands,3,0,3,0,53,0,0,7
2023-04-10,MRH Tullamore,HSE Dublin and Midlands,0,0,0,0,36,0,0,7
2023-04-10,Naas General Hospital,HSE Dublin and Midlands,60,18,78,10,89,6,0,7
2023-04-10,St. James's Hospital,HSE Dublin and Midlands,149,0,149,0,410,26,0,7
2023-04-10,Tallaght University Hospital,HSE Dublin and Midlands,220,0,220,89,298,66,0,7
2023-04-10,Beaumont Hospital,HSE Dublin and North East,2,0,2,40,173,0,0,7
2023-04-10,Cavan General Hospital,HSE Dublin and North East,12,2,14,23,9,0,0,7
2023-04-10,Connolly Hospital,HSE Dublin and North East,5,0,5,140,91,0,0,7
2023-04-10,Mater Misericordiae University Hospital,HSE Dublin and North East,129,0,129,0,313,2,0,7
2023-04-10,Our Lady of Lourdes Hospital,HSE Dublin and North East,13,0,13,37,193,0,0,7
2023-04-10,Our Lady's Hospital Navan,HSE Dublin and North East,2,0,2,4,14,0,0,7
2023-04-10,St Luke's General Hospital Kilkenny,HSE Dublin and South East,88,31,119,215,95,53,0,7
2023-04-10,St. Vincent's University Hospital,HSE Dublin and South East,178,0,178,179,293,19,0,7
2023-04-10,Tipperary University Hospital,HSE Dublin and South East,14,0,14,64,23,0,0,7
2023-04-10,UH Waterford,HSE Dublin and South East,0,0,0,101,131,0,0,7
2023-04-10,Wexford General Hospital,HSE Dublin and South East,-3,4,1,15,33,0,0,7
2023-04-10,UH Limerick,HSE Mid West,118,171,289,258,80,29,0,7
2023-04-10,Cork University Hospital,HSE South West,185,55,240,131,438,34,0,7
2023-04-10,Mercy University Hospital,HSE South West,140,0,140,44,152,48,0,7
2023-04-10,UH Kerry,HSE South West,80,0,80,75,109,20,0,7
2023-04-10,Galway University Hospital,HSE West and North West,173,50,223,169,188,48,0,7
2023-04-10,Letterkenny University Hospital,HSE West and North West,77,19,96,72,145,28,0,7
2023-04-10,Mayo University Hospital,HSE West and North West,123,55,178,111,87,71,0,7
2023-04-10,Portiuncula University Hospital,HSE West and North West,28,1,29,31,45,5,0,7
2023-04-10,Sligo University Hospital,HSE West and North West,58,60,118,44,77,45,0,7
2023-04-17,CHI at Crumlin,HSE Dublin and Midlands,58,0,58,0,9,9,0,7
2023-04-17,CHI at Tallaght,HSE Dublin and Midlands,6,0,6,0,7,0,0,7
2023-04-17,CHI at Temple Street,HSE Dublin and Midlands,43,13,56,0,25,9,0,7
2023-04-17,MRH Mullingar,HSE Dublin and Midlands,34,0,34,0,0,5,0,7
2023-04-17,MRH Portlaoise,HSE Dublin and Midlands,16,0,16,3,71,0,0,7
2023-04-17,MRH Tullamore,HSE Dublin and Midlands,0,0,0,23,55,0,0,7
2023-04-17,Naas General Hospital,HSE Dublin and Midlands,43,23,66,19,56,5,0,7
2023-04-17,St. James's Hospital,HSE Dublin and Midlands,142,0,142,0,415,15,0,7
2023-04-17,Tallaght University Hospital,HSE Dublin and Midlands,239,0,239,135,258,77,0,7
2023-04-17,Beaumont Hospital,HSE Dublin and North East,17,0,17,16,169,0,0,7
2023-04-17,Cavan General Hospital,HSE Dublin and North East,16,0,16,19,4,0,0,7
2023-04-17,Connolly Hospital,HSE Dublin and North East,1,0,1,126,90,0,0,7
2023-04-17,Mater Misericordiae University Hospital,HSE Dublin and North East,147,0,147,0,266,16,0,7
2023-04-17,Our Lady of Lourdes Hospital,HSE Dublin and North East,33,5,38,49,202,1,0,7
2023-04-17,Our Lady's Hospital Navan,HSE Dublin and North East,9,0,9,0,10,0,0,7
2023-04-17,St Luke's General Hospital Kilkenny,HSE Dublin and South East,95,42,137,163,78,59,0,7
2023-04-17,St. Vincent's University Hospital,HSE Dublin and South East,194,0,194,188,275,30,0,7
2023-04-17,Tipperary University Hospital,HSE Dublin and South East,67,0,67,84,34,24,0,7
2023-04-17,UH Waterford,HSE Dublin and South East,0,0,0,78,143,0,0,7
2023-04-17,Wexford General Hospital,HSE Dublin and South East,1,17,18,30,39,0,0,7
2023-04-17,UH Limerick,HSE Mid West,144,191,335,324,78,39,0,7
2023-04-17,Cork University Hospital,HSE South West,209,84,293,167,381,42,0,7
2023-04-17,Mercy University Hospital,HSE South West,138,0,138,66,113,55,0,7
2023-04-17,UH Kerry,HSE South West,57,0,57,47,114,11,0,7
2023-04-17,Galway University Hospital,HSE West and North West,120,55,175,191,180,30,0,7
2023-04-17,Letterkenny University Hospital,HSE West and North West,73,17,90,33,149,21,0,7
2023-04-17,Mayo University Hospital,HSE West and North West,84,76,160,71,90,62,0,7
2023-04-17,Portiuncula University Hospital,HSE West and North West,34,6,40,23,29,3,0,7
2023-04-17,Sligo University Hospital,HSE West and North West,78,71,149,64,93,58,0,7
2023-04-24,CHI at Crumlin,HSE Dublin and Midlands,46,0,46,0,7,1,0,7
2023-04-24,CHI at Tallaght,HSE Dublin and Midlands,5,0,5,0,7,0,0,7
2023-04-24,CHI at Temple Street,HSE Dublin and Midlands,48,11,59,0,28,10,0,7
2023-04-24,MRH Mullingar,HSE Dublin and Midlands,56,0,56,1,0,11,0,7
2023-04-24,MRH Portlaoise,HSE Dublin and Midlands,28,0,28,15,75,0,0,7
2023-04-24,MRH Tullamore,HSE Dublin and Midlands,0,0,0,19,55,0,0,7
2023-04-24,Naas General Hospital,HSE Dublin and Midlands,48,20,68,20,65,2,0,7
2023-04-24,St. James's Hospital,HSE Dublin and Midlands,140,0,140,0,419,14,0,7
2023-04-24,Tallaght University Hospital,HSE Dublin and Midlands,218,0,218,124,223,59,0,7
2023-04-24,Beaumont Hospital,HSE Dublin and North East,0,0,0,0,181,0,0,7
2023-04-24,Cavan General Hospital,HSE Dublin and North East,47,5,52,32,8,3,0,7
2023-04-24,Connolly Hospital,HSE Dublin and North East,0,0,0,96,95,0,0,7
2023-04-24,Mater Misericordiae University Hospital,HSE Dublin and North East,115,0,115,0,365,9,0,7
2023-04-24,Our Lady of Lourdes Hospital,HSE Dublin and North East,35,2,37,40,228,0,0,7
2023-04-24,Our Lady's Hospital Navan,HSE Dublin and North East,12,0,12,4,19,0,0,7
2023-04-24,St Luke's General Hospital Kilkenny,HSE Dublin and South East,59,39,98,207,68,33,0,7
2023-04-24,St. Vincent's University Hospital,HSE Dublin and South East,247,0,247,174,303,40,0,7
2023-04-24,Tipperary University Hospital,HSE Dublin and South East,68,0,68,73,55,12,0,7
2023-04-24,UH Waterford,HSE Dublin and South East,0,0,0,53,132,0,0,7
2023-04-24,Wexford General Hospital,HSE Dublin and South East,29,16,45,55,57,9,0,7
2023-04-24,UH Limerick,HSE Mid West,154,193,347,269,94,61,0,7
2023-04-24,Cork University Hospital,HSE South West,181,69,250,150,324,42,0,7
2023-04-24,Mercy University Hospital,HSE South West,136,0,136,57,130,44,0,7
2023-04-24,UH Kerry,HSE South West,59,0,59,48,115,2,0,7
2023-04-24,Galway University Hospital,HSE West and North West,136,43,179,148,218,33,0,7
2023-04-24,Letterkenny University Hospital,HSE West and North West,47,25,72,56,112,19,0,7
2023-04-24,Mayo University Hospital,HSE West and North West,68,42,110,49,87,34,0,7
2023-04-24,Portiuncula University Hospital,HSE West and North West,55,2,57,25,38,14,0,7
2023-04-24,Sligo University Hospital,HSE West and North West,76,62,138,68,79,38,0,7
2023-05-01,CHI at Crumlin,HSE Dublin and Midlands,49,0,49,0,7,2,0,7
2023-05-01,CHI at Tallaght,HSE Dublin and Midlands,1,0,1,0,7,0,0,7
2023-05-01,CHI at Temple Street,HSE Dublin and Midlands,31,23,54,0,28,8,0,7
2023-05-01,MRH Mullingar,HSE Dublin and Midlands,34,0,34,0,0,11,0,7
2023-05-01,MRH Portlaoise,HSE Dublin and Midlands,43,0,43,39,64,2,0,7
2023-05-01,MRH Tullamore,HSE Dublin and Midlands,0,0,0,4,50,0,0,7
2023-05-01,Naas General Hospital,HSE Dublin and Midlands,86,23,109,30,78,9,0,7
2023-05-01,St. James's Hospital,HSE Dublin and Midlands,187,8,195,43,387,26,0,7
2023-05-01,Tallaght University Hospital,HSE Dublin and Midlands,241,0,241,138,250,59,0,7
2023-05-01,Beaumont Hospital,HSE Dublin and North East,17,0,17,14,168,0,0,7
2023-05-01,Cavan General Hospital,HSE Dublin and North East,70,3,73,49,27,7,0,7
2023-05-01,Connolly Hospital,HSE Dublin and North East,0,0,0,67,80,0,0,7
2023-05-01,Mater Misericordiae University Hospital,HSE Dublin and North East,156,0,156,0,354,17,0,7
2023-05-01,Our Lady of Lourdes Hospital,HSE Dublin and North East,41,5,46,64,240,0,0,7
2023-05-01,Our Lady's Hospital Navan,HSE Dublin and North East,24,0,24,7,25,0,0,7
2023-05-01,St Luke's General Hospital Kilkenny,HSE Dublin and South East,104,30,134,249,81,63,0,7
2023-05-01,St. Vincent's University Hospital,HSE Dublin and South East,240,0,240,167,311,64,0,7
2023-05-01,Tipperary University Hospital,HSE Dublin and South East,103,0,103,92,59,34,0,7
2023-05-01,UH Waterford,HSE Dublin and South East,0,0,0,72,139,0,0,7
2023-05-01,Wexford General Hospital,HSE Dublin and South East,6,29,35,47,46,7,0,7
2023-05-01,UH Limerick,HSE Mid West,181,186,367,345,94,77,0,7
2023-05-01,Cork University Hospital,HSE South West,163,53,216,131,347,25,0,7
2023-05-01,Mercy University Hospital,HSE South West,95,0,95,55,149,17,0,7
2023-05-01,UH Kerry,HSE South West,125,0,125,72,138,35,0,7
2023-05-01,Galway University Hospital,HSE West and North West,155,49,204,154,211,32,0,7
2023-05-01,Letterkenny University Hospital,HSE West and North West,65,28,93,59,105,34,0,7
2023-05-01,Mayo University Hospital,HSE West and North West,104,63,167,60,87,60,0,7
2023-05-01,Portiuncula University Hospital,HSE West and North West,64,6,70,63,42,13,0,7
2023-05-01,Sligo University Hospital,HSE West and North West,58,78,136,68,70,60,0,7
2023-05-08,CHI at Crumlin,HSE Dublin and Midlands,34,0,34,0,7,0,0,7
2023-05-08,CHI at Tallaght,HSE Dublin and Midlands,4,0,4,0,1,0,0,7
2023-05-08,CHI at Temple Street,HSE Dublin and Midlands,41,15,56,0,28,8,0,7
2023-05-08,MRH Mullingar,HSE Dublin and Midlands,49,0,49,0,0,5,0,7
2023-05-08,MRH Portlaoise,HSE Dublin and Midlands,49,0,49,51,52,4,0,7
2023-05-08,MRH Tullamore,HSE Dublin and Midlands,0,0,0,9,45,0,0,7
2023-05-08,Naas General Hospital,HSE Dublin and Midlands,129,26,155,14,77,39,0,7
2023-05-08,St. James's Hospital,HSE Dublin and Midlands,171,0,171,50,387,39,0,7
2023-05-08,Tallaght University Hospital,HSE Dublin and Midlands,270,10,280,132,245,90,0,7
2023-05-08,Beaumont Hospital,HSE Dublin and North East,0,0,0,0,184,0,0,7
2023-05-08,Cavan General Hospital,HSE Dublin and North East,57,8,65,41,36,4,0,7
2023-05-08,Connolly Hospital,HSE Dublin and North East,0,0,0,72,71,0,0,7
2023-05-08,Mater Misericordiae University Hospital,HSE Dublin and North East,167,0,167,0,364,23,0,7
2023-05-08,Our Lady of Lourdes Hospital,HSE Dublin and North East,70,6,76,91,233,0,0,7
2023-05-08,Our Lady's Hospital Navan,HSE Dublin and North East,10,0,10,18,21,0,0,7
2023-05-08,St Luke's General Hospital Kilkenny,HSE Dublin and South East,76,36,112,224,77,63,0,7
2023-05-08,St. Vincent's University Hospital,HSE Dublin and South East,205,0,205,173,303,50,0,7
