week_start,hospital,ed_trolleys,ward_trolleys,total_trolleys,days_in_week
2023-12-11,Bantry General Hospital,0,0,0,7
2023-12-11,Beaumont Hospital,50,0,50,7
2023-12-11,CHI at Crumlin,36,0,36,7
2023-12-11,CHI at Tallaght,20,0,20,7
2023-12-11,CHI at Temple Street,58,0,58,7
2023-12-11,Cavan General Hospital,31,2,33,7
2023-12-11,Connolly Hospital,4,0,4,7
2023-12-11,Cork University Hospital,177,54,231,7
2023-12-11,Ennis Hospital,0,0,0,7
2023-12-11,Galway University Hospital,165,47,212,7
2023-12-11,Letterkenny University Hospital,78,31,109,7
2023-12-11,MRH Mullingar,62,16,78,7
2023-12-11,MRH Portlaoise,54,0,54,7
2023-12-11,MRH Tullamore,0,0,0,7
2023-12-11,Mallow General Hospital,0,0,0,7
2023-12-11,Mater Misericordiae University Hospital,145,0,145,7
2023-12-11,Mayo University Hospital,68,78,146,7
2023-12-11,Mercy University Hospital,127,0,127,7
2023-12-11,Naas General Hospital,31,12,43,7
2023-12-11,National Orthopaedic Hospital Cappagh,0,0,0,7
2023-12-11,National Rehabilitation Hospital,0,0,0,7
2023-12-11,Nenagh Hospital,0,0,0,7
2023-12-11,Our Lady of Lourdes Hospital,81,8,89,7
2023-12-11,Our Lady's Hospital Navan,8,0,8,7
2023-12-11,Portiuncula University Hospital,5,0,5,7
2023-12-11,Roscommon University Hospital,0,0,0,7
2023-12-11,Sligo University Hospital,108,103,211,7
2023-12-11,South Infirmary Victoria University Hospital,0,0,0,7
2023-12-11,St Luke's General Hospital Kilkenny,28,12,40,7
2023-12-11,St. Columcille's Hospital,0,0,0,7
2023-12-11,St. James's Hospital,162,33,195,7
2023-12-11,St. John's Hospital Limerick,0,0,0,7
2023-12-11,St. Luke's Radiation Oncology Network,0,0,0,7
2023-12-11,St. Michael's Hospital,0,0,0,7
2023-12-11,St. Vincent's University Hospital,142,15,157,7
2023-12-11,Tallaght University Hospital,199,34,233,7
2023-12-11,Tipperary University Hospital,133,0,133,7
2023-12-11,UH Kerry,131,0,131,7
2023-12-11,UH Limerick,165,252,417,7
2023-12-11,UH Waterford,0,0,0,7
2023-12-11,Wexford General Hospital,32,16,48,7
2023-12-18,Bantry General Hospital,0,0,0,7
2023-12-18,Beaumont Hospital,21,0,21,7
2023-12-18,CHI at Crumlin,12,0,12,7
2023-12-18,CHI at Tallaght,16,0,16,7
2023-12-18,CHI at Temple Street,39,0,39,7
2023-12-18,Cavan General Hospital,5,4,9,7
2023-12-18,Connolly Hospital,7,0,7,7
2023-12-18,Cork University Hospital,63,22,85,7
2023-12-18,Ennis Hospital,0,0,0,7
2023-12-18,Galway University Hospital,112,28,140,7
2023-12-18,Letterkenny University Hospital,27,13,40,7
2023-12-18,MRH Mullingar,33,14,47,7
2023-12-18,MRH Portlaoise,21,0,21,7
2023-12-18,MRH Tullamore,0,0,0,7
2023-12-18,Mallow General Hospital,0,0,0,7
2023-12-18,Mater Misericordiae University Hospital,39,0,39,7
2023-12-18,Mayo University Hospital,39,44,83,7
2023-12-18,Mercy University Hospital,105,0,105,7
2023-12-18,Naas General Hospital,16,0,16,7
2023-12-18,National Orthopaedic Hospital Cappagh,0,0,0,7
2023-12-18,National Rehabilitation Hospital,0,0,0,7
2023-12-18,Nenagh Hospital,0,0,0,7
2023-12-18,Our Lady of Lourdes Hospital,30,6,36,7
2023-12-18,Our Lady's Hospital Navan,5,0,5,7
2023-12-18,Portiuncula University Hospital,3,0,3,7
2023-12-18,Roscommon University Hospital,0,0,0,7
2023-12-18,Sligo University Hospital,38,75,113,7
2023-12-18,South Infirmary Victoria University Hospital,0,0,0,7
2023-12-18,St Luke's General Hospital Kilkenny,39,19,58,7
2023-12-18,St. Columcille's Hospital,0,0,0,7
2023-12-18,St. James's Hospital,49,0,49,7
2023-12-18,St. John's Hospital Limerick,0,0,0,7
2023-12-18,St. Luke's Radiation Oncology Network,0,0,0,7
2023-12-18,St. Michael's Hospital,0,0,0,7
2023-12-18,St. Vincent's University Hospital,89,0,89,7
2023-12-18,Tallaght University Hospital,76,0,76,7
2023-12-18,Tipperary University Hospital,42,0,42,7
2023-12-18,UH Kerry,51,0,51,7
2023-12-18,UH Limerick,81,157,238,7
2023-12-18,UH Waterford,0,0,0,7
2023-12-18,Wexford General Hospital,45,20,65,7
2023-12-25,Bantry General Hospital,0,0,0,7
2023-12-25,Beaumont Hospital,0,0,0,7
2023-12-25,CHI at Crumlin,3,0,3,7
2023-12-25,CHI at Tallaght,3,0,3,7
2023-12-25,CHI at Temple Street,10,0,10,7
2023-12-25,Cavan General Hospital,13,0,13,7
2023-12-25,Connolly Hospital,0,0,0,7
2023-12-25,Cork University Hospital,26,0,26,7
2023-12-25,Ennis Hospital,0,0,0,7
2023-12-25,Galway University Hospital,33,0,33,7
2023-12-25,Letterkenny University Hospital,41,15,56,7
2023-12-25,MRH Mullingar,21,0,21,7
2023-12-25,MRH Portlaoise,8,0,8,7
2023-12-25,MRH Tullamore,0,0,0,7
2023-12-25,Mallow General Hospital,0,0,0,7
2023-12-25,Mater Misericordiae University Hospital,7,0,7,7
2023-12-25,Mayo University Hospital,13,8,21,7
2023-12-25,Mercy University Hospital,38,0,38,7
2023-12-25,Naas General Hospital,20,1,21,7
2023-12-25,National Orthopaedic Hospital Cappagh,0,0,0,7
2023-12-25,National Rehabilitation Hospital,0,0,0,7
2023-12-25,Nenagh Hospital,0,0,0,7
2023-12-25,Our Lady of Lourdes Hospital,0,0,0,7
2023-12-25,Our Lady's Hospital Navan,4,0,4,7
2023-12-25,Portiuncula University Hospital,7,0,7,7
2023-12-25,Roscommon University Hospital,0,0,0,7
2023-12-25,Sligo University Hospital,27,12,39,7
2023-12-25,South Infirmary Victoria University Hospital,0,0,0,7
2023-12-25,St Luke's General Hospital Kilkenny,2,0,2,7
2023-12-25,St. Columcille's Hospital,0,0,0,7
2023-12-25,St. James's Hospital,41,0,41,7
2023-12-25,St. John's Hospital Limerick,0,0,0,7
2023-12-25,St. Luke's Radiation Oncology Network,0,0,0,7
2023-12-25,St. Michael's Hospital,0,0,0,7
2023-12-25,St. Vincent's University Hospital,63,0,63,7
2023-12-25,Tallaght University Hospital,10,0,10,7
2023-12-25,Tipperary University Hospital,0,0,0,7
2023-12-25,UH Kerry,82,0,82,7
2023-12-25,UH Limerick,18,97,115,7
2023-12-25,UH Waterford,0,0,0,7
2023-12-25,Wexford General Hospital,22,1,23,7
2024-01-01,Bantry General Hospital,0,0,0,7
2024-01-01,Beaumont Hospital,15,0,15,7
2024-01-01,CHI at Crumlin,4,0,4,7
2024-01-01,CHI at Tallaght,3,0,3,7
2024-01-01,CHI at Temple Street,32,0,32,7
2024-01-01,Cavan General Hospital,65,4,69,7
2024-01-01,Connolly Hospital,5,0,5,7
2024-01-01,Cork University Hospital,170,71,241,7
2024-01-01,Ennis Hospital,0,0,0,7
2024-01-01,Galway University Hospital,142,30,172,7
2024-01-01,Letterkenny University Hospital,51,25,76,7
2024-01-01,MRH Mullingar,37,5,42,7
2024-01-01,MRH Portlaoise,31,0,31,7
2024-01-01,MRH Tullamore,0,0,0,7
2024-01-01,Mallow General Hospital,0,0,0,7
2024-01-01,Mater Misericordiae University Hospital,91,0,91,7
2024-01-01,Mayo University Hospital,83,65,148,7
2024-01-01,Mercy University Hospital,140,0,140,7
2024-01-01,Naas General Hospital,73,14,87,7
2024-01-01,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-01-01,National Rehabilitation Hospital,0,0,0,7
2024-01-01,Nenagh Hospital,0,0,0,7
2024-01-01,Our Lady of Lourdes Hospital,67,1,68,7
2024-01-01,Our Lady's Hospital Navan,0,0,0,7
2024-01-01,Portiuncula University Hospital,25,0,25,7
2024-01-01,Roscommon University Hospital,0,0,0,7
2024-01-01,Sligo University Hospital,77,74,151,7
2024-01-01,South Infirmary Victoria University Hospital,0,0,0,7
2024-01-01,St Luke's General Hospital Kilkenny,28,0,28,7
2024-01-01,St. Columcille's Hospital,0,0,0,7
2024-01-01,St. James's Hospital,143,0,143,7
2024-01-01,St. John's Hospital Limerick,0,0,0,7
2024-01-01,St. Luke's Radiation Oncology Network,0,0,0,7
2024-01-01,St. Michael's Hospital,0,0,0,7
2024-01-01,St. Vincent's University Hospital,84,2,86,7
2024-01-01,Tallaght University Hospital,98,0,98,7
2024-01-01,Tipperary University Hospital,8,0,8,7
2024-01-01,UH Kerry,127,0,127,7
2024-01-01,UH Limerick,52,240,292,7
2024-01-01,UH Waterford,0,0,0,7
2024-01-01,Wexford General Hospital,25,12,37,7
2024-01-08,Bantry General Hospital,0,0,0,7
2024-01-08,Beaumont Hospital,29,0,29,7
2024-01-08,CHI at Crumlin,7,0,7,7
2024-01-08,CHI at Tallaght,4,0,4,7
2024-01-08,CHI at Temple Street,48,0,48,7
2024-01-08,Cavan General Hospital,33,8,41,7
2024-01-08,Connolly Hospital,20,0,20,7
2024-01-08,Cork University Hospital,148,81,229,7
2024-01-08,Ennis Hospital,0,0,0,7
2024-01-08,Galway University Hospital,106,46,152,7
2024-01-08,Letterkenny University Hospital,59,23,82,7
2024-01-08,Louth County Hospital,0,0,0,2
2024-01-08,MRH Mullingar,14,0,14,7
2024-01-08,MRH Portlaoise,11,0,11,7
2024-01-08,MRH Tullamore,0,0,0,7
2024-01-08,Mallow General Hospital,0,0,0,7
2024-01-08,Mater Misericordiae University Hospital,176,0,176,7
2024-01-08,Mayo University Hospital,54,39,93,7
2024-01-08,Mercy University Hospital,152,12,164,7
2024-01-08,Naas General Hospital,49,5,54,7
2024-01-08,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-01-08,National Rehabilitation Hospital,0,0,0,7
2024-01-08,Nenagh Hospital,0,0,0,7
2024-01-08,Our Lady of Lourdes Hospital,92,0,92,7
2024-01-08,Our Lady's Hospital Navan,8,0,8,7
2024-01-08,Portiuncula University Hospital,11,0,11,7
2024-01-08,Roscommon University Hospital,0,0,0,7
2024-01-08,Sligo University Hospital,40,102,142,7
2024-01-08,South Infirmary Victoria University Hospital,0,0,0,7
2024-01-08,St Luke's General Hospital Kilkenny,10,4,14,7
2024-01-08,St. Columcille's Hospital,0,0,0,7
2024-01-08,St. James's Hospital,150,0,150,7
2024-01-08,St. John's Hospital Limerick,0,0,0,7
2024-01-08,St. Luke's Radiation Oncology Network,0,0,0,7
2024-01-08,St. Michael's Hospital,0,0,0,7
2024-01-08,St. Vincent's University Hospital,115,0,115,7
2024-01-08,Tallaght University Hospital,116,22,138,7
2024-01-08,Tipperary University Hospital,35,0,35,7
2024-01-08,UH Kerry,87,0,87,7
2024-01-08,UH Limerick,67,251,318,7
2024-01-08,UH Waterford,0,0,0,7
2024-01-08,Wexford General Hospital,48,48,96,7
2024-01-15,Bantry General Hospital,0,0,0,7
2024-01-15,Beaumont Hospital,95,0,95,7
2024-01-15,CHI at Crumlin,16,0,16,7
2024-01-15,CHI at Tallaght,23,0,23,7
2024-01-15,CHI at Temple Street,37,0,37,7
2024-01-15,Cavan General Hospital,22,16,38,7
2024-01-15,Connolly Hospital,10,0,10,7
2024-01-15,Cork University Hospital,193,116,309,7
2024-01-15,Ennis Hospital,0,0,0,7
2024-01-15,Galway University Hospital,113,51,164,7
2024-01-15,Letterkenny University Hospital,86,27,113,7
2024-01-15,Louth County Hospital,0,0,0,7
2024-01-15,MRH Mullingar,7,0,7,7
2024-01-15,MRH Portlaoise,24,0,24,7
2024-01-15,MRH Tullamore,0,0,0,7
2024-01-15,Mallow General Hospital,0,0,0,7
2024-01-15,Mater Misericordiae University Hospital,168,0,168,7
2024-01-15,Mayo University Hospital,29,7,36,7
2024-01-15,Mercy University Hospital,133,23,156,7
2024-01-15,Naas General Hospital,22,3,25,7
2024-01-15,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-01-15,National Rehabilitation Hospital,0,0,0,7
2024-01-15,Nenagh Hospital,0,0,0,7
2024-01-15,Our Lady of Lourdes Hospital,46,2,48,7
2024-01-15,Our Lady's Hospital Navan,10,0,10,7
2024-01-15,Portiuncula University Hospital,16,0,16,7
2024-01-15,Roscommon University Hospital,0,0,0,7
2024-01-15,Sligo University Hospital,36,48,84,7
2024-01-15,South Infirmary Victoria University Hospital,0,0,0,7
2024-01-15,St Luke's General Hospital Kilkenny,19,0,19,7
2024-01-15,St. Columcille's Hospital,0,0,0,7
2024-01-15,St. James's Hospital,128,0,128,7
2024-01-15,St. John's Hospital Limerick,0,0,0,7
2024-01-15,St. Luke's Radiation Oncology Network,0,0,0,7
2024-01-15,St. Michael's Hospital,0,0,0,7
2024-01-15,St. Vincent's University Hospital,124,0,124,7
2024-01-15,Tallaght University Hospital,184,34,218,7
2024-01-15,Tipperary University Hospital,97,0,97,7
2024-01-15,UH Kerry,88,2,90,7
2024-01-15,UH Limerick,98,260,358,7
2024-01-15,UH Waterford,0,0,0,7
2024-01-15,Wexford General Hospital,36,25,61,7
2024-01-22,Bantry General Hospital,0,0,0,7
2024-01-22,Beaumont Hospital,91,0,91,7
2024-01-22,CHI at Crumlin,43,0,43,7
2024-01-22,CHI at Tallaght,20,1,21,7
2024-01-22,CHI at Temple Street,32,0,32,7
2024-01-22,Cavan General Hospital,41,4,45,7
2024-01-22,Connolly Hospital,34,7,41,7
2024-01-22,Cork University Hospital,202,111,313,7
2024-01-22,Ennis Hospital,0,0,0,7
2024-01-22,Galway University Hospital,119,66,185,7
2024-01-22,Letterkenny University Hospital,82,48,130,7
2024-01-22,Louth County Hospital,0,0,0,7
2024-01-22,MRH Mullingar,44,2,46,7
2024-01-22,MRH Portlaoise,12,0,12,7
2024-01-22,MRH Tullamore,0,0,0,7
2024-01-22,Mallow General Hospital,0,0,0,7
2024-01-22,Mater Misericordiae University Hospital,82,0,82,7
2024-01-22,Mayo University Hospital,26,52,78,7
2024-01-22,Mercy University Hospital,99,27,126,7
2024-01-22,Naas General Hospital,36,11,47,7
2024-01-22,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-01-22,National Rehabilitation Hospital,0,0,0,7
2024-01-22,Nenagh Hospital,0,0,0,7
2024-01-22,Our Lady of Lourdes Hospital,67,1,68,7
2024-01-22,Our Lady's Hospital Navan,22,0,22,7
2024-01-22,Portiuncula University Hospital,15,2,17,7
2024-01-22,Roscommon University Hospital,0,0,0,7
2024-01-22,Sligo University Hospital,36,71,107,7
2024-01-22,South Infirmary Victoria University Hospital,0,0,0,7
2024-01-22,St Luke's General Hospital Kilkenny,34,18,52,7
2024-01-22,St. Columcille's Hospital,0,0,0,7
2024-01-22,St. James's Hospital,145,0,145,7
2024-01-22,St. John's Hospital Limerick,0,0,0,7
2024-01-22,St. Luke's Radiation Oncology Network,0,0,0,7
2024-01-22,St. Michael's Hospital,0,0,0,7
2024-01-22,St. Vincent's University Hospital,159,6,165,7
2024-01-22,Tallaght University Hospital,166,42,208,7
2024-01-22,Tipperary University Hospital,51,0,51,7
2024-01-22,UH Kerry,107,5,112,7
2024-01-22,UH Limerick,133,288,421,7
2024-01-22,UH Waterford,0,0,0,7
2024-01-22,Wexford General Hospital,12,4,16,7
2024-01-29,Bantry General Hospital,0,0,0,7
2024-01-29,Beaumont Hospital,51,0,51,7
2024-01-29,CHI at Crumlin,32,1,33,7
2024-01-29,CHI at Tallaght,7,0,7,7
2024-01-29,CHI at Temple Street,26,0,26,7
2024-01-29,Cavan General Hospital,21,6,27,7
2024-01-29,Connolly Hospital,5,1,6,7
2024-01-29,Cork University Hospital,130,89,219,7
2024-01-29,Ennis Hospital,0,0,0,7
2024-01-29,Galway University Hospital,113,48,161,7
2024-01-29,Letterkenny University Hospital,33,30,63,7
2024-01-29,Louth County Hospital,0,0,0,7
2024-01-29,MRH Mullingar,17,0,17,7
2024-01-29,MRH Portlaoise,25,0,25,7
2024-01-29,MRH Tullamore,0,0,0,7
2024-01-29,Mallow General Hospital,0,0,0,7
2024-01-29,Mater Misericordiae University Hospital,97,0,97,7
2024-01-29,Mayo University Hospital,29,52,81,7
2024-01-29,Mercy University Hospital,65,0,65,7
2024-01-29,Naas General Hospital,49,8,57,7
2024-01-29,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-01-29,National Rehabilitation Hospital,0,0,0,7
2024-01-29,Nenagh Hospital,0,0,0,7
2024-01-29,Our Lady of Lourdes Hospital,111,11,122,7
2024-01-29,Our Lady's Hospital Navan,22,0,22,7
2024-01-29,Portiuncula University Hospital,30,6,36,7
2024-01-29,Roscommon University Hospital,0,0,0,7
2024-01-29,Sligo University Hospital,42,84,126,7
2024-01-29,South Infirmary Victoria University Hospital,0,0,0,7
2024-01-29,St Luke's General Hospital Kilkenny,31,23,54,7
2024-01-29,St. Columcille's Hospital,0,0,0,7
2024-01-29,St. James's Hospital,123,0,123,7
2024-01-29,St. John's Hospital Limerick,0,0,0,7
2024-01-29,St. Luke's Radiation Oncology Network,0,0,0,7
2024-01-29,St. Michael's Hospital,0,0,0,7
2024-01-29,St. Vincent's University Hospital,149,6,155,7
2024-01-29,Tallaght University Hospital,118,19,137,7
2024-01-29,Tipperary University Hospital,39,0,39,7
2024-01-29,UH Kerry,66,0,66,7
2024-01-29,UH Limerick,137,310,447,7
2024-01-29,UH Waterford,0,0,0,7
2024-01-29,Wexford General Hospital,35,38,73,7
2024-02-05,Bantry General Hospital,0,0,0,7
2024-02-05,Beaumont Hospital,79,0,79,7
2024-02-05,CHI at Crumlin,24,0,24,7
2024-02-05,CHI at Tallaght,20,0,20,7
2024-02-05,CHI at Temple Street,41,0,41,7
2024-02-05,Cavan General Hospital,46,4,50,7
2024-02-05,Connolly Hospital,31,0,31,7
2024-02-05,Cork University Hospital,126,65,191,7
2024-02-05,Ennis Hospital,0,0,0,7
2024-02-05,Galway University Hospital,101,47,148,7
2024-02-05,Letterkenny University Hospital,40,38,78,7
2024-02-05,Louth County Hospital,0,0,0,7
2024-02-05,MRH Mullingar,9,0,9,7
2024-02-05,MRH Portlaoise,12,0,12,7
2024-02-05,MRH Tullamore,0,0,0,7
2024-02-05,Mallow General Hospital,0,0,0,7
2024-02-05,Mater Misericordiae University Hospital,141,0,141,7
2024-02-05,Mayo University Hospital,22,58,80,7
2024-02-05,Mercy University Hospital,48,0,48,7
2024-02-05,Naas General Hospital,60,19,79,7
2024-02-05,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-02-05,National Rehabilitation Hospital,0,0,0,7
2024-02-05,Nenagh Hospital,0,0,0,7
2024-02-05,Our Lady of Lourdes Hospital,79,0,79,7
2024-02-05,Our Lady's Hospital Navan,21,0,21,7
2024-02-05,Portiuncula University Hospital,53,0,53,7
2024-02-05,Roscommon University Hospital,0,0,0,7
2024-02-05,Sligo University Hospital,53,99,152,7
2024-02-05,South Infirmary Victoria University Hospital,0,0,0,7
2024-02-05,St Luke's General Hospital Kilkenny,61,28,89,7
2024-02-05,St. Columcille's Hospital,0,0,0,7
2024-02-05,St. James's Hospital,165,0,165,7
2024-02-05,St. John's Hospital Limerick,0,0,0,7
2024-02-05,St. Luke's Radiation Oncology Network,0,0,0,7
2024-02-05,St. Michael's Hospital,0,0,0,7
2024-02-05,St. Vincent's University Hospital,194,18,212,7
2024-02-05,Tallaght University Hospital,133,25,158,7
2024-02-05,Tipperary University Hospital,35,0,35,7
2024-02-05,UH Kerry,76,0,76,7
2024-02-05,UH Limerick,192,309,501,7
2024-02-05,UH Waterford,0,0,0,7
2024-02-05,Wexford General Hospital,38,43,81,7
2024-02-12,Bantry General Hospital,0,0,0,7
2024-02-12,Beaumont Hospital,34,0,34,7
2024-02-12,CHI at Crumlin,11,0,11,7
2024-02-12,CHI at Tallaght,8,1,9,7
2024-02-12,CHI at Temple Street,43,0,43,7
2024-02-12,Cavan General Hospital,32,8,40,7
2024-02-12,Connolly Hospital,21,0,21,7
2024-02-12,Cork University Hospital,102,48,150,7
2024-02-12,Ennis Hospital,0,0,0,7
2024-02-12,Galway University Hospital,141,80,221,7
2024-02-12,Letterkenny University Hospital,33,33,66,7
2024-02-12,Louth County Hospital,0,0,0,7
2024-02-12,MRH Mullingar,20,0,20,7
2024-02-12,MRH Portlaoise,25,0,25,7
2024-02-12,MRH Tullamore,0,0,0,7
2024-02-12,Mallow General Hospital,0,0,0,7
2024-02-12,Mater Misericordiae University Hospital,156,0,156,7
2024-02-12,Mayo University Hospital,49,61,110,7
2024-02-12,Mercy University Hospital,27,3,30,7
2024-02-12,Naas General Hospital,48,8,56,7
2024-02-12,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-02-12,National Rehabilitation Hospital,0,0,0,7
2024-02-12,Nenagh Hospital,0,0,0,7
2024-02-12,Our Lady of Lourdes Hospital,53,0,53,7
2024-02-12,Our Lady's Hospital Navan,1,0,1,7
2024-02-12,Portiuncula University Hospital,42,0,42,7
2024-02-12,Roscommon University Hospital,0,0,0,7
2024-02-12,Sligo University Hospital,48,99,147,7
2024-02-12,South Infirmary Victoria University Hospital,0,0,0,7
2024-02-12,St Luke's General Hospital Kilkenny,65,26,91,7
2024-02-12,St. Columcille's Hospital,0,0,0,7
2024-02-12,St. James's Hospital,142,0,142,7
2024-02-12,St. John's Hospital Limerick,0,0,0,7
2024-02-12,St. Luke's Radiation Oncology Network,0,0,0,7
2024-02-12,St. Michael's Hospital,0,0,0,7
2024-02-12,St. Vincent's University Hospital,185,0,185,7
2024-02-12,Tallaght University Hospital,106,0,106,7
2024-02-12,Tipperary University Hospital,42,0,42,7
2024-02-12,UH Kerry,98,10,108,7
2024-02-12,UH Limerick,139,278,417,7
2024-02-12,UH Waterford,0,0,0,7
2024-02-12,Wexford General Hospital,33,50,83,7
2024-02-19,Bantry General Hospital,0,0,0,7
2024-02-19,Beaumont Hospital,24,0,24,7
2024-02-19,CHI at Crumlin,47,0,47,7
2024-02-19,CHI at Tallaght,12,0,12,7
2024-02-19,CHI at Temple Street,49,0,49,7
2024-02-19,Cavan General Hospital,22,2,24,7
2024-02-19,Connolly Hospital,88,0,88,7
2024-02-19,Cork University Hospital,114,35,149,7
2024-02-19,Ennis Hospital,0,0,0,7
2024-02-19,Galway University Hospital,150,74,224,7
2024-02-19,Letterkenny University Hospital,20,8,28,7
2024-02-19,Louth County Hospital,0,0,0,7
2024-02-19,MRH Mullingar,23,4,27,7
2024-02-19,MRH Portlaoise,68,0,68,7
2024-02-19,MRH Tullamore,0,0,0,7
2024-02-19,Mallow General Hospital,0,0,0,7
2024-02-19,Mater Misericordiae University Hospital,156,0,156,7
2024-02-19,Mayo University Hospital,34,61,95,7
2024-02-19,Mercy University Hospital,42,0,42,7
2024-02-19,Naas General Hospital,57,18,75,7
2024-02-19,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-02-19,National Rehabilitation Hospital,0,0,0,7
2024-02-19,Nenagh Hospital,0,0,0,7
2024-02-19,Our Lady of Lourdes Hospital,91,0,91,7
2024-02-19,Our Lady's Hospital Navan,7,0,7,7
2024-02-19,Portiuncula University Hospital,10,0,10,7
2024-02-19,Roscommon University Hospital,0,0,0,7
2024-02-19,Sligo University Hospital,33,84,117,7
2024-02-19,South Infirmary Victoria University Hospital,0,0,0,7
2024-02-19,St Luke's General Hospital Kilkenny,25,13,38,7
2024-02-19,St. Columcille's Hospital,0,0,0,7
2024-02-19,St. James's Hospital,127,0,127,7
2024-02-19,St. John's Hospital Limerick,0,0,0,7
2024-02-19,St. Luke's Radiation Oncology Network,0,0,0,7
2024-02-19,St. Michael's Hospital,0,0,0,7
2024-02-19,St. Vincent's University Hospital,140,3,143,7
2024-02-19,Tallaght University Hospital,89,0,89,7
2024-02-19,Tipperary University Hospital,16,0,16,7
2024-02-19,UH Kerry,61,0,61,7
2024-02-19,UH Limerick,117,270,387,7
2024-02-19,UH Waterford,0,0,0,7
2024-02-19,Wexford General Hospital,42,34,76,7
2024-02-26,Bantry General Hospital,0,0,0,7
2024-02-26,Beaumont Hospital,5,0,5,7
2024-02-26,CHI at Crumlin,46,0,46,7
2024-02-26,CHI at Tallaght,9,2,11,7
2024-02-26,CHI at Temple Street,64,0,64,7
2024-02-26,Cavan General Hospital,35,0,35,7
2024-02-26,Connolly Hospital,22,0,22,7
2024-02-26,Cork University Hospital,123,77,200,7
2024-02-26,Ennis Hospital,0,0,0,7
2024-02-26,Galway University Hospital,73,48,121,7
2024-02-26,Letterkenny University Hospital,34,6,40,7
2024-02-26,Louth County Hospital,0,0,0,7
2024-02-26,MRH Mullingar,22,0,22,7
2024-02-26,MRH Portlaoise,16,0,16,7
2024-02-26,MRH Tullamore,0,0,0,7
2024-02-26,Mallow General Hospital,0,0,0,7
2024-02-26,Mater Misericordiae University Hospital,149,0,149,7
2024-02-26,Mayo University Hospital,31,71,102,7
2024-02-26,Mercy University Hospital,103,4,107,7
2024-02-26,Naas General Hospital,129,27,156,7
2024-02-26,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-02-26,National Rehabilitation Hospital,0,0,0,7
2024-02-26,Nenagh Hospital,0,0,0,7
2024-02-26,Our Lady of Lourdes Hospital,58,0,58,7
2024-02-26,Our Lady's Hospital Navan,16,0,16,7
2024-02-26,Portiuncula University Hospital,19,0,19,7
2024-02-26,Roscommon University Hospital,0,0,0,7
2024-02-26,Sligo University Hospital,25,61,86,7
2024-02-26,South Infirmary Victoria University Hospital,0,0,0,7
2024-02-26,St Luke's General Hospital Kilkenny,11,3,14,7
2024-02-26,St. Columcille's Hospital,0,0,0,7
2024-02-26,St. James's Hospital,135,0,135,7
2024-02-26,St. John's Hospital Limerick,0,0,0,7
2024-02-26,St. Luke's Radiation Oncology Network,0,0,0,7
2024-02-26,St. Michael's Hospital,0,0,0,7
2024-02-26,St. Vincent's University Hospital,148,5,153,7
2024-02-26,Tallaght University Hospital,85,8,93,7
2024-02-26,Tipperary University Hospital,78,0,78,7
2024-02-26,UH Kerry,39,0,39,7
2024-02-26,UH Limerick,135,286,421,7
2024-02-26,UH Waterford,0,0,0,7
2024-02-26,Wexford General Hospital,18,25,43,7
2024-03-04,Bantry General Hospital,0,0,0,7
2024-03-04,Beaumont Hospital,21,0,21,7
2024-03-04,CHI at Crumlin,34,0,34,7
2024-03-04,CHI at Tallaght,8,1,9,7
2024-03-04,CHI at Temple Street,20,0,20,7
2024-03-04,Cavan General Hospital,5,0,5,7
2024-03-04,Connolly Hospital,23,0,23,7
2024-03-04,Cork University Hospital,108,52,160,7
2024-03-04,Ennis Hospital,0,0,0,7
2024-03-04,Galway University Hospital,106,61,167,7
2024-03-04,Letterkenny University Hospital,14,3,15,7
2024-03-04,Louth County Hospital,0,0,0,7
2024-03-04,MRH Mullingar,27,0,27,7
2024-03-04,MRH Portlaoise,45,0,45,7
2024-03-04,MRH Tullamore,0,0,0,7
2024-03-04,Mallow General Hospital,0,0,0,7
2024-03-04,Mater Misericordiae University Hospital,139,0,139,7
2024-03-04,Mayo University Hospital,27,46,73,7
2024-03-04,Mercy University Hospital,64,2,66,7
2024-03-04,Naas General Hospital,120,24,144,7
2024-03-04,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-03-04,National Rehabilitation Hospital,0,0,0,7
2024-03-04,Nenagh Hospital,0,0,0,7
2024-03-04,Our Lady of Lourdes Hospital,85,0,85,7
2024-03-04,Our Lady's Hospital Navan,4,0,4,7
2024-03-04,Portiuncula University Hospital,9,0,9,7
2024-03-04,Roscommon University Hospital,0,0,0,7
2024-03-04,Sligo University Hospital,16,35,51,7
2024-03-04,South Infirmary Victoria University Hospital,0,0,0,7
2024-03-04,St Luke's General Hospital Kilkenny,24,7,31,7
2024-03-04,St. Columcille's Hospital,0,0,0,7
2024-03-04,St. James's Hospital,129,0,129,7
2024-03-04,St. John's Hospital Limerick,0,0,0,7
2024-03-04,St. Luke's Radiation Oncology Network,0,0,0,7
2024-03-04,St. Michael's Hospital,0,0,0,7
