week_start,hospital,ed_trolleys,ward_trolleys,total_trolleys,days_in_week
2024-12-09,St. Michael's Hospital,0,0,0,7
2024-12-09,St. Vincent's University Hospital,165,10,175,7
2024-12-09,Tallaght University Hospital,131,28,159,7
2024-12-09,Tipperary University Hospital,57,43,100,7
2024-12-09,UH Kerry,43,0,43,7
2024-12-09,UH Limerick,113,249,362,7
2024-12-09,UH Waterford,0,0,0,7
2024-12-09,Wexford General Hospital,34,21,55,7
2024-12-16,Bantry General Hospital,0,0,0,7
2024-12-16,Beaumont Hospital,32,0,32,7
2024-12-16,CHI at Crumlin,31,0,31,7
2024-12-16,CHI at Tallaght,11,0,11,7
2024-12-16,CHI at Temple Street,38,0,38,7
2024-12-16,Cavan General Hospital,58,0,58,7
2024-12-16,Connolly Hospital,8,0,8,7
2024-12-16,Cork University Hospital,152,36,188,7
2024-12-16,Ennis Hospital,0,0,0,7
2024-12-16,Galway University Hospital,83,31,114,7
2024-12-16,Letterkenny University Hospital,38,21,59,7
2024-12-16,Louth County Hospital,0,0,0,7
2024-12-16,MRH Mullingar,42,3,45,7
2024-12-16,MRH Portlaoise,23,0,23,7
2024-12-16,MRH Tullamore,0,0,0,7
2024-12-16,Mallow General Hospital,0,0,0,7
2024-12-16,Mater Misericordiae University Hospital,136,0,136,7
2024-12-16,Mayo University Hospital,35,70,105,7
2024-12-16,Mercy University Hospital,91,29,120,7
2024-12-16,Naas General Hospital,70,38,108,7
2024-12-16,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-12-16,National Rehabilitation Hospital,0,0,0,7
2024-12-16,Nenagh Hospital,0,0,0,7
2024-12-16,Our Lady of Lourdes Hospital,99,0,99,7
2024-12-16,Our Lady's Hospital Navan,19,0,19,7
2024-12-16,Portiuncula University Hospital,5,0,5,7
2024-12-16,Roscommon University Hospital,0,0,0,7
2024-12-16,Sligo University Hospital,41,77,118,7
2024-12-16,South Infirmary Victoria University Hospital,0,0,0,7
2024-12-16,St Luke's General Hospital Kilkenny,13,5,18,7
2024-12-16,St. Columcille's Hospital,0,0,0,7
2024-12-16,St. James's Hospital,91,0,91,7
2024-12-16,St. John's Hospital Limerick,0,0,0,7
2024-12-16,St. Luke's Radiation Oncology Network,0,0,0,7
2024-12-16,St. Michael's Hospital,0,0,0,7
2024-12-16,St. Vincent's University Hospital,89,21,110,7
2024-12-16,Tallaght University Hospital,132,21,153,7
2024-12-16,Tipperary University Hospital,29,36,65,7
2024-12-16,UH Kerry,43,7,50,7
2024-12-16,UH Limerick,145,276,421,7
2024-12-16,UH Waterford,0,0,0,7
2024-12-16,Wexford General Hospital,16,4,20,7
2024-12-23,Bantry General Hospital,0,0,0,7
2024-12-23,Beaumont Hospital,0,0,0,7
2024-12-23,CHI at Crumlin,10,0,10,7
2024-12-23,CHI at Tallaght,1,0,1,7
2024-12-23,CHI at Temple Street,9,0,9,7
2024-12-23,Cavan General Hospital,13,0,13,7
2024-12-23,Connolly Hospital,0,0,0,7
2024-12-23,Cork University Hospital,19,0,19,7
2024-12-23,Ennis Hospital,0,0,0,7
2024-12-23,Galway University Hospital,28,0,28,7
2024-12-23,Letterkenny University Hospital,18,4,22,7
2024-12-23,Louth County Hospital,0,0,0,7
2024-12-23,MRH Mullingar,28,1,29,7
2024-12-23,MRH Portlaoise,31,0,31,7
2024-12-23,MRH Tullamore,0,0,0,7
2024-12-23,Mallow General Hospital,0,0,0,7
2024-12-23,Mater Misericordiae University Hospital,25,0,25,7
2024-12-23,Mayo University Hospital,32,53,85,7
2024-12-23,Mercy University Hospital,58,16,74,7
2024-12-23,Naas General Hospital,35,1,36,7
2024-12-23,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-12-23,National Rehabilitation Hospital,0,0,0,7
2024-12-23,Nenagh Hospital,0,0,0,7
2024-12-23,Our Lady of Lourdes Hospital,91,0,91,7
2024-12-23,Our Lady's Hospital Navan,4,0,4,7
2024-12-23,Portiuncula University Hospital,28,0,28,7
2024-12-23,Roscommon University Hospital,0,0,0,7
2024-12-23,Sligo University Hospital,23,9,32,7
2024-12-23,South Infirmary Victoria University Hospital,0,0,0,7
2024-12-23,St Luke's General Hospital Kilkenny,21,3,24,7
2024-12-23,St. Columcille's Hospital,0,0,0,7
2024-12-23,St. James's Hospital,14,0,14,7
2024-12-23,St. John's Hospital Limerick,0,0,0,7
2024-12-23,St. Luke's Radiation Oncology Network,0,0,0,7
2024-12-23,St. Michael's Hospital,0,0,0,7
2024-12-23,St. Vincent's University Hospital,48,0,48,7
2024-12-23,Tallaght University Hospital,32,0,32,7
2024-12-23,Tipperary University Hospital,6,4,10,7
2024-12-23,UH Kerry,36,0,36,7
2024-12-23,UH Limerick,78,128,206,7
2024-12-23,UH Waterford,0,0,0,7
2024-12-23,Wexford General Hospital,17,0,17,7
2024-12-30,Bantry General Hospital,0,0,0,7
2024-12-30,Beaumont Hospital,0,0,0,7
2024-12-30,CHI at Crumlin,7,0,7,7
2024-12-30,CHI at Tallaght,6,0,6,7
2024-12-30,CHI at Temple Street,20,0,20,7
2024-12-30,Cavan General Hospital,49,0,49,7
2024-12-30,Connolly Hospital,0,0,0,7
2024-12-30,Cork University Hospital,132,26,158,7
2024-12-30,Ennis Hospital,0,0,0,7
2024-12-30,Galway University Hospital,91,21,112,7
2024-12-30,Letterkenny University Hospital,45,21,66,7
2024-12-30,Louth County Hospital,0,0,0,7
2024-12-30,MRH Mullingar,31,9,40,7
2024-12-30,MRH Portlaoise,51,0,51,7
2024-12-30,MRH Tullamore,0,0,0,7
2024-12-30,Mallow General Hospital,0,0,0,7
2024-12-30,Mater Misericordiae University Hospital,41,0,41,7
2024-12-30,Mayo University Hospital,39,73,112,7
2024-12-30,Mercy University Hospital,107,20,127,7
2024-12-30,Naas General Hospital,77,37,114,7
2024-12-30,National Orthopaedic Hospital Cappagh,0,0,0,7
2024-12-30,National Rehabilitation Hospital,0,0,0,7
2024-12-30,Nenagh Hospital,0,0,0,7
2024-12-30,Our Lady of Lourdes Hospital,121,0,121,7
2024-12-30,Our Lady's Hospital Navan,2,0,2,7
2024-12-30,Portiuncula University Hospital,76,11,87,7
2024-12-30,Roscommon University Hospital,0,0,0,7
2024-12-30,Sligo University Hospital,93,75,168,7
2024-12-30,South Infirmary Victoria University Hospital,0,0,0,7
2024-12-30,St Luke's General Hospital Kilkenny,27,16,43,7
2024-12-30,St. Columcille's Hospital,0,0,0,7
2024-12-30,St. James's Hospital,65,0,65,7
2024-12-30,St. John's Hospital Limerick,0,0,0,7
2024-12-30,St. Luke's Radiation Oncology Network,0,0,0,7
2024-12-30,St. Michael's Hospital,0,0,0,7
2024-12-30,St. Vincent's University Hospital,142,11,153,7
2024-12-30,Tallaght University Hospital,120,0,120,7
2024-12-30,Tipperary University Hospital,41,52,93,7
2024-12-30,UH Kerry,87,20,107,7
2024-12-30,UH Limerick,168,269,437,7
2024-12-30,UH Waterford,0,0,0,7
2024-12-30,Wexford General Hospital,33,17,50,7
2025-01-06,Bantry General Hospital,0,0,0,7
2025-01-06,Beaumont Hospital,65,0,65,7
2025-01-06,CHI at Crumlin,6,0,6,7
2025-01-06,CHI at Tallaght,5,0,5,7
2025-01-06,CHI at Temple Street,10,0,10,7
2025-01-06,Cavan General Hospital,60,0,60,7
2025-01-06,Connolly Hospital,20,0,20,7
2025-01-06,Cork University Hospital,199,50,249,7
2025-01-06,Ennis Hospital,0,0,0,7
2025-01-06,Galway University Hospital,137,61,198,7
2025-01-06,Letterkenny University Hospital,55,36,91,7
2025-01-06,Louth County Hospital,0,0,0,7
2025-01-06,MRH Mullingar,27,7,34,7
2025-01-06,MRH Portlaoise,23,0,23,7
2025-01-06,MRH Tullamore,0,0,0,7
2025-01-06,Mallow General Hospital,0,0,0,7
2025-01-06,Mater Misericordiae University Hospital,110,0,110,7
2025-01-06,Mayo University Hospital,20,63,83,7
2025-01-06,Mercy University Hospital,140,34,174,7
2025-01-06,Naas General Hospital,138,47,185,7
2025-01-06,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-01-06,National Rehabilitation Hospital,0,0,0,7
2025-01-06,Nenagh Hospital,0,0,0,7
2025-01-06,Our Lady of Lourdes Hospital,116,0,116,7
2025-01-06,Our Lady's Hospital Navan,11,0,11,7
2025-01-06,Portiuncula University Hospital,55,0,55,7
2025-01-06,Roscommon University Hospital,0,0,0,7
2025-01-06,Sligo University Hospital,80,101,181,7
2025-01-06,South Infirmary Victoria University Hospital,0,0,0,7
2025-01-06,St Luke's General Hospital Kilkenny,22,8,30,7
2025-01-06,St. Columcille's Hospital,0,0,0,7
2025-01-06,St. James's Hospital,148,0,148,7
2025-01-06,St. John's Hospital Limerick,0,0,0,7
2025-01-06,St. Luke's Radiation Oncology Network,0,0,0,7
2025-01-06,St. Michael's Hospital,0,0,0,7
2025-01-06,St. Vincent's University Hospital,171,51,222,7
2025-01-06,Tallaght University Hospital,142,32,174,7
2025-01-06,Tipperary University Hospital,30,31,61,7
2025-01-06,UH Kerry,99,16,115,7
2025-01-06,UH Limerick,199,287,486,7
2025-01-06,UH Waterford,0,0,0,7
2025-01-06,Wexford General Hospital,21,3,24,7
2025-01-13,Bantry General Hospital,0,0,0,7
2025-01-13,Beaumont Hospital,80,0,80,7
2025-01-13,CHI at Crumlin,22,0,22,7
2025-01-13,CHI at Tallaght,4,0,4,7
2025-01-13,CHI at Temple Street,22,0,22,7
2025-01-13,Cavan General Hospital,56,0,56,7
2025-01-13,Connolly Hospital,1,0,1,7
2025-01-13,Cork University Hospital,193,68,261,7
2025-01-13,Ennis Hospital,0,0,0,7
2025-01-13,Galway University Hospital,135,91,226,7
2025-01-13,Letterkenny University Hospital,24,26,50,7
2025-01-13,Louth County Hospital,0,0,0,7
2025-01-13,MRH Mullingar,31,2,33,7
2025-01-13,MRH Portlaoise,6,0,6,7
2025-01-13,MRH Tullamore,0,0,0,7
2025-01-13,Mallow General Hospital,0,0,0,7
2025-01-13,Mater Misericordiae University Hospital,116,0,116,7
2025-01-13,Mayo University Hospital,62,108,170,7
2025-01-13,Mercy University Hospital,110,33,143,7
2025-01-13,Naas General Hospital,94,46,140,7
2025-01-13,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-01-13,National Rehabilitation Hospital,0,0,0,7
2025-01-13,Nenagh Hospital,0,0,0,7
2025-01-13,Our Lady of Lourdes Hospital,127,0,127,7
2025-01-13,Our Lady's Hospital Navan,0,0,0,7
2025-01-13,Portiuncula University Hospital,24,0,24,7
2025-01-13,Roscommon University Hospital,0,0,0,7
2025-01-13,Sligo University Hospital,61,94,155,7
2025-01-13,South Infirmary Victoria University Hospital,0,0,0,7
2025-01-13,St Luke's General Hospital Kilkenny,24,8,32,7
2025-01-13,St. Columcille's Hospital,0,0,0,7
2025-01-13,St. James's Hospital,79,0,79,7
2025-01-13,St. John's Hospital Limerick,0,0,0,7
2025-01-13,St. Luke's Radiation Oncology Network,0,0,0,7
2025-01-13,St. Michael's Hospital,0,0,0,7
2025-01-13,St. Vincent's University Hospital,186,63,249,7
2025-01-13,Tallaght University Hospital,129,42,171,7
2025-01-13,Tipperary University Hospital,20,27,47,7
2025-01-13,UH Kerry,78,38,116,7
2025-01-13,UH Limerick,189,272,461,7
2025-01-13,UH Waterford,0,0,0,7
2025-01-13,Wexford General Hospital,16,11,27,7
2025-01-20,Bantry General Hospital,0,0,0,7
2025-01-20,Beaumont Hospital,64,0,64,7
2025-01-20,CHI at Crumlin,11,0,11,7
2025-01-20,CHI at Tallaght,2,0,2,7
2025-01-20,CHI at Temple Street,18,0,18,7
2025-01-20,Cavan General Hospital,77,0,77,7
2025-01-20,Connolly Hospital,3,0,3,7
2025-01-20,Cork University Hospital,226,61,287,7
2025-01-20,Ennis Hospital,0,0,0,7
2025-01-20,Galway University Hospital,154,99,253,7
2025-01-20,Letterkenny University Hospital,44,42,86,7
2025-01-20,Louth County Hospital,0,0,0,7
2025-01-20,MRH Mullingar,12,2,14,7
2025-01-20,MRH Portlaoise,21,0,21,7
2025-01-20,MRH Tullamore,0,0,0,7
2025-01-20,Mallow General Hospital,0,0,0,7
2025-01-20,Mater Misericordiae University Hospital,116,0,116,7
2025-01-20,Mayo University Hospital,69,106,175,7
2025-01-20,Mercy University Hospital,80,27,107,7
2025-01-20,Naas General Hospital,41,2,43,7
2025-01-20,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-01-20,National Rehabilitation Hospital,0,0,0,7
2025-01-20,Nenagh Hospital,0,0,0,7
2025-01-20,Our Lady of Lourdes Hospital,150,3,153,7
2025-01-20,Our Lady's Hospital Navan,3,0,3,7
2025-01-20,Portiuncula University Hospital,48,0,48,7
2025-01-20,Roscommon University Hospital,0,0,0,7
2025-01-20,Sligo University Hospital,36,46,82,7
2025-01-20,South Infirmary Victoria University Hospital,0,0,0,7
2025-01-20,St Luke's General Hospital Kilkenny,45,17,62,7
2025-01-20,St. Columcille's Hospital,0,0,0,7
2025-01-20,St. James's Hospital,87,0,87,7
2025-01-20,St. John's Hospital Limerick,0,0,0,7
2025-01-20,St. Luke's Radiation Oncology Network,0,0,0,7
2025-01-20,St. Michael's Hospital,0,0,0,7
2025-01-20,St. Vincent's University Hospital,205,110,315,7
2025-01-20,Tallaght University Hospital,140,46,186,7
2025-01-20,Tipperary University Hospital,43,48,91,7
2025-01-20,UH Kerry,76,11,87,7
2025-01-20,UH Limerick,98,254,352,7
2025-01-20,UH Waterford,0,0,0,7
2025-01-20,Wexford General Hospital,12,10,22,7
2025-01-27,Bantry General Hospital,0,0,0,7
2025-01-27,Beaumont Hospital,76,0,76,7
2025-01-27,CHI at Crumlin,15,0,15,7
2025-01-27,CHI at Tallaght,4,0,4,7
2025-01-27,CHI at Temple Street,22,5,27,7
2025-01-27,Cavan General Hospital,88,0,88,7
2025-01-27,Connolly Hospital,12,0,12,7
2025-01-27,Cork University Hospital,188,68,256,7
2025-01-27,Ennis Hospital,0,0,0,7
2025-01-27,Galway University Hospital,197,129,326,7
2025-01-27,Letterkenny University Hospital,47,41,88,7
2025-01-27,Louth County Hospital,0,0,0,7
2025-01-27,MRH Mullingar,28,11,39,7
2025-01-27,MRH Portlaoise,25,0,25,7
2025-01-27,MRH Tullamore,0,0,0,7
2025-01-27,Mallow General Hospital,0,0,0,7
2025-01-27,Mater Misericordiae University Hospital,150,0,150,7
2025-01-27,Mayo University Hospital,46,106,152,7
2025-01-27,Mercy University Hospital,93,32,125,7
2025-01-27,Naas General Hospital,94,18,112,7
2025-01-27,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-01-27,National Rehabilitation Hospital,0,0,0,7
2025-01-27,Nenagh Hospital,0,0,0,7
2025-01-27,Our Lady of Lourdes Hospital,157,0,157,7
2025-01-27,Our Lady's Hospital Navan,2,0,2,7
2025-01-27,Portiuncula University Hospital,18,0,18,7
2025-01-27,Roscommon University Hospital,0,0,0,7
2025-01-27,Sligo University Hospital,76,72,148,7
2025-01-27,South Infirmary Victoria University Hospital,0,0,0,7
2025-01-27,St Luke's General Hospital Kilkenny,36,17,53,7
2025-01-27,St. Columcille's Hospital,0,0,0,7
2025-01-27,St. James's Hospital,120,0,120,7
2025-01-27,St. John's Hospital Limerick,0,0,0,7
2025-01-27,St. Luke's Radiation Oncology Network,0,0,0,7
2025-01-27,St. Michael's Hospital,0,0,0,7
2025-01-27,St. Vincent's University Hospital,141,55,196,7
2025-01-27,Tallaght University Hospital,128,0,128,7
2025-01-27,Tipperary University Hospital,41,73,114,7
2025-01-27,UH Kerry,69,19,88,7
2025-01-27,UH Limerick,112,281,393,7
2025-01-27,UH Waterford,0,0,0,7
2025-01-27,Wexford General Hospital,8,3,11,7
2025-02-03,Bantry General Hospital,0,0,0,7
2025-02-03,Beaumont Hospital,97,0,97,7
2025-02-03,CHI at Crumlin,22,0,22,7
2025-02-03,CHI at Tallaght,2,4,6,7
2025-02-03,CHI at Temple Street,18,0,18,7
2025-02-03,Cavan General Hospital,98,0,98,7
2025-02-03,Connolly Hospital,10,0,10,7
2025-02-03,Cork University Hospital,148,44,192,7
2025-02-03,Ennis Hospital,0,0,0,7
2025-02-03,Galway University Hospital,170,122,292,7
2025-02-03,Letterkenny University Hospital,35,34,69,7
2025-02-03,Louth County Hospital,0,0,0,7
2025-02-03,MRH Mullingar,12,0,12,7
2025-02-03,MRH Portlaoise,26,0,26,7
2025-02-03,MRH Tullamore,0,0,0,7
2025-02-03,Mallow General Hospital,0,0,0,7
2025-02-03,Mater Misericordiae University Hospital,102,0,102,7
2025-02-03,Mayo University Hospital,67,97,164,7
2025-02-03,Mercy University Hospital,62,20,82,7
2025-02-03,Naas General Hospital,62,4,66,7
2025-02-03,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-02-03,National Rehabilitation Hospital,0,0,0,7
2025-02-03,Nenagh Hospital,0,0,0,7
2025-02-03,Our Lady of Lourdes Hospital,217,0,217,7
2025-02-03,Our Lady's Hospital Navan,13,0,13,7
2025-02-03,Portiuncula University Hospital,52,0,52,7
2025-02-03,Roscommon University Hospital,0,0,0,7
2025-02-03,Sligo University Hospital,83,81,164,7
2025-02-03,South Infirmary Victoria University Hospital,0,0,0,7
2025-02-03,St Luke's General Hospital Kilkenny,35,19,54,7
2025-02-03,St. Columcille's Hospital,0,0,0,7
2025-02-03,St. James's Hospital,123,0,123,7
2025-02-03,St. John's Hospital Limerick,0,0,0,7
2025-02-03,St. Luke's Radiation Oncology Network,0,0,0,7
2025-02-03,St. Michael's Hospital,0,0,0,7
2025-02-03,St. Vincent's University Hospital,172,45,217,7
2025-02-03,Tallaght University Hospital,116,39,155,7
2025-02-03,Tipperary University Hospital,51,42,93,7
2025-02-03,UH Kerry,68,22,90,7
2025-02-03,UH Limerick,100,281,381,7
2025-02-03,UH Waterford,0,0,0,7
2025-02-03,Wexford General Hospital,21,27,48,7
2025-02-10,Bantry General Hospital,0,0,0,7
2025-02-10,Beaumont Hospital,65,0,65,7
2025-02-10,CHI at Crumlin,7,0,7,7
2025-02-10,CHI at Tallaght,1,0,1,7
2025-02-10,CHI at Temple Street,30,0,30,7
2025-02-10,Cavan General Hospital,96,0,96,7
2025-02-10,Connolly Hospital,0,0,0,7
2025-02-10,Cork University Hospital,69,41,110,7
2025-02-10,Ennis Hospital,0,0,0,7
2025-02-10,Galway University Hospital,113,75,188,7
2025-02-10,Letterkenny University Hospital,19,15,34,7
2025-02-10,Louth County Hospital,0,0,0,7
2025-02-10,MRH Mullingar,15,1,16,7
2025-02-10,MRH Portlaoise,44,0,44,7
2025-02-10,MRH Tullamore,0,0,0,7
2025-02-10,Mallow General Hospital,0,0,0,7
2025-02-10,Mater Misericordiae University Hospital,91,0,91,7
2025-02-10,Mayo University Hospital,61,95,156,7
2025-02-10,Mercy University Hospital,69,21,90,7
2025-02-10,Naas General Hospital,51,3,54,7
2025-02-10,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-02-10,National Rehabilitation Hospital,0,0,0,7
2025-02-10,Nenagh Hospital,0,0,0,7
2025-02-10,Our Lady of Lourdes Hospital,173,0,173,7
2025-02-10,Our Lady's Hospital Navan,27,0,27,7
2025-02-10,Portiuncula University Hospital,30,0,30,7
2025-02-10,Roscommon University Hospital,0,0,0,7
2025-02-10,Sligo University Hospital,67,73,140,7
2025-02-10,South Infirmary Victoria University Hospital,0,0,0,7
2025-02-10,St Luke's General Hospital Kilkenny,11,0,11,7
2025-02-10,St. Columcille's Hospital,0,0,0,7
2025-02-10,St. James's Hospital,134,0,134,7
2025-02-10,St. John's Hospital Limerick,0,0,0,7
2025-02-10,St. Luke's Radiation Oncology Network,0,0,0,7
2025-02-10,St. Michael's Hospital,0,0,0,7
2025-02-10,St. Vincent's University Hospital,144,25,169,7
2025-02-10,Tallaght University Hospital,152,41,193,7
2025-02-10,Tipperary University Hospital,7,15,22,7
2025-02-10,UH Kerry,99,13,112,7
2025-02-10,UH Limerick,106,243,349,7
2025-02-10,UH Waterford,0,0,0,7
2025-02-10,Wexford General Hospital,28,14,42,7
2025-02-17,Bantry General Hospital,0,0,0,7
2025-02-17,Beaumont Hospital,87,0,87,7
2025-02-17,CHI at Crumlin,31,0,31,7
2025-02-17,CHI at Tallaght,12,0,12,7
2025-02-17,CHI at Temple Street,13,5,18,7
2025-02-17,Cavan General Hospital,74,0,74,7
2025-02-17,Connolly Hospital,0,0,0,7
2025-02-17,Cork University Hospital,118,29,147,7
2025-02-17,Ennis Hospital,0,0,0,7
2025-02-17,Galway University Hospital,103,64,167,7
2025-02-17,Letterkenny University Hospital,50,41,91,7
2025-02-17,Louth County Hospital,0,0,0,7
2025-02-17,MRH Mullingar,4,4,8,7
2025-02-17,MRH Portlaoise,22,0,22,7
2025-02-17,MRH Tullamore,0,0,0,7
2025-02-17,Mallow General Hospital,0,0,0,7
2025-02-17,Mater Misericordiae University Hospital,119,0,119,7
2025-02-17,Mayo University Hospital,74,104,178,7
2025-02-17,Mercy University Hospital,77,34,111,7
2025-02-17,Naas General Hospital,68,7,75,7
2025-02-17,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-02-17,National Rehabilitation Hospital,0,0,0,7
2025-02-17,Nenagh Hospital,0,0,0,7
2025-02-17,Our Lady of Lourdes Hospital,155,0,155,7
2025-02-17,Our Lady's Hospital Navan,10,0,10,7
2025-02-17,Portiuncula University Hospital,26,0,26,7
2025-02-17,Roscommon University Hospital,0,0,0,7
2025-02-17,Sligo University Hospital,51,53,104,7
2025-02-17,South Infirmary Victoria University Hospital,0,0,0,7
2025-02-17,St Luke's General Hospital Kilkenny,14,0,14,7
2025-02-17,St. Columcille's Hospital,0,0,0,7
2025-02-17,St. James's Hospital,152,0,152,7
2025-02-17,St. John's Hospital Limerick,0,0,0,7
2025-02-17,St. Luke's Radiation Oncology Network,0,0,0,7
2025-02-17,St. Michael's Hospital,0,0,0,7
2025-02-17,St. Vincent's University Hospital,178,74,252,7
2025-02-17,Tallaght University Hospital,157,8,165,7
2025-02-17,Tipperary University Hospital,39,6,45,7
2025-02-17,UH Kerry,60,16,76,7
2025-02-17,UH Limerick,122,307,429,7
2025-02-17,UH Waterford,0,0,0,7
2025-02-17,Wexford General Hospital,18,13,31,7
2025-02-24,Bantry General Hospital,0,0,0,7
2025-02-24,Beaumont Hospital,19,0,19,7
2025-02-24,CHI at Crumlin,31,0,31,7
2025-02-24,CHI at Tallaght,2,0,2,7
2025-02-24,CHI at Temple Street,21,0,21,7
2025-02-24,Cavan General Hospital,40,0,40,7
2025-02-24,Connolly Hospital,0,0,0,7
2025-02-24,Cork University Hospital,128,36,164,7
2025-02-24,Ennis Hospital,0,0,0,7
2025-02-24,Galway University Hospital,105,47,152,7
2025-02-24,Letterkenny University Hospital,63,46,109,7
2025-02-24,Louth County Hospital,0,0,0,7
2025-02-24,MRH Mullingar,20,7,27,7
2025-02-24,MRH Portlaoise,7,0,7,7
2025-02-24,MRH Tullamore,0,0,0,7
2025-02-24,Mallow General Hospital,0,0,0,7
2025-02-24,Mater Misericordiae University Hospital,92,0,92,7
2025-02-24,Mayo University Hospital,85,101,186,7
2025-02-24,Mercy University Hospital,76,33,109,7
2025-02-24,Naas General Hospital,92,24,116,7
2025-02-24,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-02-24,National Rehabilitation Hospital,0,0,0,7
2025-02-24,Nenagh Hospital,0,0,0,7
2025-02-24,Our Lady of Lourdes Hospital,145,0,145,7
2025-02-24,Our Lady's Hospital Navan,10,0,10,7
2025-02-24,Portiuncula University Hospital,13,0,13,7
2025-02-24,Roscommon University Hospital,0,0,0,7
2025-02-24,Sligo University Hospital,94,90,184,7
2025-02-24,South Infirmary Victoria University Hospital,0,0,0,7
2025-02-24,St Luke's General Hospital Kilkenny,16,5,21,7
2025-02-24,St. Columcille's Hospital,0,0,0,7
2025-02-24,St. James's Hospital,92,0,92,7
2025-02-24,St. John's Hospital Limerick,0,0,0,7
2025-02-24,St. Luke's Radiation Oncology Network,0,0,0,7
2025-02-24,St. Michael's Hospital,0,0,0,7
2025-02-24,St. Vincent's University Hospital,119,41,160,7
2025-02-24,Tallaght University Hospital,148,41,189,7
2025-02-24,Tipperary University Hospital,34,2,34,7
2025-02-24,UH Kerry,70,7,77,7
2025-02-24,UH Limerick,107,305,412,7
2025-02-24,UH Waterford,0,0,0,7
2025-02-24,Wexford General Hospital,15,25,40,7
2025-03-03,Bantry General Hospital,0,0,0,7
2025-03-03,Beaumont Hospital,69,0,69,7
2025-03-03,CHI at Crumlin,16,0,16,7
2025-03-03,CHI at Tallaght,3,0,3,7
2025-03-03,CHI at Temple Street,31,0,31,7
2025-03-03,Cavan General Hospital,22,0,22,7
2025-03-03,Connolly Hospital,0,0,0,7
2025-03-03,Cork University Hospital,82,21,103,7
2025-03-03,Ennis Hospital,0,0,0,7
2025-03-03,Galway University Hospital,124,84,208,7
2025-03-03,Letterkenny University Hospital,60,35,95,7
2025-03-03,Louth County Hospital,0,0,0,7
2025-03-03,MRH Mullingar,37,4,41,7
2025-03-03,MRH Portlaoise,12,0,12,7
2025-03-03,MRH Tullamore,0,0,0,7
2025-03-03,Mallow General Hospital,0,0,0,7
2025-03-03,Mater Misericordiae University Hospital,31,0,31,7
2025-03-03,Mayo University Hospital,36,62,98,7
2025-03-03,Mercy University Hospital,53,15,68,7
2025-03-03,Naas General Hospital,67,9,76,7
2025-03-03,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-03-03,National Rehabilitation Hospital,0,0,0,7
2025-03-03,Nenagh Hospital,0,0,0,7
2025-03-03,Our Lady of Lourdes Hospital,87,0,87,7
2025-03-03,Our Lady's Hospital Navan,3,0,3,7
2025-03-03,Portiuncula University Hospital,24,0,24,7
2025-03-03,Roscommon University Hospital,0,0,0,7
2025-03-03,Sligo University Hospital,39,38,77,7
2025-03-03,South Infirmary Victoria University Hospital,0,0,0,7
2025-03-03,St Luke's General Hospital Kilkenny,8,0,8,7
2025-03-03,St. Columcille's Hospital,0,0,0,7
2025-03-03,St. James's Hospital,43,0,43,7
2025-03-03,St. John's Hospital Limerick,0,0,0,7
2025-03-03,St. Luke's Radiation Oncology Network,0,0,0,7
2025-03-03,St. Michael's Hospital,0,0,0,7
2025-03-03,St. Vincent's University Hospital,187,65,252,7
2025-03-03,Tallaght University Hospital,132,34,166,7
2025-03-03,Tipperary University Hospital,8,0,8,7
2025-03-03,UH Kerry,77,11,88,7
2025-03-03,UH Limerick,102,265,367,7
2025-03-03,UH Waterford,0,0,0,7
2025-03-03,Wexford General Hospital,16,10,26,7
2025-03-10,Bantry General Hospital,0,0,0,7
2025-03-10,Beaumont Hospital,55,0,55,7
2025-03-10,CHI at Crumlin,21,0,21,7
2025-03-10,CHI at Tallaght,11,0,11,7
2025-03-10,CHI at Temple Street,20,1,21,7
2025-03-10,Cavan General Hospital,12,0,12,7
2025-03-10,Connolly Hospital,5,0,5,7
2025-03-10,Cork University Hospital,62,6,68,7
2025-03-10,Ennis Hospital,0,0,0,7
2025-03-10,Galway University Hospital,100,64,164,7
2025-03-10,Letterkenny University Hospital,72,38,110,7
2025-03-10,Louth County Hospital,0,0,0,7
2025-03-10,MRH Mullingar,5,1,6,7
2025-03-10,MRH Portlaoise,15,0,15,7
2025-03-10,MRH Tullamore,0,0,0,7
2025-03-10,Mallow General Hospital,0,0,0,7
2025-03-10,Mater Misericordiae University Hospital,57,0,57,7
2025-03-10,Mayo University Hospital,35,67,102,7
2025-03-10,Mercy University Hospital,13,14,27,7
2025-03-10,Naas General Hospital,64,1,65,7
2025-03-10,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-03-10,National Rehabilitation Hospital,0,0,0,7
2025-03-10,Nenagh Hospital,0,0,0,7
2025-03-10,Our Lady of Lourdes Hospital,94,0,94,7
