date,hospital,ed_trolleys,ward_trolleys,total_trolleys
2025-01-05,Mercy University Hospital,13,3,16
2025-01-05,Naas General Hospital,5,6,11
2025-01-05,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-05,National Rehabilitation Hospital,0,0,0
2025-01-05,Nenagh Hospital,0,0,0
2025-01-05,Our Lady of Lourdes Hospital,16,0,16
2025-01-05,Our Lady's Hospital Navan,0,0,0
2025-01-05,Portiuncula University Hospital,0,11,11
2025-01-05,Roscommon University Hospital,0,0,0
2025-01-05,Sligo University Hospital,18,15,33
2025-01-05,South Infirmary Victoria University Hospital,0,0,0
2025-01-05,St Luke's General Hospital Kilkenny,3,0,3
2025-01-05,St. Columcille's Hospital,0,0,0
2025-01-05,St. James's Hospital,10,0,10
2025-01-05,St. John's Hospital Limerick,0,0,0
2025-01-05,St. Luke's Radiation Oncology Network,0,0,0
2025-01-05,St. Michael's Hospital,0,0,0
2025-01-05,St. Vincent's University Hospital,26,7,33
2025-01-05,Tallaght University Hospital,26,0,26
2025-01-05,Tipperary University Hospital,4,5,9
2025-01-05,UH Kerry,11,0,11
2025-01-05,UH Limerick,25,37,62
2025-01-05,UH Waterford,0,0,0
2025-01-05,Wexford General Hospital,0,0,0
2025-01-06,Bantry General Hospital,0,0,0
2025-01-06,Beaumont Hospital,12,0,12
2025-01-06,CHI at Crumlin,0,0,0
2025-01-06,CHI at Tallaght,2,0,2
2025-01-06,CHI at Temple Street,2,0,2
2025-01-06,Cavan General Hospital,22,0,22
2025-01-06,Connolly Hospital,8,0,8
2025-01-06,Cork University Hospital,22,8,30
2025-01-06,Ennis Hospital,0,0,0
2025-01-06,Galway University Hospital,22,12,34
2025-01-06,Letterkenny University Hospital,11,6,17
2025-01-06,Louth County Hospital,0,0,0
2025-01-06,MRH Mullingar,6,5,11
2025-01-06,MRH Portlaoise,7,0,7
2025-01-06,MRH Tullamore,0,0,0
2025-01-06,Mallow General Hospital,0,0,0
2025-01-06,Mater Misericordiae University Hospital,28,0,28
2025-01-06,Mayo University Hospital,2,8,10
2025-01-06,Mercy University Hospital,23,4,27
2025-01-06,Naas General Hospital,11,4,15
2025-01-06,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-06,National Rehabilitation Hospital,0,0,0
2025-01-06,Nenagh Hospital,0,0,0
2025-01-06,Our Lady of Lourdes Hospital,28,0,28
2025-01-06,Our Lady's Hospital Navan,6,0,6
2025-01-06,Portiuncula University Hospital,16,0,16
2025-01-06,Roscommon University Hospital,0,0,0
2025-01-06,Sligo University Hospital,12,19,31
2025-01-06,South Infirmary Victoria University Hospital,0,0,0
2025-01-06,St Luke's General Hospital Kilkenny,6,1,7
2025-01-06,St. Columcille's Hospital,0,0,0
2025-01-06,St. James's Hospital,32,0,32
2025-01-06,St. John's Hospital Limerick,0,0,0
2025-01-06,St. Luke's Radiation Oncology Network,0,0,0
2025-01-06,St. Michael's Hospital,0,0,0
2025-01-06,St. Vincent's University Hospital,26,11,37
2025-01-06,Tallaght University Hospital,23,7,30
2025-01-06,Tipperary University Hospital,9,8,17
2025-01-06,UH Kerry,24,7,31
2025-01-06,UH Limerick,32,37,69
2025-01-06,UH Waterford,0,0,0
2025-01-06,Wexford General Hospital,4,1,5
2025-01-07,Bantry General Hospital,0,0,0
2025-01-07,Beaumont Hospital,18,0,18
2025-01-07,CHI at Crumlin,1,0,1
2025-01-07,CHI at Tallaght,1,0,1
2025-01-07,CHI at Temple Street,0,0,0
2025-01-07,Cavan General Hospital,7,0,7
2025-01-07,Connolly Hospital,5,0,5
2025-01-07,Cork University Hospital,35,6,41
2025-01-07,Ennis Hospital,0,0,0
2025-01-07,Galway University Hospital,27,14,41
2025-01-07,Letterkenny University Hospital,9,1,10
2025-01-07,Louth County Hospital,0,0,0
2025-01-07,MRH Mullingar,5,2,7
2025-01-07,MRH Portlaoise,5,0,5
2025-01-07,MRH Tullamore,0,0,0
2025-01-07,Mallow General Hospital,0,0,0
2025-01-07,Mater Misericordiae University Hospital,20,0,20
2025-01-07,Mayo University Hospital,3,12,15
2025-01-07,Mercy University Hospital,12,1,13
2025-01-07,Naas General Hospital,10,8,18
2025-01-07,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-07,National Rehabilitation Hospital,0,0,0
2025-01-07,Nenagh Hospital,0,0,0
2025-01-07,Our Lady of Lourdes Hospital,18,0,18
2025-01-07,Our Lady's Hospital Navan,4,0,4
2025-01-07,Portiuncula University Hospital,7,0,7
2025-01-07,Roscommon University Hospital,0,0,0
2025-01-07,Sligo University Hospital,16,17,33
2025-01-07,South Infirmary Victoria University Hospital,0,0,0
2025-01-07,St Luke's General Hospital Kilkenny,6,7,13
2025-01-07,St. Columcille's Hospital,0,0,0
2025-01-07,St. James's Hospital,23,0,23
2025-01-07,St. John's Hospital Limerick,0,0,0
2025-01-07,St. Luke's Radiation Oncology Network,0,0,0
2025-01-07,St. Michael's Hospital,0,0,0
2025-01-07,St. Vincent's University Hospital,27,5,32
2025-01-07,Tallaght University Hospital,20,4,24
2025-01-07,Tipperary University Hospital,7,7,14
2025-01-07,UH Kerry,20,7,27
2025-01-07,UH Limerick,28,44,72
2025-01-07,UH Waterford,0,0,0
2025-01-07,Wexford General Hospital,2,0,2
2025-01-08,Bantry General Hospital,0,0,0
2025-01-08,Beaumont Hospital,12,0,12
2025-01-08,CHI at Crumlin,2,0,2
2025-01-08,CHI at Tallaght,1,0,1
2025-01-08,CHI at Temple Street,0,0,0
2025-01-08,Cavan General Hospital,4,0,4
2025-01-08,Connolly Hospital,0,0,0
2025-01-08,Cork University Hospital,29,11,40
2025-01-08,Ennis Hospital,0,0,0
2025-01-08,Galway University Hospital,26,15,41
2025-01-08,Letterkenny University Hospital,9,7,16
2025-01-08,Louth County Hospital,0,0,0
2025-01-08,MRH Mullingar,9,0,9
2025-01-08,MRH Portlaoise,0,0,0
2025-01-08,MRH Tullamore,0,0,0
2025-01-08,Mallow General Hospital,0,0,0
2025-01-08,Mater Misericordiae University Hospital,7,0,7
2025-01-08,Mayo University Hospital,2,12,14
2025-01-08,Mercy University Hospital,19,5,24
2025-01-08,Naas General Hospital,24,8,32
2025-01-08,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-08,National Rehabilitation Hospital,0,0,0
2025-01-08,Nenagh Hospital,0,0,0
2025-01-08,Our Lady of Lourdes Hospital,16,0,16
2025-01-08,Our Lady's Hospital Navan,1,0,1
2025-01-08,Portiuncula University Hospital,9,0,9
2025-01-08,Roscommon University Hospital,0,0,0
2025-01-08,Sligo University Hospital,18,20,38
2025-01-08,South Infirmary Victoria University Hospital,0,0,0
2025-01-08,St Luke's General Hospital Kilkenny,3,0,3
2025-01-08,St. Columcille's Hospital,0,0,0
2025-01-08,St. James's Hospital,40,0,40
2025-01-08,St. John's Hospital Limerick,0,0,0
2025-01-08,St. Luke's Radiation Oncology Network,0,0,0
2025-01-08,St. Michael's Hospital,0,0,0
2025-01-08,St. Vincent's University Hospital,25,5,30
2025-01-08,Tallaght University Hospital,22,2,24
2025-01-08,Tipperary University Hospital,7,7,14
2025-01-08,UH Kerry,11,2,13
2025-01-08,UH Limerick,33,44,77
2025-01-08,UH Waterford,0,0,0
2025-01-08,Wexford General Hospital,4,2,6
2025-01-09,Bantry General Hospital,0,0,0
2025-01-09,Beaumont Hospital,0,0,0
2025-01-09,CHI at Crumlin,2,0,2
2025-01-09,CHI at Tallaght,0,0,0
2025-01-09,CHI at Temple Street,4,0,4
2025-01-09,Cavan General Hospital,4,0,4
2025-01-09,Connolly Hospital,7,0,7
2025-01-09,Cork University Hospital,36,10,46
2025-01-09,Ennis Hospital,0,0,0
2025-01-09,Galway University Hospital,18,9,27
2025-01-09,Letterkenny University Hospital,13,7,20
2025-01-09,Louth County Hospital,0,0,0
2025-01-09,MRH Mullingar,2,0,2
2025-01-09,MRH Portlaoise,0,0,0
2025-01-09,MRH Tullamore,0,0,0
2025-01-09,Mallow General Hospital,0,0,0
2025-01-09,Mater Misericordiae University Hospital,14,0,14
2025-01-09,Mayo University Hospital,2,5,7
2025-01-09,Mercy University Hospital,23,6,29
2025-01-09,Naas General Hospital,18,6,24
2025-01-09,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-09,National Rehabilitation Hospital,0,0,0
2025-01-09,Nenagh Hospital,0,0,0
2025-01-09,Our Lady of Lourdes Hospital,17,0,17
2025-01-09,Our Lady's Hospital Navan,0,0,0
2025-01-09,Portiuncula University Hospital,12,0,12
2025-01-09,Roscommon University Hospital,0,0,0
2025-01-09,Sligo University Hospital,12,14,26
2025-01-09,South Infirmary Victoria University Hospital,0,0,0
2025-01-09,St Luke's General Hospital Kilkenny,3,0,3
2025-01-09,St. Columcille's Hospital,0,0,0
2025-01-09,St. James's Hospital,17,0,17
2025-01-09,St. John's Hospital Limerick,0,0,0
2025-01-09,St. Luke's Radiation Oncology Network,0,0,0
2025-01-09,St. Michael's Hospital,0,0,0
2025-01-09,St. Vincent's University Hospital,24,8,32
2025-01-09,Tallaght University Hospital,32,10,42
2025-01-09,Tipperary University Hospital,4,5,9
2025-01-09,UH Kerry,8,0,8
2025-01-09,UH Limerick,24,41,65
2025-01-09,UH Waterford,0,0,0
2025-01-09,Wexford General Hospital,11,0,11
2025-01-10,Bantry General Hospital,0,0,0
2025-01-10,Beaumont Hospital,7,0,7
2025-01-10,CHI at Crumlin,1,0,1
2025-01-10,CHI at Tallaght,0,0,0
2025-01-10,CHI at Temple Street,1,0,1
2025-01-10,Cavan General Hospital,5,0,5
2025-01-10,Connolly Hospital,0,0,0
2025-01-10,Cork University Hospital,33,9,42
2025-01-10,Ennis Hospital,0,0,0
2025-01-10,Galway University Hospital,21,6,27
2025-01-10,Letterkenny University Hospital,6,8,14
2025-01-10,Louth County Hospital,0,0,0
2025-01-10,MRH Mullingar,1,0,1
2025-01-10,MRH Portlaoise,0,0,0
2025-01-10,MRH Tullamore,0,0,0
2025-01-10,Mallow General Hospital,0,0,0
2025-01-10,Mater Misericordiae University Hospital,13,0,13
2025-01-10,Mayo University Hospital,1,5,6
2025-01-10,Mercy University Hospital,27,6,33
2025-01-10,Naas General Hospital,23,6,29
2025-01-10,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-10,National Rehabilitation Hospital,0,0,0
2025-01-10,Nenagh Hospital,0,0,0
2025-01-10,Our Lady of Lourdes Hospital,14,0,14
2025-01-10,Our Lady's Hospital Navan,0,0,0
2025-01-10,Portiuncula University Hospital,5,0,5
2025-01-10,Roscommon University Hospital,0,0,0
2025-01-10,Sligo University Hospital,13,16,29
2025-01-10,South Infirmary Victoria University Hospital,0,0,0
2025-01-10,St Luke's General Hospital Kilkenny,3,0,3
2025-01-10,St. Columcille's Hospital,0,0,0
2025-01-10,St. James's Hospital,14,0,14
2025-01-10,St. John's Hospital Limerick,0,0,0
2025-01-10,St. Luke's Radiation Oncology Network,0,0,0
2025-01-10,St. Michael's Hospital,0,0,0
2025-01-10,St. Vincent's University Hospital,24,2,26
2025-01-10,Tallaght University Hospital,18,9,27
2025-01-10,Tipperary University Hospital,3,4,7
2025-01-10,UH Kerry,13,0,13
2025-01-10,UH Limerick,26,40,66
2025-01-10,UH Waterford,0,0,0
2025-01-10,Wexford General Hospital,0,0,0
2025-01-11,Bantry General Hospital,0,0,0
2025-01-11,Beaumont Hospital,12,0,12
2025-01-11,CHI at Crumlin,0,0,0
2025-01-11,CHI at Tallaght,1,0,1
2025-01-11,CHI at Temple Street,1,0,1
2025-01-11,Cavan General Hospital,2,0,2
2025-01-11,Connolly Hospital,0,0,0
2025-01-11,Cork University Hospital,13,1,14
2025-01-11,Ennis Hospital,0,0,0
2025-01-11,Galway University Hospital,7,1,8
2025-01-11,Letterkenny University Hospital,1,2,3
2025-01-11,Louth County Hospital,0,0,0
2025-01-11,MRH Mullingar,2,0,2
2025-01-11,MRH Portlaoise,8,0,8
2025-01-11,MRH Tullamore,0,0,0
2025-01-11,Mallow General Hospital,0,0,0
2025-01-11,Mater Misericordiae University Hospital,10,0,10
2025-01-11,Mayo University Hospital,3,8,11
2025-01-11,Mercy University Hospital,21,6,27
2025-01-11,Naas General Hospital,21,7,28
2025-01-11,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-11,National Rehabilitation Hospital,0,0,0
2025-01-11,Nenagh Hospital,0,0,0
2025-01-11,Our Lady of Lourdes Hospital,9,0,9
2025-01-11,Our Lady's Hospital Navan,0,0,0
2025-01-11,Portiuncula University Hospital,2,0,2
2025-01-11,Roscommon University Hospital,0,0,0
2025-01-11,Sligo University Hospital,2,6,8
2025-01-11,South Infirmary Victoria University Hospital,0,0,0
2025-01-11,St Luke's General Hospital Kilkenny,0,0,0
2025-01-11,St. Columcille's Hospital,0,0,0
2025-01-11,St. James's Hospital,14,0,14
2025-01-11,St. John's Hospital Limerick,0,0,0
2025-01-11,St. Luke's Radiation Oncology Network,0,0,0
2025-01-11,St. Michael's Hospital,0,0,0
2025-01-11,St. Vincent's University Hospital,26,8,34
2025-01-11,Tallaght University Hospital,13,0,13
2025-01-11,Tipperary University Hospital,0,0,0
2025-01-11,UH Kerry,12,0,12
2025-01-11,UH Limerick,20,37,57
2025-01-11,UH Waterford,0,0,0
2025-01-11,Wexford General Hospital,0,0,0
2025-01-12,Bantry General Hospital,0,0,0
2025-01-12,Beaumont Hospital,4,0,4
2025-01-12,CHI at Crumlin,0,0,0
2025-01-12,CHI at Tallaght,0,0,0
2025-01-12,CHI at Temple Street,2,0,2
2025-01-12,Cavan General Hospital,16,0,16
2025-01-12,Connolly Hospital,0,0,0
2025-01-12,Cork University Hospital,31,5,36
2025-01-12,Ennis Hospital,0,0,0
2025-01-12,Galway University Hospital,16,4,20
2025-01-12,Letterkenny University Hospital,6,5,11
2025-01-12,Louth County Hospital,0,0,0
2025-01-12,MRH Mullingar,2,0,2
2025-01-12,MRH Portlaoise,3,0,3
2025-01-12,MRH Tullamore,0,0,0
2025-01-12,Mallow General Hospital,0,0,0
2025-01-12,Mater Misericordiae University Hospital,18,0,18
2025-01-12,Mayo University Hospital,7,13,20
2025-01-12,Mercy University Hospital,15,6,21
2025-01-12,Naas General Hospital,31,8,39
2025-01-12,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-12,National Rehabilitation Hospital,0,0,0
2025-01-12,Nenagh Hospital,0,0,0
2025-01-12,Our Lady of Lourdes Hospital,14,0,14
2025-01-12,Our Lady's Hospital Navan,0,0,0
2025-01-12,Portiuncula University Hospital,4,0,4
2025-01-12,Roscommon University Hospital,0,0,0
2025-01-12,Sligo University Hospital,7,9,16
2025-01-12,South Infirmary Victoria University Hospital,0,0,0
2025-01-12,St Luke's General Hospital Kilkenny,1,0,1
2025-01-12,St. Columcille's Hospital,0,0,0
2025-01-12,St. James's Hospital,8,0,8
2025-01-12,St. John's Hospital Limerick,0,0,0
2025-01-12,St. Luke's Radiation Oncology Network,0,0,0
2025-01-12,St. Michael's Hospital,0,0,0
2025-01-12,St. Vincent's University Hospital,19,12,31
2025-01-12,Tallaght University Hospital,14,0,14
2025-01-12,Tipperary University Hospital,0,0,0
2025-01-12,UH Kerry,11,0,11
2025-01-12,UH Limerick,36,44,80
2025-01-12,UH Waterford,0,0,0
2025-01-12,Wexford General Hospital,0,0,0
2025-01-13,Bantry General Hospital,0,0,0
2025-01-13,Beaumont Hospital,15,0,15
2025-01-13,CHI at Crumlin,2,0,2
2025-01-13,CHI at Tallaght,0,0,0
2025-01-13,CHI at Temple Street,1,0,1
2025-01-13,Cavan General Hospital,13,0,13
2025-01-13,Connolly Hospital,0,0,0
2025-01-13,Cork University Hospital,34,5,39
2025-01-13,Ennis Hospital,0,0,0
2025-01-13,Galway University Hospital,14,10,24
2025-01-13,Letterkenny University Hospital,2,8,10
2025-01-13,Louth County Hospital,0,0,0
2025-01-13,MRH Mullingar,2,0,2
2025-01-13,MRH Portlaoise,1,0,1
2025-01-13,MRH Tullamore,0,0,0
2025-01-13,Mallow General Hospital,0,0,0
2025-01-13,Mater Misericordiae University Hospital,32,0,32
2025-01-13,Mayo University Hospital,7,15,22
2025-01-13,Mercy University Hospital,25,5,30
2025-01-13,Naas General Hospital,31,8,39
2025-01-13,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-13,National Rehabilitation Hospital,0,0,0
2025-01-13,Nenagh Hospital,0,0,0
2025-01-13,Our Lady of Lourdes Hospital,19,0,19
2025-01-13,Our Lady's Hospital Navan,0,0,0
2025-01-13,Portiuncula University Hospital,7,0,7
2025-01-13,Roscommon University Hospital,0,0,0
2025-01-13,Sligo University Hospital,8,11,19
2025-01-13,South Infirmary Victoria University Hospital,0,0,0
2025-01-13,St Luke's General Hospital Kilkenny,3,1,4
2025-01-13,St. Columcille's Hospital,0,0,0
2025-01-13,St. James's Hospital,13,0,13
2025-01-13,St. John's Hospital Limerick,0,0,0
2025-01-13,St. Luke's Radiation Oncology Network,0,0,0
2025-01-13,St. Michael's Hospital,0,0,0
2025-01-13,St. Vincent's University Hospital,42,11,53
2025-01-13,Tallaght University Hospital,19,0,19
2025-01-13,Tipperary University Hospital,1,1,2
2025-01-13,UH Kerry,10,7,17
2025-01-13,UH Limerick,39,49,88
2025-01-13,UH Waterford,0,0,0
2025-01-13,Wexford General Hospital,2,2,4
2025-01-14,Bantry General Hospital,0,0,0
2025-01-14,Beaumont Hospital,16,0,16
2025-01-14,CHI at Crumlin,2,0,2
2025-01-14,CHI at Tallaght,0,0,0
2025-01-14,CHI at Temple Street,2,0,2
2025-01-14,Cavan General Hospital,14,0,14
2025-01-14,Connolly Hospital,0,0,0
2025-01-14,Cork University Hospital,42,15,57
2025-01-14,Ennis Hospital,0,0,0
2025-01-14,Galway University Hospital,17,12,29
2025-01-14,Letterkenny University Hospital,10,7,17
2025-01-14,Louth County Hospital,0,0,0
2025-01-14,MRH Mullingar,3,0,3
2025-01-14,MRH Portlaoise,0,0,0
2025-01-14,MRH Tullamore,0,0,0
2025-01-14,Mallow General Hospital,0,0,0
2025-01-14,Mater Misericordiae University Hospital,18,0,18
2025-01-14,Mayo University Hospital,10,13,23
2025-01-14,Mercy University Hospital,19,6,25
2025-01-14,Naas General Hospital,27,8,35
2025-01-14,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-14,National Rehabilitation Hospital,0,0,0
2025-01-14,Nenagh Hospital,0,0,0
2025-01-14,Our Lady of Lourdes Hospital,15,0,15
2025-01-14,Our Lady's Hospital Navan,0,0,0
2025-01-14,Portiuncula University Hospital,7,0,7
2025-01-14,Roscommon University Hospital,0,0,0
2025-01-14,Sligo University Hospital,22,19,41
2025-01-14,South Infirmary Victoria University Hospital,0,0,0
2025-01-14,St Luke's General Hospital Kilkenny,3,0,3
2025-01-14,St. Columcille's Hospital,0,0,0
2025-01-14,St. James's Hospital,19,0,19
2025-01-14,St. John's Hospital Limerick,0,0,0
2025-01-14,St. Luke's Radiation Oncology Network,0,0,0
2025-01-14,St. Michael's Hospital,0,0,0
2025-01-14,St. Vincent's University Hospital,43,22,65
2025-01-14,Tallaght University Hospital,14,9,23
2025-01-14,Tipperary University Hospital,3,1,4
2025-01-14,UH Kerry,19,7,26
2025-01-14,UH Limerick,33,39,72
2025-01-14,UH Waterford,0,0,0
2025-01-14,Wexford General Hospital,4,2,6
2025-01-15,Bantry General Hospital,0,0,0
2025-01-15,Beaumont Hospital,19,0,19
2025-01-15,CHI at Crumlin,5,0,5
2025-01-15,CHI at Tallaght,1,0,1
2025-01-15,CHI at Temple Street,2,0,2
2025-01-15,Cavan General Hospital,10,0,10
2025-01-15,Connolly Hospital,1,0,1
2025-01-15,Cork University Hospital,34,13,47
2025-01-15,Ennis Hospital,0,0,0
2025-01-15,Galway University Hospital,35,14,49
2025-01-15,Letterkenny University Hospital,3,4,7
2025-01-15,Louth County Hospital,0,0,0
2025-01-15,MRH Mullingar,8,0,8
2025-01-15,MRH Portlaoise,3,0,3
2025-01-15,MRH Tullamore,0,0,0
2025-01-15,Mallow General Hospital,0,0,0
2025-01-15,Mater Misericordiae University Hospital,18,0,18
2025-01-15,Mayo University Hospital,6,16,22
2025-01-15,Mercy University Hospital,19,6,25
2025-01-15,Naas General Hospital,13,8,21
2025-01-15,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-15,National Rehabilitation Hospital,0,0,0
2025-01-15,Nenagh Hospital,0,0,0
2025-01-15,Our Lady of Lourdes Hospital,18,0,18
2025-01-15,Our Lady's Hospital Navan,0,0,0
2025-01-15,Portiuncula University Hospital,2,0,2
2025-01-15,Roscommon University Hospital,0,0,0
2025-01-15,Sligo University Hospital,14,20,34
2025-01-15,South Infirmary Victoria University Hospital,0,0,0
2025-01-15,St Luke's General Hospital Kilkenny,1,2,3
2025-01-15,St. Columcille's Hospital,0,0,0
2025-01-15,St. James's Hospital,21,0,21
2025-01-15,St. John's Hospital Limerick,0,0,0
2025-01-15,St. Luke's Radiation Oncology Network,0,0,0
2025-01-15,St. Michael's Hospital,0,0,0
2025-01-15,St. Vincent's University Hospital,30,14,44
2025-01-15,Tallaght University Hospital,13,9,22
2025-01-15,Tipperary University Hospital,0,0,0
2025-01-15,UH Kerry,14,9,23
2025-01-15,UH Limerick,42,49,91
2025-01-15,UH Waterford,0,0,0
2025-01-15,Wexford General Hospital,7,3,10
2025-01-16,Bantry General Hospital,0,0,0
2025-01-16,Beaumont Hospital,23,0,23
2025-01-16,CHI at Crumlin,10,0,10
2025-01-16,CHI at Tallaght,1,0,1
2025-01-16,CHI at Temple Street,4,0,4
2025-01-16,Cavan General Hospital,7,0,7
2025-01-16,Connolly Hospital,0,0,0
2025-01-16,Cork University Hospital,34,14,48
2025-01-16,Ennis Hospital,0,0,0
2025-01-16,Galway University Hospital,11,18,29
2025-01-16,Letterkenny University Hospital,4,1,5
2025-01-16,Louth County Hospital,0,0,0
2025-01-16,MRH Mullingar,5,1,6
2025-01-16,MRH Portlaoise,1,0,1
2025-01-16,MRH Tullamore,0,0,0
2025-01-16,Mallow General Hospital,0,0,0
2025-01-16,Mater Misericordiae University Hospital,15,0,15
2025-01-16,Mayo University Hospital,2,15,17
2025-01-16,Mercy University Hospital,22,6,28
2025-01-16,Naas General Hospital,12,8,20
2025-01-16,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-16,National Rehabilitation Hospital,0,0,0
2025-01-16,Nenagh Hospital,0,0,0
2025-01-16,Our Lady of Lourdes Hospital,18,0,18
2025-01-16,Our Lady's Hospital Navan,0,0,0
2025-01-16,Portiuncula University Hospital,1,0,1
2025-01-16,Roscommon University Hospital,0,0,0
2025-01-16,Sligo University Hospital,5,16,21
2025-01-16,South Infirmary Victoria University Hospital,0,0,0
2025-01-16,St Luke's General Hospital Kilkenny,4,3,7
2025-01-16,St. Columcille's Hospital,0,0,0
2025-01-16,St. James's Hospital,8,0,8
2025-01-16,St. John's Hospital Limerick,0,0,0
2025-01-16,St. Luke's Radiation Oncology Network,0,0,0
2025-01-16,St. Michael's Hospital,0,0,0
2025-01-16,St. Vincent's University Hospital,24,6,30
2025-01-16,Tallaght University Hospital,20,11,31
2025-01-16,Tipperary University Hospital,3,2,5
2025-01-16,UH Kerry,18,11,29
2025-01-16,UH Limerick,28,41,69
