region,mean_pk,ci_lo,ci_hi,width,p_winter
HSE Dublin and Midlands,4.652002390774786,-0.2891597936444441,9.703046250181703,9.992206043826148,0.93345
HSE Dublin and North East,1.3114892322073943,-2.4655545243318135,5.13308098509159,7.598635509423404,0.996775
HSE Dublin and South East,1.4862268713947824,-2.5703261237430493,5.563809854212486,8.134135977955534,0.9953875
HSE Mid West,19.355335317664746,-2.682267281544302,41.44782094623068,44.13008822777498,0.1291
HSE South West,2.339248894850134,-2.80657994431436,7.630098461696048,10.436678406010408,0.978675
HSE West and North West,4.452200452177503,-8.26638886734544,17.583911179949933,25.850300047295374,0.7159125
